target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
2,34.4049820042103,179.242779503891,1.44166120196373,0.211335400530344,11,1,52.8100340873047,-0.0832136231946314,3,72.1137721262162,17.7502747451467,36.477026910199,18.6419564296696,13.805605434465,4518154.03093758,273.518225055552,0.0023994494607532,289.501512359968,1988,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,238.290160510025,233.627047670715,1.44164134992198,0.174058992712845,3,6,53.562584805699,0.661352072110929,9,74.2890611469028,17.7563948712544,36.4748296402614,18.6350324359739,13.8085607474195,133068.039376273,281.635065774342,-0.0008509614892817,242.497788265027,1986,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,42.323491966274,920.328488435969,1.44236731170767,0.126079950791915,5,19,52.7930997827563,-1.35043028877882,6,76.395394911213,17.698085089407,36.488968268035,18.5290241902349,13.844852191933,7493564.99630844,285.868815470598,0.0035997718470259,91.3460866896948,1998,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-35.8122167472463,750.806476643421,1.2735070217015,0.157132582391891,16,17,52.2133428287345,-0.634487914413617,4,89.2681073686736,26.2951031561525,35.629332044752,18.6332878059044,22.4271194014864,2958357.09397101,288.76113343555,0.0025125556139998,249.949218758319,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,172.400268126903,294.399277728135,1.50938004984758,0.152364437961288,25,7,51.249247894308,0.0244452653885807,2,93.1006313753359,17.7497740112116,36.5434452186974,18.6399077841518,20.0080274215972,219612.116904921,274.590203856186,-0.0016706088670243,104.799164955949,1994,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,293.820648647938,599.98455830643,1.44067465898782,0.150731276835953,23,7,52.9617058720146,-1.05050428168812,4,76.3117833181024,17.7667814155465,36.4999532013105,18.626559613678,13.8173954800753,128488.415732447,276.437849565964,0.0002872053731373,175.011416623386,1995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,94.4696790554499,1677.95068021583,1.44362749544773,0.235247294371249,31,2,52.6831046527205,-2.09402314070308,10,76.3297066493473,17.7158243859415,36.4439244916786,18.6410184027703,13.7791238546068,2117481.77607389,286.646536562724,0.0020242733888643,276.379563637086,1990,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15.0497700400232,697.053342346211,1.44171246908877,0.188421635041957,30,18,52.0635056648554,-2.88111511607198,9,76.2805767815703,17.7499877328101,36.5040574594957,18.6397573750656,13.8110538118709,5032130.54191128,289.95629982353,-0.0007213999182195,93.0321723154181,1983,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,156.194322050626,787.989360654638,0.378702882194246,0.244032537273261,21,20,51.820350852881,-2.09420685487679,5,21.4693086387387,35.1843295512349,12.7628327219344,18.6357126659803,8.60813458976389,8464039.94779282,285.933931828321,-0.0002286162012672,29.2120345750493,1997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,30.6274613723484,570.304766588195,1.44184470737981,0.164008497439538,30,0,51.9850412387878,-1.46915602481637,11,76.3471859579946,17.738215460321,36.4810121639819,18.6407511581577,13.8183845840407,2922251.78525186,287.143120556749,0.0015838831680779,160.35094471424,1984,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,15.3756360609491,885.617844335416,1.43901766555425,0.15202398755011,15,0,53.5234579351458,-0.894883096588857,8,76.3318407498661,17.7644366481077,36.4635258780633,18.636204881659,13.7882714545891,3417603.30703292,290.160164474649,0.000784667806697,166.4068944845,1982,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,138.205055073524,660.906878702612,1.41250392000009,0.174715123510231,20,3,51.9007570966193,-1.65073954969204,4,125.310987535816,74.0885557019528,36.3904157711332,18.6410236073303,12.3331294414311,1424034.33299565,279.447405618597,0.0006966729014215,41.9236559139626,1997,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,207.407353132009,7.01552426714723,1.44218656526467,0.0959780897827108,4,17,52.6316915442924,-0.855515702166368,1,76.3209262269384,17.7422404065291,36.4808029869973,18.6445093352912,13.7929023868291,2469655.90067875,276.947871824275,-0.0009786033373359,219.532019342734,1990,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,17.4332239736365,1253.51114534836,0.933528097463339,0.222772818285311,18,13,51.4344709561775,-1.05994314999593,7,82.3444829211803,17.8718465545243,27.05033566341,18.6394624702792,14.2673279090929,9076550.51413965,290.35912153488,0.0014267569832748,189.688790794323,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,85.2017297206309,508.155243781528,1.40674194219323,0.202331117579669,31,10,53.1353795487365,-2.08127543663864,10,69.1618323281101,23.6680557826176,35.5515909236909,18.6387701648028,15.5562166762,568302.533831622,281.409060386013,-0.001205029034411,245.164435430957,1981,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,71.5240457155097,1077.86648070936,1.27350702353175,0.18936972207555,7,10,51.7637628839921,-0.670309323318105,10,74.9166156735539,53.2480594138248,35.6293319177631,18.6449512761643,22.4271200666646,2911515.64618399,289.197471593399,-0.0028272624889318,250.467564380875,1983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,135.030849432181,735.168359477299,1.18561914714647,0.276642528341709,19,5,52.2547379256532,-1.59968019900042,10,61.8866659580534,38.0154360613203,50.6728381349107,18.6436956284502,4.23281650063918,100648.813146036,286.598424951224,0.0016329314484232,134.610735616314,1994,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,95.9308644428091,1380.54464462373,1.44158550146281,0.115830281218896,4,13,53.8774732774238,-1.51612602354073,6,76.3557228000755,17.7483425641811,36.4793062002091,18.6458167390506,13.7964906391167,4185194.04416852,289.44575479186,0.0078952741091954,255.303073463036,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50.9265161119912,223.377319339388,1.0860490031561,0.228415944574447,11,6,52.1618245682669,-1.75912079313957,3,86.8565726340272,14.5242956277501,38.2459517264943,18.7783172194368,13.2799618890224,57622.1333621772,275.162773357982,-0.0138084843052315,169.988078405443,1986,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,37.0734196916628,322.609257214023,-1.24674125887873,0.207596567317012,26,19,52.2201830209426,-2.43106970796576,3,26.3300359422784,17.7297405011513,33.2209118684293,18.6447454697203,13.7931778040283,-603348.347066837,280.118263436113,0.0006502057942968,280.294371787235,2000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,47.5117829374116,1204.33346224809,1.44163743223873,0.184045318131419,29,20,53.4553368132501,-2.20804561223223,10,76.3062270491329,17.7386737139179,36.4476820745497,18.6405229671036,13.8076836902287,-1032336.05361162,282.321100328582,0.0051587629314845,260.26083653075,1981,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,57.3944765204755,933.149990273278,0.832913471890558,0.198784872392135,7,16,51.7290285757572,-3.94376928061502,12,91.2543758419974,12.7355577446727,41.7850648709381,18.6202355225546,22.144918960497,2107307.96685005,279.130381179897,-0.0009846610541999,110.914724728608,1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,11.4976622903193,911.15473473183,1.44145904892256,0.110659770244433,10,23,54.2162976919385,-2.22851959290321,6,76.2723230272047,17.7871321117591,36.4679167444761,18.6430190182595,13.8317193022442,-537582.346689209,286.934067445361,0.0032072019456194,342.091067726396,1995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,19.7449255926301,1576.74874923549,1.44341680596575,0.0919215788646813,25,12,52.2715309944011,-2.41060239671555,5,76.3122531300574,17.747153070953,36.4853226010801,18.6414322607911,13.8114646085832,7618799.54835954,283.708069850831,1.68503074630599e-05,230.369207647509,1986,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,91.6250438400954,1191.87154526877,1.43744340499289,0.201733442043678,6,12,51.3259974004431,-1.90778016974668,1,18.6383076251102,17.7722593803531,36.4418506419035,18.6401412807399,13.8185285569397,-873140.636849817,276.865157477527,0.0044307046615423,461.627656448653,1987,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,118.464544207615,864.795879674204,1.44249243099502,0.213324241106542,11,1,54.2412849816519,-1.7301040361866,1,76.5170092907874,17.7522200854554,36.4636775097974,18.6410299259327,13.817810454308,-3644282.85178248,276.448999874665,0.0044938484115834,213.818789798307,1983,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29.4577428460919,435.700216853914,1.44229194335166,0.251523262718726,19,6,52.0276518947221,0.126382374018422,6,76.3138216390033,45.2292329533787,36.4812461857438,18.7172679596941,13.8052753185813,135138.832274882,281.284518223145,-0.0004967712308738,45.1649223973442,1987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,68.2914487524103,603.375043650967,1.44170244395347,0.149799981027036,16,2,51.4260548822876,-0.336957910599649,4,76.3487878858298,17.7519287327869,36.4755719842096,18.6490288181017,13.821161101072,-842092.255321559,278.036955560474,0.0033018504326424,26.2285741089409,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,120.443128529989,621.517990494478,-0.0322630270205247,0.167750922172171,11,8,52.1404114130742,-2.30493279346785,3,39.9949898078957,10.523781590622,9.96229835678867,18.628602287237,17.6166580955682,230158.067482548,277.010742080005,0.0007791811887474,156.29479584155,1999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13.8747570598133,611.689393241599,0.290161056637858,0.118080367360905,21,16,54.0995520552756,-0.861166162438374,9,42.9329388239113,25.045130956722,33.2214601239157,16.9800392995028,11.4667138392645,696416.923594889,288.078309931322,0.0012915129117703,185.995342353704,2000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.6848556884063,195.300889759995,0.734845369234187,0.34575241255476,10,11,54.2359582249773,0.953036071877424,12,73.7230189525826,25.0334237882475,29.9530259741791,18.6458161817856,-5.57403822714271,2828863.1765562,275.492676281103,-0.0092596919986516,154.214017509543,1999,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,112.686190398015,912.024964440652,0.899749612598072,0.139961106377016,1,17,53.9738724036195,0.486655134308993,4,42.4357789725742,17.7451771936089,63.6372071025749,18.6549787458639,9.88327188805354,4961148.27491836,275.073877352242,-0.0003784764968549,30.4319957392215,1996,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59.4757143937143,183.739597731038,1.44084673485757,0.15723366224593,14,23,52.668607802706,-1.61606915694008,6,76.2807172454268,17.7924037643752,36.4544529264746,18.6365035765956,13.8402406667519,2696328.11957346,285.084448554596,0.0079795876293688,329.47852942852,1982,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,-12.3697777323754,544.925664959372,1.44214304460213,0.154891110544672,10,1,50.7597813464144,-3.47468008601386,6,76.4401969991861,17.739763969687,36.4432007410322,18.635339143799,13.8062249542349,10395846.8520315,287.000791686451,-0.0018349518187604,415.443648130943,1990,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,42.3836770815129,2081.4763371588,0.682351996625145,0.151056343154909,25,13,52.8757211580144,-0.510537295158682,8,46.0189303491194,36.2723329915408,42.0280315750636,18.6429554469587,15.5807908572795,8706113.89566741,289.501409337811,0.0010697926229283,328.126369091026,1993,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,116.407481254107,1281.72108183787,2.61476009733224,0.195897469942172,10,10,53.6123187851768,-2.88673784579424,2,92.8096582831776,25.5175975633161,36.4730491593756,18.6355092401317,6.16331700952079,1630024.16961331,279.295892130276,-0.0013827601819583,313.218116152167,1991,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,34.1004084675835,1829.54809253041,1.63469139144883,0.244437953414856,22,13,52.7650304643185,-2.82288597259087,5,85.704149099341,35.8186962635811,29.5242384878117,18.6426053103795,15.4451214196217,12717168.3111527,293.516439113789,-0.0001206407628631,148.480913044135,1995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,109.627085547758,561.716119133499,1.04123539569146,0.140887588764328,19,3,52.5155735886787,-3.77079984451962,3,67.0610426097726,25.9961599731261,44.6846896198586,18.640665263523,5.06332777544374,2720726.07882555,280.774213384015,0.0002119328305548,313.102900838155,1997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,-47.4133957042255,-298.177251247811,1.44245897583239,0.200390880411356,5,7,50.9302463225142,-3.28328420584613,11,76.2737478501514,17.7416238257209,36.5008393144287,18.6436221750783,13.8157184802483,411500.174245936,280.544322103943,-0.0087486766202983,139.82435924876,1982,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-44.3471970132886,1155.04238753,1.4411210460121,0.162465392323727,29,18,51.2789096373938,0.0368594298297722,3,76.2090412970501,17.7708551855376,36.482634796291,18.6399079199033,13.8057653659586,5053011.93872557,281.565757592218,0.0007130401711666,254.311618468426,1994,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,86.451101189299,362.827640295024,1.44189442356981,0.179554650366592,31,3,52.1262352141357,-0.121827006350607,10,76.3999190325807,17.7078908766576,36.4233136785862,18.6418852247187,13.818084670043,2434833.22014532,283.990445924503,0.0009307119718251,243.504055797438,1988,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,98.3650631749542,1726.73281095137,1.44170248595292,0.12310124769497,23,18,50.3454387871599,-0.811991096578481,7,76.3689678430858,17.7514996043051,36.4755734171162,18.6461755320514,13.821160701753,10462241.3157155,303.264011042142,-0.0008365823787461,193.143489865565,1989,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-5.06070313068514,437.594663401985,1.44176823119111,0.217813032691563,24,1,51.6283712978469,-0.434701105649076,7,76.3048978431282,17.775650756148,36.4608205689373,18.6417274825388,13.806017478533,6738892.12889894,290.683545086893,0.0010527928940337,315.694120873572,1987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,148.929824296002,662.971213807963,1.4412828309655,0.220493393356143,28,22,51.1871088318555,-2.20431370415252,4,76.3492125730499,17.7175160196767,36.4630998304294,18.6374785060008,13.8050022498648,3187046.83780603,283.960740947314,0.0021867020720624,330.017299215665,1981,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,133.832553799924,391.272508934996,1.44166114691273,0.24480321506736,2,22,52.2598763934377,-0.18898109299208,3,73.4073995192213,17.7503780124513,36.4770258580617,18.64656176136,13.8056052463692,-20806.8991713576,280.038852889634,0.0043149602557849,313.547122805186,1988,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,162.219100656861,-297.563073096564,1.28136742212936,0.227570242631848,13,1,51.377640043854,1.44241450182362,12,58.4024682967319,2.73048806376253,33.5821529173716,18.6670800230313,-26.0695984312291,4482076.95162948,274.751516370493,-0.00671186178169,246.983797712579,1985,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,70.7578796799036,975.292214744021,1.44186967769536,0.187467823551831,17,17,51.426039003631,-2.26527208128626,9,74.3092496305841,17.7408732382644,36.4752336388421,18.6416601458372,13.8135548919568,5518057.19597552,294.746935038766,0.0008800160180993,269.466964935383,1987,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,34.4012589152362,560.976377875104,1.44151216704949,0.212051310350127,22,5,51.7889415676551,-1.03688224935033,8,76.313185414301,17.7424542403482,36.4617788334695,18.6429533710497,13.8111509688939,42446.5927848931,285.943903362076,0.0001176298800512,301.13731844031,1981,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
