target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
5,-22.2780081881295,463.246123434263,1.4415925872233,0.281116593524169,25,23,54.1224289806952,-0.724299460248137,3,76.3352099933898,17.7566963231303,36.475779563106,18.6462582306254,13.8013062958627,-3172236.52766985,275.029213565894,0.0029417288977319,277.325554242913,1986,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-88.5537178676724,580.289473772557,1.25892666780808,0.196210493483366,11,10,52.9465487039186,-1.10673057681678,4,92.337530685572,17.7388113185737,36.4853248680139,18.6319008821779,13.7999147391503,1196990.37688896,286.28294290247,0.0032520396950111,195.687645303452,1993,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,178.227160377483,967.368804848374,1.68014439806188,0.232635805677478,3,6,52.6236448739853,-2.32069501416396,4,76.4098371770937,17.7497973826197,36.6290535574414,18.6345969757611,22.2779500916544,202322.861187185,282.595093831381,0.0002390921693942,260.440792950842,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13.3764938060469,704.90372331938,1.73269049973137,0.165987895077363,16,2,50.3856952794378,-1.55991452688478,8,57.4574297775772,17.2466048626827,32.1079183265634,18.6437646537333,21.819872245315,3709978.25441495,289.550422630498,0.0034655376530357,232.776172003266,1982,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,57.2687818964872,901.601539748283,1.43744339823753,0.147257028103916,13,10,52.6306022127165,-2.39594049975676,7,36.5028956169387,17.771779177581,36.441851120588,18.6484761936697,13.8185286934246,4261905.89412758,293.365483117296,-0.0007985923465213,85.1278253366942,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30.6151315110189,52.1430943383668,1.17256501185316,0.100255717427821,22,5,52.7986002179694,-2.00024878946506,9,66.5164376962943,15.8489177854422,41.5505375647277,18.6437980754165,17.9832577641734,21038.6628705884,282.416767662736,-0.0004838673428272,271.754962720124,1982,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-12.4824607335116,402.04115174408,1.44398190713103,0.172602492002263,21,3,52.695528576484,-0.191898743452993,8,76.3147766564574,17.7506281758279,36.5183771869928,18.6436949320656,13.8062115937082,2910665.14672076,289.040667739158,0.0010296355713916,153.918299117182,1994,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15.8024205712351,670.030580791802,1.44259329295051,0.188741323164797,29,5,50.4004792490124,-2.66382139711689,11,76.3046649816975,17.7365642549007,36.4778533719275,18.6391062679377,13.8105338914528,150442.373962448,281.176826024387,-0.0005589705121373,192.755272078226,1984,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,31.4820566026776,737.940310546866,0.671787605179577,0.174533568862065,30,9,52.3157269588491,-2.25338124622263,3,26.8565555818925,31.8137638578142,23.7625587110237,18.647788959622,5.17244592517246,541664.209477016,276.111090682363,0.0013237914863009,209.525773002478,1999,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,56.2310133087387,559.735935332737,1.195506377628,0.174141789763888,31,2,51.6034239335434,-1.50629860926076,8,75.7879341938514,43.4798376716754,31.8835883023522,11.8567159003362,17.4229901860754,7867136.5184271,286.954047755788,0.0024070771178426,182.688053681476,1996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,34.7244229800195,569.762427430853,1.25726888537125,0.169399745648574,25,3,50.4407370952979,-2.61863543831128,4,86.322959439933,22.866539028316,35.6293322902104,18.6344101482229,22.3468832628384,1961241.49778145,275.962494354718,-0.0020215489959762,128.879636907352,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,168.766926349961,81.1798383803458,0.645881898960749,0.138906406322083,16,23,51.5100348232035,1.01347530539547,6,54.3537448572591,7.36322925707342,34.2360094344031,18.6509031306878,1.61200401612754,8222564.96423395,285.285797532613,0.00160988392487,233.799758445696,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,85.0685214120485,188.859704758156,1.61056825687918,0.206367580769638,23,13,51.5232622143603,-2.2735013136462,11,60.3172677850494,18.5621656232181,32.5263507862597,18.6423469902598,21.5514007477814,-1361035.95845771,282.183558319368,0.0029892572842163,201.002899736999,1991,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,207.451211961173,881.913066035318,0.289234685383054,0.131683099790965,24,19,54.5159666549648,-2.16814672016198,10,28.0137780531326,38.4217472073397,34.8243097293328,18.1137549996272,3.54193916032849,1867957.86780731,282.402394257484,0.0010606482323675,258.047365956199,2000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,116.530601140775,285.194715176785,1.44178841853895,0.169562062392442,10,6,52.6262862640406,-0.554170197243952,1,76.3322151776746,17.7436753964126,36.4714433934803,18.6407678427569,13.8141501720127,-56205.2823517936,272.443627041945,0.0002636368837411,422.859391932593,1985,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,86.2851011530199,458.86589668739,-0.288968797372606,0.126629673569259,14,4,51.8440064618531,-0.927272583085635,3,4.25429189977421,81.0503623588988,15.8496855624591,13.7179365824717,24.8317367729382,5.05911118894536,275.86094374204,0.0002750033090083,257.173158598053,1999,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,90.2712462504335,1185.1486150228,1.44226019013359,0.228585530105925,29,16,51.5183307317782,-0.240053419694512,11,32.0606938062935,59.9132963098576,35.3098636757481,18.6415448650639,17.8248986352181,2780135.59969061,281.85336323964,-0.0007305924065645,300.747209037449,1998,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,163.593663073849,110.006232967721,1.44257229916612,0.175034863069756,28,4,51.6851963546126,0.0062694973211503,9,76.3806038030446,17.7561373242945,36.5322792623836,18.6467226876656,13.7936687557647,-7.25135420144311,281.760060230355,0.0008942554437423,250.945738982597,1988,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,96.2936701381121,294.875228354156,1.74277497004369,0.181891386815028,11,9,52.7976665576642,-3.94771714755721,9,68.0294079662923,17.739957695034,36.4757881501624,18.6382582688298,13.8110894025205,5304.8823419433,285.218791626884,0.0011866824920752,83.7021604949834,1989,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,131.880662559722,395.954395158211,1.44256538742228,0.169390026189798,21,22,53.1136124434028,-3.34982564989851,6,76.2938348709723,17.7264498031683,36.4542073470793,18.6436218208099,13.7789411215454,9133212.12123449,289.224991440023,0.0042198046348208,101.959723428183,1982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,239.525054450717,961.984867747334,1.1205744438848,0.298981741006927,23,10,53.1728320837881,-2.36649650011784,7,70.9145256083254,16.1873268683476,37.0684591848628,18.640726009834,28.8184546648024,3585345.13655815,289.39891988139,0.0002634577497491,179.111818866913,1992,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,100.242552991091,672.634516033658,1.44140102870696,0.260400194858016,30,22,52.0067072441314,-1.48202844784203,12,75.8061247032715,17.7638023171133,36.4713120122926,18.6455339952517,13.7916262676597,1624503.37239105,272.211469292052,-0.0006314071974384,59.3598824964104,1996,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,109.880551308974,1245.34340304098,1.40178458342677,0.1267553217957,28,8,52.4266749246015,-3.28257025692647,12,76.2791651287758,17.7431309065639,36.4889369174599,18.63990778232,13.8152722633775,399457.466387597,284.158821366731,-0.0107625851486816,226.350000279275,1994,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
