target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
7,93.4380286619669,212.485597389085,1.44102040627718,0.178422211291404,11,8,51.9917880435437,-0.580855456859603,9,76.4632597769452,17.7647982496624,36.4693997214312,18.6373034327921,13.8039895713742,1285959.90788154,284.727069293129,-0.0032067083350019,1.33211192394534,1993,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10.5332841459025,1289.82275426425,1.36672489760772,0.225781470877587,3,12,52.716109767968,-1.42819373103165,12,76.2887264043462,17.7259622146353,36.8968223581972,18.6405909804866,13.8280198279298,2924196.54223203,282.630637479782,-0.0057554992181691,12.381851891636,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-12.2434993770156,266.33240151242,1.44233386556014,0.244620064646405,21,5,53.2729340761168,0.809950859791538,11,76.3339984334451,17.7913999430753,36.4683001622684,18.6429038313607,13.8067971924385,-37820.6874944637,279.364192451804,0.0007930800400112,6.14492691257234,1983,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-82.3411581149184,1661.23422210371,1.44028175913703,0.117499466931505,29,11,53.0454455042312,-1.83600155970849,6,76.2260543827523,17.7304501689407,36.4682582655333,18.6458172297965,5.68345397057145,8596760.40386622,287.748324383622,-0.0015210967394317,4.41990007590187,1999,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.35887210664238,621.63097679631,1.44093291354688,0.155422316406527,7,0,52.4557808401519,-2.45859989177383,8,76.2840666969197,17.7586541935727,36.4694200648216,18.6463359211744,13.8500678822097,9430869.72160624,287.850726827881,-0.0019917185178316,5.05677947959339,1992,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-11.9627122597013,1571.393866187,1.64589000236207,0.170038819922118,11,18,51.1296936860789,-2.22993995196671,8,71.6386922218783,17.7436961965944,36.5706325372892,18.640001110898,32.0562938016379,4173537.42824836,291.05394047053,-0.0006608248469491,12.5371842471168,1993,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-21.9970918732509,1422.89365655063,1.2735071095123,0.18679923290085,26,13,53.2615557190814,-0.817133184692203,4,79.6417762047409,54.2110215973194,35.6293322853181,18.6351031371235,22.4271205740027,8118674.15216278,285.960708209885,0.0003396965412551,5.98213750401822,1982,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,92.4831269690074,93.0764700031955,1.44202483147464,0.184591366379366,27,10,53.9802950323469,-0.31100184053828,10,76.3474428153396,17.7386598529238,36.4759430630414,18.6453667140553,13.8033992730258,2206565.20385486,284.023937470476,-0.0010008712266078,3.93991373299105,1985,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,214.327157655547,581.04672641154,1.42391603662096,0.260596013768487,19,1,51.4416670528965,-1.44094916245453,8,76.3060344316851,17.7558316522352,37.1075499347349,18.6419292404306,13.8220907070235,2612755.9801509,285.877607259806,0.0008846693990731,3.99884754071205,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-13.6176455667538,2081.0048631039,1.44196291230784,0.239387436510578,18,13,51.9605633796446,-1.05330860301159,4,76.4236621125687,17.7939092886141,36.4857279688998,18.641968039979,13.7873869878724,9789904.7663198,284.136766230059,0.0004173366179608,2.87739521119346,1988,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,67.2951534525871,548.870612879176,1.27350698678619,0.170435160966988,21,6,53.1002199343803,-0.355757296817664,6,81.9749147935958,31.7831684100844,35.6293337156408,18.6379778532179,22.4271188850685,159083.334763591,283.974023428402,0.0014564903593596,4.04005300746774,1982,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.14494789546266,113.918043329161,1.44262415983286,0.239529477911564,15,20,50.1542197809679,-0.233318199774018,2,44.7430001873165,17.7404407457338,36.4863365430348,18.6419683063781,13.813847409303,3812339.48967335,277.647489539948,-7.38190813816585e-05,2.79315237455077,1988,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,-95.232178620348,360.433432285403,0.956073144665048,0.122158407033596,10,3,53.2664530074666,0.987115515314917,6,50.6450037480555,19.5697180075997,47.353983638393,18.6430195093948,11.4978477387637,1563571.11090208,282.897456651988,4.61143013304661e-05,4.73939319026587,1995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36.3939251476233,1936.04963447262,1.4408352357654,0.170098334523307,31,12,53.176035026593,-0.565170555981262,5,84.1802756050298,17.7472889624649,36.4639241689721,18.6458339089854,16.3442541507503,6513101.41976802,286.750983705133,-0.0002260423590444,3.45500225955977,1998,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,152.343325847933,549.726046475501,0.993606749491099,0.182178888494488,18,12,52.2143692019196,-3.22446075496178,12,76.2887417977963,17.7337275140037,36.5243430437116,18.6464139751064,13.7970977108525,-1050444.70508484,280.095650352298,0.0041971160344084,6.60409550633097,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-19.7544512161363,464.105940702886,1.40541662543158,0.222219557464793,28,3,52.2258498442121,-0.895222425428404,4,38.6757355873469,10.9163181820748,26.9175930026791,14.3251350075984,14.3826580158528,269843.922118916,279.210450976961,0.0003816503129821,4.26715481484005,1985,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,11.3691783344281,192.476148251533,1.09675099776564,0.182299338948283,13,12,51.3875128869662,-0.549588270722971,10,65.4515495117979,11.9406356560297,23.9724284553882,18.6525467225772,8.80622580605861,1849276.08488886,281.14887191428,0.0008909398471623,1.4787375066311,2000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25.7306571050809,1325.03278938123,1.47247282051671,0.176547745651007,6,14,54.2444098040633,-0.9864875285079,2,76.2908871178412,17.7513494222274,36.4761413028663,18.6454529889946,13.8422170211618,2031464.38014992,281.893573837189,0.0020164336330909,10.3966923695394,1990,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,101.075987568563,221.464209987866,0.723033405353509,0.142520657729841,24,1,53.0226501151393,-1.29523957425472,5,-1438.18635511536,41.8536735332647,28.620996128289,18.6464755202598,15.6987157017385,-10040363.3986925,283.5147698914,0.0122216647796629,3.36697564073433,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-27.1637570354223,378.811162934362,1.37537711246781,0.135969029712083,17,3,52.0738965356358,-3.85823005142916,2,76.296062757413,17.7273872957279,36.589902407378,18.644892013964,13.8476903940098,732689.894905075,279.780632739,0.0002247822921821,5.45250290063725,2000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-60.2824572042331,231.840246200934,1.44228778502411,0.173171286137874,3,7,52.3818152278704,-0.539848553376232,8,76.2783052166667,17.7357144095818,36.4947555199235,26.008879098067,13.8292793657365,411830.082428624,289.208329636994,-0.0012034446681158,2.6637411398062,1982,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,102.692057599848,925.119029215327,1.44176473201745,0.173836954460431,10,9,52.7569738651006,-1.31763149051899,5,76.3012254735615,17.7718267118845,36.4587282676143,18.6450385147642,13.8188118985834,3028168.75422916,282.794542780023,-0.0019260355114396,3.1730244147577,1982,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,67.5493720773701,490.997448150363,1.27350706009209,0.17590651124305,10,16,51.9644027728253,-2.18496038158082,3,85.2838491967215,21.3749085673397,35.6293327064254,20.1049876621418,22.4271204262096,3044766.17727359,279.747708092231,0.000253628159745,4.0304497074775,1985,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.447095470214,197.89942622701,1.44164136876354,0.206743950403774,17,3,50.4183497082447,-1.38697176756814,10,82.1436097037747,17.7564100462554,36.47483072791,18.6414323858325,13.8085613685771,2943650.57877416,284.951756480048,0.0008078390918513,2.76165186277663,1986,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58.8382456150601,1122.32940786054,1.44028173956766,0.227636116558134,15,11,51.9576130701852,-0.466547874653269,12,76.248831169728,17.7304651814614,36.4682570130292,14.3195281288568,-0.977304753559677,2041785.96969808,276.118826559327,-0.0017823856032853,7.16018499686272,1999,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,108.666283301843,1118.05357824477,1.44289574819887,0.170268890411408,7,18,52.9766612436971,-0.0430035930761254,5,76.3529757551996,17.7313419876492,36.4826162143049,18.6436941038438,13.8249634018686,6627152.33295581,293.395920888757,8.41723014736698e-05,4.35354691822571,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,118.831328958498,848.437164641734,0.0750837977370414,0.117400930060575,23,23,53.5443700399808,2.09475503542032,11,66.8724355401021,29.1973633592081,38.2813937808227,18.6408840679858,11.3032640826972,37789.8253356707,279.934412747099,0.0076760120160317,8.40495920307833,1996,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,65.7293040871914,277.02421277277,1.32735557358957,0.162369427925532,8,0,53.9286832977493,-0.747535921493605,10,152.100368681829,17.7566277211979,36.472939398522,18.6408869682866,13.8057253524182,11276071.7153269,287.44724117207,-0.0035194227101072,4.73080012834185,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,153.104777827812,811.723819374037,1.19550634985094,0.20299743185913,15,23,53.5303100252763,-2.02573462164097,2,80.3131976161759,49.1079366215964,12.5554315220103,18.6447828358013,7.03679630829867,880217.42213991,275.483363364936,0.0045764016222233,7.38149119801035,1991,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,83.3849889159248,1523.09039430046,0.933528134151557,0.14987631186377,20,13,51.2254067345492,-1.87822960667785,9,84.0870984955139,18.1189509894432,35.3195133294679,18.6443157375051,14.6277073991999,7448649.06301666,292.939820244272,0.0002760093690165,10.2568991760283,1981,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,-84.8351755463949,635.598249101321,1.43901767495365,0.268872892107359,21,0,49.4633008058505,-1.39866625112892,2,76.3318364435868,17.7648397088013,36.4635260323259,18.6355373405686,13.7882711528283,2972760.91593977,277.166703268108,-0.0005777193955348,7.40296383042235,1982,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,132.989255390297,477.418099635122,1.44278201868197,0.188365350595063,31,12,52.0083834290374,0.457645099093336,2,76.3347154095341,17.7613794008335,36.4742470090912,18.6433825074661,13.8069616628486,4027507.34635487,278.927861954985,0.0003577800243979,1.55863128720622,1987,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-16.3910170814144,867.007610473871,1.44226137660576,0.180184295715895,18,17,52.0497092897941,0.796604838031584,10,76.3132743076798,17.7525703241003,36.4581592984889,18.6383060340865,13.8366161304761,5118118.59827607,287.768314916175,-0.0013060436694447,3.83850084984469,1985,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-23.8201003879956,811.67354455877,1.44023649227639,0.251617092802045,16,8,51.872222783047,-1.68300478708005,12,76.2382584277999,17.778833914764,36.4887260920168,18.6402335264796,13.8159761625901,713417.368849548,285.942681574954,-0.0058416479512163,6.18057431713684,1988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,247.957632106724,743.248222135799,1.53675400183595,0.162318954716003,18,0,53.0666699621761,-2.17238767206947,12,8.65774520089549,17.735578291526,36.4849703296639,18.6410428561692,13.8121952106584,1404555.03190087,279.117330750951,0.000176817974261,8.52203493909885,1991,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,53.7855158126342,1804.35330950732,1.06363361378904,0.163025693858274,31,17,52.2306986446338,0.35557840345286,8,-255.025864622198,17.7601387339349,36.47469980221,18.636465299957,13.807492673776,1493288.95948413,295.253592009693,0.0014934893665174,10.114131899337,1997,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39.1794479508046,464.167884750987,1.44220135550416,0.184312804167914,22,11,53.2650104249467,-1.46840797887835,10,76.3333277903812,17.7229041964965,36.4574604273001,18.6423940536649,13.8062101626195,2133632.98896608,287.595029920153,0.0042450024509785,8.6108116950004,1990,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,37.0395730328052,1276.08427839979,1.44132357008887,0.156428801731904,24,15,52.6070647635654,0.911447276190275,8,76.3064569884373,17.7506771969349,36.4590610378371,18.63747821003,13.8104398375878,5582332.51329949,289.653063910953,-0.0008398560924084,1.91600242022687,1981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,209.901001069805,1348.28995207507,0.744474774901286,0.112022647325188,21,10,51.9964162409836,-0.877674054179089,6,-601.03630269061,41.0804881077252,36.5219236579734,18.6458178468698,20.8224144381576,343359.491909187,290.702666952322,0.0055316682270943,7.11267988945804,1999,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,167.068980460202,751.580372148059,0.403605942474042,0.105057887674417,29,18,51.2418411809286,-1.11671820406212,6,38.0531186133394,8.97293508033927,23.4979811013411,18.6464753462627,9.5856638703119,5065087.79163365,293.661634662801,9.76741494358463e-05,0.608563468408001,2000,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,54.256372210391,1455.56732439544,1.44233381962502,0.197947416679407,8,13,51.6519087855533,-0.413307843384811,6,76.3078561427366,17.7892119168153,36.4683014340269,18.6377964776402,13.8067967827347,12430952.977904,295.340361973392,-0.0006082051817678,6.14467373137648,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-71.4496895735302,581.20490523756,1.44148655078497,0.245949530729768,11,13,51.3150212956714,-1.42461480638693,12,76.292674069505,17.7492056662239,36.4788684135349,18.6405701514713,13.8119094879692,343179.207363507,280.250878708069,0.0026020253362702,3.76477645618787,1997,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,119.240499291545,669.363749524789,1.44124099490091,0.173786108497104,17,7,51.9438641795716,-0.667735858901286,5,20.6523203200647,39.0325022974747,35.5572414725431,18.6480548823218,-10.1441933225268,355805.493578194,282.433360289578,0.0020787914029258,6.85404241071469,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,161.171273724725,647.051814293984,1.44153607295748,0.203082034554547,3,17,51.0169474192554,-3.56707535530647,12,76.2861764806338,17.7145647980563,36.4702989729197,18.6399915446207,13.850998890969,2415336.14149299,271.103187930998,-0.0014501818976161,5.84445203153521,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,47.0982361340815,1116.43697651508,1.63469140940135,0.170546600145739,1,13,51.0571279728764,-0.0853443375444365,9,86.3270568081991,29.1053033742457,29.5242396554921,18.6414323588518,15.4451210031588,5140549.9210124,288.581690591173,0.0001978180106922,8.13248663736644,1986,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,32.0652898552879,1406.61206084589,1.44202956091227,0.221966159659522,18,19,53.2787340593654,-1.11026601065159,3,52.043840664074,17.7369163460278,36.4642918247081,18.6326547621742,13.8041668316892,7349939.66467183,282.428737875192,0.0006220955340348,10.1669819838607,1991,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-71.3514809412852,706.347786325326,1.45997234543226,0.144426077815034,4,8,49.644788205892,0.134920107366922,4,76.3659669068586,17.7295528153539,36.48976678741,18.6386988154532,13.8219122600826,-24740.3962381464,277.095605376179,-0.0001677204071232,4.64620609092985,1996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
