target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
8,21.1611854618811,175.101411383043,1.58460978948799,0.103112056739078,18,4,50.3516620302382,-0.554114182716293,6,65936.9795136661,35.4925249638663,18.6420141668283,-232.808969410735,111.161429406912,287.226269950575,-0.0002271669955232,254.288718409636,2.42060339350242,1997,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,69.6930032922141,1892.69308304863,1.4423573843091,0.258456160328061,10,23,51.458223177486,-0.964523369335175,12,76.3084660896145,36.5128241590128,18.6359438816626,13.8261190258356,3339557.97609431,286.032866615158,0.0016823472154069,265.411594045603,17.4957125718448,1982,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,87.9611198839587,1406.8918454047,1.44233384756615,0.213361037921928,5,23,52.8703880346932,-1.24271496576974,2,76.294630793436,36.4683005507322,18.6402060399387,13.806797015041,1590025.17114848,281.984219322605,0.0016460860881927,248.971016318323,13.1831492881137,1983,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,121.04993540127,1319.85730594346,1.43127993710487,0.152956178464516,22,11,50.7415270550757,-2.60786966233098,6,77.3878354417677,40.2894634206853,18.6454321902533,16.0144015672895,7307293.25134692,290.067529984863,0.0003127872307942,17.6127058911488,2.54485852973034,1992,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,98.2619149962167,357.368682306654,1.44260069168318,0.142016996002839,30,2,53.0302365808568,-0.910225257110053,3,76.4183472941997,36.4806226409411,18.6362130708708,13.7987409323071,5550325.18983214,284.769627618346,-0.001067878646293,238.325056017086,3.82871928252909,1991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,59.2858117979286,-539.01039630363,1.44173651646562,0.129006506504757,2,1,53.7391084218708,0.819440933361902,1,76.3225958429779,36.4788285466869,18.6427270571634,13.8090350438861,3883614.17224403,270.063656356283,-0.0015923836074549,213.948183830657,-2.87678610400596,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,191.413928804342,1411.61153019995,0.510796201851766,0.1525759102134,3,17,53.8103221775248,-1.16572912700708,8,65.2751986049362,40.7848152023652,18.6452752864027,1.75225762290265,5971718.23101722,289.314756182912,0.0005396423233877,250.7315913583,8.78455548795056,1993,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42.6284691604054,724.751823113444,0.233092408533932,0.132775171806733,24,6,55.1917497076978,-2.82479432980342,6,17.5816521143324,12.1912758779615,18.6452922198158,8.88341435506276,95600.2847985685,282.701526487778,0.0004960625139387,289.333717808077,7.0711897881431,2000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,-35.8740193842286,481.743470574369,1.44138458493255,0.184009875478106,29,6,52.5473600628613,-2.20504444115468,3,76.2937454849093,36.4723313963241,17.9475701742517,13.794218401129,-29823.6934473973,282.557377207928,0.0021791144716687,119.230198209071,3.93663427235936,1998,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36.3310128679461,601.653543168822,1.44100419575782,0.156137874683388,8,6,51.7295159422663,-1.00078083995116,3,76.2737400372021,36.4055803694705,18.6447116359618,13.7996417620579,-37774.1327354318,276.942071655236,0.0011623945199911,250.365364853896,3.80652829649016,1989,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.253275809276,-38.3853549242397,0.542919491934055,0.158529025151219,31,0,51.9903519905862,-1.64953564794074,6,42.9255081767256,15.2170153380904,18.6480499956851,6.94608223402232,4559767.88289506,288.071014242408,0.001593639230248,110.943526577207,2.10193862658022,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,74.3939602869851,507.117659915335,1.44173648860328,0.151029482185673,8,17,51.9200453557239,-3.03295196892611,1,76.3223227258256,36.478829870375,18.6517500986695,13.8090353381466,-88166.0464748095,274.401335855944,1.37251338370824e-05,205.771326469425,3.73301931872866,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-81.2992266633074,411.970398936789,0.264845086557245,0.227937747232419,5,0,53.0118018257952,-2.46445328196486,10,-113169.480733367,33.8548818185554,18.6408993087522,28073.0705215689,-1792005505.77208,287.245012802012,0.0039619297592728,145.51957963921,6.90790692463197,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,102.00915904331,-284.080279876057,1.4421857383826,0.223731381394343,5,3,51.036190121743,1.25901898785035,9,76.3865294871615,36.4730068707982,18.6423611414638,13.8136207096293,327901.764365924,280.976215956516,0.000797559559518,214.763344168396,-0.307492763126924,1990,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,23.3502887607188,888.534249666467,1.44122998200225,0.216567342014083,6,9,52.9645345409149,0.112844443719728,4,76.3353651838301,36.4785696533887,18.6365168167607,13.8026773955254,839446.449515003,274.569259135909,0.0009969826422631,55.6392979920732,4.03513536981072,1986,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,201.550480650212,120.833617296279,1.26520005629848,0.194930069525067,29,12,53.0271968476764,-0.543360827385893,3,60.9238930200174,31.9885282076989,18.6442514489707,8.74577119501333,2541686.15240672,283.693241711792,0.0042058815342067,198.685350834772,4.31911911863608,1989,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,130.058235522975,1036.2967402177,1.44226017036548,0.116339434326837,14,9,53.4658749717058,-0.0931849085343099,9,29.4953128491957,35.3098621180622,16.8803672926597,4.93562715920805,1481120.3380253,284.693422792393,-0.0006887162539753,303.033588198427,7.17398466724447,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,-57.9303760043432,-89.3171958345188,1.32735559102754,0.213856843841831,11,5,53.6659879565447,-0.398393538557477,12,5.99517560593112,36.4729410625428,18.636529022321,13.8057249557125,10584.9214032459,272.540872941183,0.0009236614462225,279.442353760144,1.18933105243979,1997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,117.766051180313,1038.70508733172,0.925122555696388,0.212207191764113,20,17,50.8789359045756,-2.23546583104688,5,83.1797784865121,29.6976692001853,17.9320143276775,25.653862547044,3506625.92803801,289.700095153443,0.000571433849374,369.314756220463,5.31602397589462,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,-28.2419280999563,562.589326636863,1.44353933894422,0.151884975782925,13,20,50.8435195704121,-3.31739028220206,9,76.3824685777867,36.4910375679542,18.6454626813304,13.8197407594288,2794975.13777998,287.932202294316,-0.0005222443980685,262.539635488999,3.99700704905804,1994,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-5.78981973122617,700.531327194863,1.44286564527939,0.151487089666903,15,2,54.508597881749,-2.7202230848586,2,76.4099502508909,36.4796227148626,18.6384750391782,13.85091828439,2043802.48422036,272.042249857347,0.00099119872858,270.3811099974,5.84622953854773,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-3.05590651193387,2053.66801477013,0.386016273947912,0.164305352594232,14,14,53.1095730838849,-2.04430291365288,4,42.1953062754038,31.750846873324,18.6295307386686,11.6593093869724,8663911.4845332,287.632093482178,-0.0008508646867611,59.2803847984182,3.63285905431129,1995,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-69.4063739960225,687.316120211424,1.44229264544465,0.14458558452396,24,21,53.5604522703634,-0.527938545316833,5,76.3894322163752,36.4926104153969,18.6382331062137,13.8083907867835,8084538.97206947,283.110244566777,0.0015882859324758,108.86001644637,1.96752008332962,1989,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,-46.0187577692896,1181.26925310352,1.44107901870019,0.198717022071021,26,18,51.4666254387285,-0.45707961080426,11,75.4769032630183,36.485362574792,18.6365158595172,13.8203866558714,2655059.46957408,282.561364645377,-0.0003136902359423,241.15106435906,10.8307427443043,1986,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,219.554979118858,846.937501042537,0.804007453536438,0.214903826124289,10,18,53.1575968193231,-3.06905728972823,1,153.145655417435,23.7236065028847,18.6482429480674,14.7767687964573,6945065.20959366,276.014503258541,-0.003292209616697,199.317140042842,5.88411977155032,1998,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,160.44083942331,177.39390173038,1.44286444126412,0.164864676727669,30,2,52.3198591324213,-1.22443224200321,9,76.2998698471923,36.4722503308064,18.6424218792146,13.8175850740928,3570025.96473657,282.729798582166,-0.0008875733778094,117.383054589219,2.89989829629861,1989,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-18.7605269246373,372.830800524216,0.16530979227006,0.109516500690934,2,7,49.5997143964456,0.495103653301264,8,22.9814779356605,37.2815783518958,19.5449215071103,15.9742512858252,47904.8956110714,286.240045136768,0.0005975805181552,233.45510780791,5.02971205726065,2000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,75.6409160007532,-83.1374454690192,1.44068124297453,0.130413393473444,23,5,52.2503533195553,-0.361945905204839,8,76.3590578916946,36.4791713161822,18.645021625461,13.8053122488585,97335.6023137728,286.536000136931,-0.0003019305232131,122.53226293935,1.58047543494935,1984,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46.143016907698,331.694786325323,1.44094928798979,0.172555246109904,8,4,51.315091472234,-1.350691310778,5,76.3679724330016,36.4719621638503,18.6437978751411,13.8144999821125,4.4608252638854,288.212963043626,-0.0004908611141579,-395.223845578731,5.53189640649422,1982,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-96.8831345665951,270.159430353712,1.44136700673586,0.233089906599606,19,2,53.0087091073488,0.0128594218777094,4,76.1870781725598,36.4657362166308,18.6273461436277,13.7936546827841,3309137.52084456,278.071551320865,0.0007734572462724,304.769324295018,5.27137798239409,1992,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,4.18153082717817,1042.49894986339,1.44076438059554,0.138252466438771,20,9,50.1817345409711,-0.777367135644066,6,76.3097429230186,36.481386281275,18.6414442524014,13.8059941602006,994833.684732116,288.378259415041,0.000421349250348,244.916031600552,6.20612512785885,1994,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,63.5506126978297,1663.14549704043,1.25015973633482,0.208659916204616,4,16,54.3157686508064,-2.30443851836862,9,7.47947076849249,18.8415071859864,18.5876047127405,-2.73796201093918,7284816.80799026,290.57815853426,0.001021657738361,256.354736424145,0.790790321786671,1999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,9.10503227904961,-10.5294442911979,1.61800150916255,0.256927389039658,11,2,53.6040396051583,-2.57148264365601,9,66.4713564085339,36.475787889387,18.6449574023463,13.8110895539805,4439086.57870625,285.863408855859,-0.0007797294630267,69.0632552610245,3.64586328526266,1989,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-83.0644872832854,1018.57895976751,1.43960227770105,0.174279540972317,6,14,51.8274807316522,0.754188296211613,6,76.3157175203892,36.4227535273607,18.640475174376,13.7927828757488,6310117.79916263,291.941462509407,0.0014222273824023,172.928842591652,2.54436882983114,1993,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,143.22126622677,-133.225557713681,1.28624863182193,0.247072569080449,25,20,55.7992851207053,-1.41224432752969,1,-14.2474363364537,38.7805870301027,18.6399392162787,14.2989346894796,-950905.079140213,271.382614538098,0.0034997561681622,199.301700219501,3.53123723900241,1992,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,128.224334800863,262.417499900072,1.17476644913899,0.134492260771157,26,19,52.9501416156502,1.09795810163746,12,29.3524837911122,53.5672256190809,18.6395452827356,14.1624937918912,1478377.68658057,280.672137929665,-0.0011510350491655,65.1879964814582,7.27980326226959,1993,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,27.0254595339174,556.574374131021,1.4412584185277,0.122182931296738,2,3,52.1698900218342,-2.64198911198989,7,76.2771772904861,36.554947448658,18.6378571820027,13.8567884930087,679878.148594987,289.499640318852,0.0009026930514477,278.91874609257,5.23072010382712,1983,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,77.5638854908807,947.491207737895,1.44213931732921,0.168104250123648,3,19,53.6437893727681,-1.19512884882233,4,76.3148505432847,36.4621522244627,18.6318921349296,13.8322014525129,5687078.18217933,283.402702262321,1.91913887174924e-05,168.403565054208,7.83492860782455,1993,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,121.28651741347,472.861163415026,1.44253803324338,0.188819203139854,23,19,52.3108384068663,-3.22764395089172,11,76.2606015819819,36.4980189406851,18.6404747927574,13.7692031039669,5937530.40914143,279.601725026346,-0.0068035119963732,293.256539193314,3.16192496792226,1993,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,-98.3503371387919,862.846629949656,1.08698999104914,0.217646004005449,26,18,52.4457986336626,-0.464101713956263,12,69.6756851304061,30.9260982878212,16.1879204727437,9.82232097679052,2598858.68556482,277.61268976859,-0.0016036898538054,347.660672220632,7.87169088458006,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-110.163016275337,1075.91520857035,1.4253776782003,0.151217485254954,23,4,51.7192131570224,-0.878581724156082,4,76.325476396119,37.1368305117177,18.6430202181314,13.7982922654314,-32.0342196311081,279.294072702756,0.0002221570559235,182.27535230289,9.5934186876869,1995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,44.9729548521921,546.886115963192,1.44171245627346,0.29692308453915,12,18,53.7869159499381,-3.00849015278044,1,76.2802949948699,36.5040577428718,18.6378571442245,13.8110534634019,3965913.20056303,279.290974048438,-0.0010001752080825,219.412177642825,7.90123512878967,1983,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,30.2304195899824,195.349622860864,1.19550637366699,0.215307067194162,31,6,53.9990122695563,0.0800349417469848,11,46.8229445163745,31.883588450345,18.6602793704251,17.422990086812,-174752.773385825,279.378150941832,-0.0006232473538073,52.6431294613596,4.3780165120833,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,195.706815603442,445.249923882127,1.44135860877643,0.20720836361207,29,23,50.469222081349,-3.63926643012044,7,76.3547053292681,36.4810649960643,18.6438680163541,13.8055895721243,4096516.39672987,285.447523484359,0.0023622812253886,274.095829236062,4.68340190665361,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,123.910661619069,1002.16556115846,1.5347277102403,0.171188511258203,24,12,53.4617505416594,-0.828374762673932,5,93.3174881350905,35.6293307205637,16.5914007054877,23.7178633798405,4192098.69985878,288.533156242878,0.0016920328613666,92.6710826768835,5.20889061235146,1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-135.66141278204,329.510715380583,0.982956695097898,0.218514869818117,25,11,53.4992246252414,0.298699441707408,12,28.444250806357,32.626991911113,18.647670902747,4.63308642411497,346600.025690886,278.380416065268,0.000904205928253,240.924273241633,5.78078911653875,1997,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,-4.13202761566285,435.055492665708,1.44151213321477,0.165571966538189,10,16,51.4348165797586,-3.48397613548321,2,76.315640248122,36.4617791852772,18.6405425122054,13.8111512948444,3166971.41080157,282.520286889501,-0.000764636395261,322.833693617354,7.43200397335997,1981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
