target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
8,42.8295475556317,282.559001143457,0.693874687957404,0.143845642682653,1,19,54.2093205373184,-2.49406055029712,11,38.5102684251821,13.5536222840016,37.2528121267713,18.6376781492411,-919937.405135818,275.206537339674,0.0015124865154597,326.433386926469,3.42248016650333,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,28.4537073880015,1106.36937825471,1.44176824553943,0.148970849414088,28,20,52.2316794000546,-2.01326659711642,12,76.298308880498,17.7753551611958,36.4608205037914,18.6416600995899,484441.40970346,287.154710947504,0.0012266280715829,219.230088812539,10.9893278112688,1987,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,55.9673340678162,772.381655946661,1.44192555902031,0.173787939062607,26,14,52.0618161626867,1.90791326155534,11,61.1971110430917,17.7383891978584,36.4866642172358,18.6490291364339,-2085632.03388066,278.814357115798,0.0033701759166507,295.678856250166,6.9131914256401,1989,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,77.3083697508808,1744.00076507274,1.88911326317764,0.22733433872574,18,15,51.8639230941369,-2.1235389226894,5,81.691334100493,17.7500326312199,36.5434464369823,18.649810824058,6546612.54324395,286.189479317594,0.0002138917007825,9.63960659777261,3.87379774916102,1994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,250.841798951302,1171.39868892178,1.44258158263451,0.158690437485474,20,12,51.2842697408669,-0.766916717646013,3,16.4614431973604,17.7272106203133,36.4661146611811,26.8507423354688,1429377.24932512,278.126188355513,0.0014433587405881,283.816401649917,3.12406404670311,1999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,63.3335699178074,1145.12627169407,1.44215256939257,0.142686568186609,3,13,50.4861225976971,-2.10934432587982,3,76.3373822752714,17.7299672045087,36.4689686247131,18.6355212282561,3430332.49433484,284.195474575076,-0.0009553665295542,231.022777373778,9.24041133742157,1991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-51.4763732740483,783.585808313042,1.17373281487585,0.250447015809812,6,5,51.7018185750133,-1.74090826883318,12,93.3738196103199,15.1755141427476,34.9819579225692,18.6382052674634,97550.941024772,280.791923025113,0.0008902100200059,249.029613262154,6.31973194362546,1997,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,104.136649912301,364.405232941745,1.26979421460869,0.116105651848151,13,23,51.6040944943795,-1.11231400892945,4,75.5482020843169,17.8359242810386,34.4457763689462,18.6380209142523,1285855.86658297,282.39577434013,0.003101050006167,262.252580227792,5.43252478702521,1983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-162.158985925365,722.678816250015,1.44262412620067,0.24817647439508,13,11,52.6764919554089,-2.49733747107206,12,15.9187077190398,17.7404172516366,36.4863361642858,18.6465885802581,1995514.81732477,277.552273953173,-0.0029880776330608,327.120307782071,3.10584444832461,1988,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-51.0022664018662,436.46259656896,1.44125645285051,0.252138438664106,3,2,53.2314105442123,0.71188022446513,3,76.2129721335494,17.7672442561703,36.4943926558958,18.6409545676196,-1891146.35184063,274.162562489033,0.0008097495502557,183.990021862867,5.46932973470274,1983,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-28.9395115255699,423.213418602975,0.246115038999655,0.188644255669094,16,22,53.2827776328369,-3.50170162788338,3,-4.72204135213719,29.3922407113205,40.1474374272723,18.6357131902496,848515.904328196,280.593651461518,0.0002576381772224,275.15731591374,3.98913324747036,1997,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,70.9560288841228,-238.16483942237,1.44164049710969,0.218515774989013,18,15,49.8117295249691,0.796722491879262,10,76.3076099252381,17.6988336054364,36.4438048284946,18.6449207423264,1349994.88616129,288.562516859125,0.0002763568453344,49.3672993931689,-2.15706667335698,1990,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,33.4290043207849,233.484664415066,1.44106107113341,0.14985512903886,28,19,52.0509413616606,-1.29781348995662,10,76.2889719825913,17.7117685967843,36.503831180556,18.648070241573,768683.047932194,283.696150987803,0.0019553139751031,228.072695849902,6.40096758482234,1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,56.5347842278997,265.780922514401,1.43958935738781,0.159423381457108,17,11,49.6324704484017,-0.0679014134801743,10,76.3282150613723,17.758294660137,36.5200357168195,18.6407677135272,2653086.76796644,281.001559457724,-0.0016298630552999,71.8966123668112,-1.60396204387627,1985,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-62.8782578158243,347.294111575828,1.00436259927426,0.178923444218942,18,8,51.1325520574356,-2.10832163904086,3,34.2664999315098,22.9755684006498,29.1371339520728,18.639569004287,634092.868797889,276.629694439734,-0.0020584321301692,105.666330479212,2.27444552234262,1996,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,176.859451092013,281.560224398781,1.44087350869001,0.176752025010545,15,6,52.1523980784931,-2.1295936572008,12,76.3828312465305,17.7608190297892,36.4858444262539,18.6452002417328,149152.526795469,274.079486768871,0.0005395952393308,130.992909439768,3.21069482400261,1987,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,95.1517426913362,647.440027576033,1.44164781207351,0.169216924664516,6,9,52.4271994318488,-1.56956600549584,5,76.471570326235,17.7575779922219,36.4731866002276,18.6457123199492,2333713.4688888,288.208115338446,0.0005477740501173,177.255750680633,4.3472065944629,1986,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,57.3694070917463,1056.87357376349,1.0226320110864,0.159013025921792,16,14,51.3588830768728,-1.85875878242643,11,62.3245217189745,28.3091405019309,31.2279252955136,18.6427391516327,2671867.59005231,285.337610747461,-0.0004162984785476,249.272644822055,7.21438468584168,1994,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-88.909708466629,262.183973761591,1.44221533777223,0.213374887753639,31,11,50.6307027775691,-0.784432174083363,11,76.3989608769888,17.7619739129751,36.4892570844052,18.641699933416,199452.868279804,276.902419822218,0.0027616118006144,147.543677848608,3.20858732664005,1987,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,129.944849217517,495.66722069894,1.44158277251489,0.156565873053033,22,0,52.6750256103121,-0.20288170557815,12,76.2312702314895,69.3734530844347,36.4559105636743,18.1616345192701,7497430.75808408,276.79699552198,-0.017356965548458,88.8233155228308,4.00096849170642,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,102.541892356269,0.691014710337539,1.46752802875063,0.222116800832391,12,0,53.5885117785354,-1.70366154226593,10,44.2724134093734,8.57436379188399,15.4974527766557,11.5841225029136,2079271.0692657,285.524783982326,0.0007698655974194,281.724666651892,1.21321734268757,1999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,143.300324547636,1025.65729801687,2.0017536345062,0.127425396513651,1,9,52.8917290145235,-0.925501634546496,1,61.1978766428947,17.7533321537031,36.4667199071118,18.6380202484938,-983.571968166914,276.189030038692,0.0015438561557476,250.026305329712,5.93641953790434,1983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,72.6233180178761,499.355573663138,1.45997241237309,0.185042971947872,7,7,51.5669457021133,-2.26927954230986,5,76.3371315681907,17.72960758981,36.4897651094361,18.6360892438688,56696.6742749515,281.04697498886,0.0007628872199732,55.4161194780746,6.04393561057141,1996,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,146.910514126602,1477.50863541627,1.44116625181183,0.14706307310906,7,17,50.1122370306213,-0.753980488801629,4,76.3126536238382,17.7491016502229,36.4758149121618,18.6374782697539,5568200.39555524,281.715333621274,-0.0001355452480493,116.085171714623,2.08442171253085,1981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,183.400246199618,225.389148764068,1.44102840963396,0.117698536795036,27,3,50.0914685383634,-1.82144023737963,7,76.5313783715041,17.7787527849418,36.4768072316883,18.6415813743499,3622286.74800089,287.773282882199,-4.85850352159483e-05,35.1549411330577,4.34821161548837,1982,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,26.6633400669015,1376.58100518502,1.44276946062234,0.0980711744229522,4,15,51.9937160903992,-0.962207742549927,9,76.3593388611619,17.7299511521699,36.4697053791375,18.6362328558509,5134886.98646843,291.776560517093,-0.0003591932172498,41.7368089996556,5.6883544609989,1991,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,65.1696449206066,275.297602720773,1.44154193002795,0.201083887761248,12,5,53.0108408471366,-1.92299444905463,7,76.3419077121192,17.7560532499625,36.4783194166756,18.642330971284,-44785.8899341637,287.775439477177,0.0011513706897576,212.540763160909,4.03364982182025,1988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11.6527098156326,951.620207825055,1.44048693918913,0.198528853835072,13,11,53.0217276192578,-1.11773453332556,4,76.3200719492721,17.7342901909279,36.4997196662538,18.644523693999,2175589.84848308,284.762263677028,0.0002186396416874,26.3385705971179,3.2898512479129,1995,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.8262814458538,76.2555904826081,1.28647389335602,0.178020698426911,23,5,54.7216825813407,-1.94962265644628,8,39.2500658431469,17.9530015062871,35.849116473417,18.6416284974125,18139.4421602039,283.162250517938,0.000335685786389,37.3577811975053,1.95917120359683,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,71.9123516150103,746.400686693209,1.30004009802384,0.180066374327718,13,18,53.5054844261175,-1.69859256596208,2,76.3495201638487,33.7099069279387,36.5239057171707,18.6491641452014,605240.110003578,280.480246605824,0.0015259713516949,208.514772044099,7.49266818715644,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,80.5273546959075,639.787281552607,1.2735069683891,0.20461923788309,22,23,54.6803360056954,-1.5055644522962,10,85.2132423433715,19.4409333476907,35.6293323991023,18.7949496457502,3448598.45303302,281.108153665195,0.0029698518147502,215.458263459674,4.27998734636644,1983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,59.5523167082223,811.305177419831,1.4430338154022,0.155765075288101,10,9,54.0272772061703,-0.0504528023817821,8,76.3506218398868,17.7061343182721,36.458338869045,18.6448499291825,2491759.55170122,288.335919965473,-0.0008754887505365,287.675682387198,4.58788315573387,1990,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,128.407117466193,747.650857396413,1.44104444081469,0.270363482803685,18,19,52.7849812552112,-1.03464658113977,6,76.3344983425845,17.768821723364,36.4746684842483,18.6393355100482,4362925.37614197,284.385180443286,0.0003255385838711,375.726685969733,3.79874116778881,1988,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,74.5663024090555,392.481241554084,1.44083525889711,0.189441252192133,10,2,52.0905780540459,-0.331697572762877,4,84.5420863062586,17.7444742809883,36.4639247879964,18.6411785300975,2952635.08145729,281.535839979369,0.0012672600873527,12.4566273938438,6.39165605262306,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31.0977175530235,676.525564107568,0.945906454818009,0.175697779646479,17,10,52.0285774441116,-2.61299211602364,10,40.7108938161254,10.1004822952085,32.5328342574976,18.6409127215586,468729.831262138,280.34045094153,0.0010430354402898,374.961844467401,7.50461804905252,1993,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,203.154618187806,718.422339436136,1.44266576384608,0.120695872459719,25,17,50.8859240200347,-0.55903697160111,6,76.3614495250871,17.7357889075051,36.5152106462146,18.6464758699528,1772385.59653515,290.781757225193,0.0012060338652963,416.317834487815,4.87610698564312,2000,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-11.9679847445898,677.721959507728,1.44228071725166,0.205142256113228,15,16,54.3002767505293,-0.579570116380443,7,76.3579437889293,17.7494673445028,36.4758814445415,18.6352106876346,2818722.19416562,291.626054862407,0.0006978118647369,270.660018067945,4.24292369557635,1981,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,22.6072306508661,932.105725603844,1.3465845682005,0.213838538749537,25,2,53.9718008853142,-1.93162114616384,2,-7.46618535317082,94.1151674854852,24.9699135033863,18.6411783405414,3777721.54687689,284.409834580153,-0.0006088997809338,233.438296184235,6.87949317354254,1998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,-1.9903747840152,215.890326772872,1.09549697362184,0.198796229848243,19,23,52.8894579817202,-2.23012021404953,8,15.8201128821013,41.265752119322,15.3961539861093,18.6385341516057,4258168.62171666,284.311902511149,0.0003717939540279,107.622262148077,2.75841441107421,1995,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,87.7012399476696,693.584288807421,0.469112563490007,0.187685985280435,21,15,50.9035577111785,-1.48253533344948,10,36.7663677729923,45.7631161050338,9.25882470560009,18.6417723585829,-1648337.94236908,284.805000645224,0.0046131862611272,208.482654360223,13.2780722808824,1998,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,104.135498406794,-294.156151474022,1.44144707276766,0.201345612807754,15,1,53.9072112767206,-1.24187597683258,11,41.3446399960483,17.7390076555072,36.4760210417421,18.6497332549325,8253509.90428433,277.064625203252,-0.0043988681957348,220.558383431824,-1.28705114815618,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,99.5279220662581,746.110651252851,0.942356829259863,0.16447222840444,11,5,52.4775384554131,-1.01615805415284,5,-713.70444925839,19.9816032458619,35.2573397600727,18.639702804731,-56856.8307078496,283.755417215066,0.0019222728555313,251.052555693851,10.4181021797918,1986,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-19.97651821476,193.742643982435,1.44286442539424,0.230921239618717,26,23,53.7660381926371,-1.36854960383781,5,76.3330130447875,17.7372188187872,36.4722509207806,18.6482778333118,2072605.56127507,287.71844709406,0.0020802902579589,56.2951028093213,5.26083411584487,1989,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,145.786282870362,115.553654214481,1.44145586531233,0.161575109391774,24,3,51.9053321575011,0.076804907255543,6,76.3242233143646,17.7529054257035,36.4558933382776,18.6443244823024,2381198.64502663,281.892498513817,0.0010951295813344,280.872931158523,1.88613412279296,1985,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,36.4404103860764,1570.16754550713,1.44019847493044,0.23075227007162,21,17,53.7363908973851,-0.508101940480055,4,76.0593459906145,17.7184581236483,36.4902542703242,18.644919819838,2279530.63732328,284.685406490427,0.0007215008026729,46.3230112542944,7.22376032884103,1990,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-2.19933902693989,909.618703765076,1.44273588401562,0.202356815152833,3,12,52.1079286943234,-1.20112991129456,7,76.3072486815015,17.7681160256516,36.4694162311112,17.6963819535971,6528835.13323668,287.64867378099,0.0010477825525622,212.638882024024,2.65857717867559,1999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90.072086612711,124.610723740056,0.872276864143412,0.208600478760022,3,3,54.0772332448316,-1.80583551993647,11,67.4202284453415,16.6334475784676,37.9959552914756,18.6476701112863,2773894.69318048,278.375337445066,5.06110002762759e-05,91.1658725403182,3.09258765286956,1997,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
