target,Altitude,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
9,50.0381119687571,0.134126995932639,0.109485916120013,29,17,53.7550483804726,-2.27527403274562,9,-115650.523437549,-14.0476510599612,33.8548804662087,17.4893800579827,31073.7860068643,-1000671816.95808,291.607762158684,0.237224741967985,371.827563026931,3.46899066063138,1986,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-63.8905580796514,1.92200172836891,0.179276316213646,9,11,50.5105786040783,-0.792184568999019,9,67.6471700581702,25.5463404738572,36.4730498828044,18.64215245926,21.0988721050542,5647313.36950464,285.929333328707,-0.0015188987169371,212.055940578152,2.12124260435865,1991,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.433811165750072,0.105644042050092,0.116173489585426,1,4,54.533594587952,-3.10438979839239,10,30.8705326965366,40.8126415102727,23.4050767940536,18.2903721718416,0.66118756433184,-33.3747313240121,282.709285534064,0.0007845306391964,188.905723608409,6.77241787352986,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,91.5424040882951,1.4396430925611,0.251416565973109,15,5,54.2584115372337,-4.0178819490866,3,40117.3273749411,18.7648566929946,36.482202233673,18.6075378427648,-461658.3970411,14391075.6150875,275.778657325032,-8.71635665824084,197.432181880518,2.92773793344532,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-56.3939311643581,1.09159857892353,0.176170169482769,26,8,51.7437076040807,-1.46121323810572,5,97.3313679600528,17.7534160809841,36.4667195150279,18.6410229254408,16.1025822499755,872410.684635537,282.738589119174,0.0001152670890009,311.159022694475,6.3761825426548,1983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12.1092090641045,1.42172906630783,0.220676265392329,11,8,53.186892552623,-0.234857679251877,3,76.2708825471655,17.7936004319762,36.4767868355633,18.6434387877183,13.8099293717947,47441.0299880783,279.133158670999,0.0035678424158522,335.825596346945,9.87837535508561,1998,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-12.470584168923,0.982148817827457,0.207941670686402,2,17,51.6736659876713,-2.56818536137701,3,89.04783613553,17.7511943403791,36.5119390601801,18.6404747368008,13.7976690288645,2309797.66793632,277.513039186512,-0.0003695064044616,58.2481411472813,8.90381727644885,1993,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,-53.8451477641031,1.40539315589203,0.232232414144797,21,21,52.2423265184494,-2.77663185774997,12,76.2286231633427,17.6934439490059,36.975853208378,18.6422700289368,13.8107541507653,1590957.35768735,269.910520580546,-0.0010903805481043,86.7104874540452,7.90282327017824,1996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38.7886785385862,1.26979420870649,0.249811399137717,18,8,53.5293263918905,-0.14018839103557,8,57.5052634540018,18.2670606012461,39.0509960148639,18.639908001335,8.75618336960739,926602.427746626,290.954653218432,0.0012696398283566,239.695487848394,5.26510758816864,1994,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,130.389233809905,1.44185406255028,0.136276871434317,29,10,52.1339355681089,-0.461609842086566,11,76.2776602811893,17.7584997082418,36.4793234603609,18.6847125626026,13.8186766500305,201148.971777467,277.468987447006,0.0012571901807278,163.31617492988,0.965547109192581,1988,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-28.158128872851,0.0531772575383043,0.166715894741996,14,22,52.508158306396,-2.76999264527145,3,81.2610215318641,13.9536239742083,35.3195112631011,18.6414323782918,14.0351403750661,2291423.12395507,277.40960406503,0.0015844223437512,199.771631947101,6.84246743133514,1986,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,22.6522988241229,1.27350712312645,0.276955729373269,20,10,52.4762778863056,-1.11005184512177,10,93.1281358698898,17.1850934568762,35.6293321520308,18.9704137909063,22.4271208101507,863394.049445863,282.098113046922,0.001066939056375,210.545976161131,6.62832009355451,1998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81.4827764973458,2.1581033584434,0.126757535327723,4,23,50.6341664889878,-1.86356469994228,8,44.6769552777294,16.3489923173538,-5.09135725329372,18.6445088121226,1.69984417014323,2229944.09460701,285.43252388152,0.0011822895451503,284.625145814094,0.488114883890859,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,125.220351383982,1.58460986628186,0.171445293666143,10,8,52.9749373644375,-1.63118703137293,7,65876.8862384491,18.6932783946379,35.4925254344841,19.6399606174889,-228.277261601947,125414977.261505,290.263123745593,-0.184421610959493,249.293839755663,3.52323749045195,1989,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11.0115809169211,1.29343135082373,0.148855657420389,4,19,51.7126758987746,-0.934914303715477,9,41.956518308722,17.7573428016171,34.5648606763909,18.6455538877358,13.809934497061,8823169.99892701,291.973542528366,-0.0010586601924196,225.025338432847,3.7893680849981,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,87.1562040664598,1.40311904313884,0.227272899078505,7,5,54.6217192370319,0.478464951295739,3,76.2705307474573,17.7534346829632,36.4721827197956,18.641612163462,13.8117114888907,110138.425683706,280.928877253561,-0.0062792347106599,275.803900999329,6.00304680837569,1998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,9.57426492874496,0.353567992491531,0.19832827640314,12,8,53.1282713522011,-2.02385877372008,12,63.6075207249661,-14.7025264857242,27.4149108426858,19.4105242321903,21.9427329459239,326468.329023745,274.620499737815,-0.0088829856473626,316.480136846949,2.6331657588045,1999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-22.7819467612602,1.44276944712455,0.118126446947979,1,23,53.1505901775582,-1.66130917608258,10,76.26512887556,17.7299691788273,36.4697061829948,18.6341134723591,13.8102185059885,5482752.54582972,284.650165222303,-7.63651686969593e-05,259.951452673056,12.2998228080692,1991,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,149.702975055003,1.4418698728699,0.168601022134879,17,13,49.9453776449827,-0.0231233571567331,1,76.3505536124583,17.7442941284085,36.4723352600621,18.6388686065837,13.790515293205,-1058162.34859076,278.912170257673,0.0036856455525407,271.72413855728,4.56494117219284,1986,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-19.007217537117,1.44209519269458,0.181123032105486,22,3,51.7520378434358,-2.03001808111381,10,76.2959116953436,17.7512853789088,36.5145830888866,18.6409466894455,13.7947904039853,1193875.84084373,286.800605154077,-0.0001517606689139,100.580644485365,8.67833484302489,1990,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,-35.0299321597105,1.44171231569357,0.162052628516516,30,18,52.3766773765476,-2.74481899216788,9,76.3767474426562,17.7620169491707,36.4576643713973,18.6419605746877,13.8518895305046,6395343.0016815,284.359170181127,-0.000558143206273,106.503124452252,5.55075281841501,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,120.316347017881,2.62272493228893,0.201301757013762,19,12,51.3370071754263,-0.497890151004074,1,60.2415528557867,17.7480383741052,36.4895851159352,18.6369461155669,17.4496347685729,3414947.42159851,281.581300403228,-0.0051844376209242,142.458877711767,3.80923100321154,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-17.2580457269416,1.44035505529368,0.202064026424987,4,4,51.0406521340622,-1.50136787407569,1,79.7191902984007,39.0723045276962,36.4958663386265,17.1048161143461,-3.33820312979703,10.3936992318997,272.040692643519,-0.0004038335621878,168.504474353987,3.7330152852493,1995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,61.3165137155812,1.41554870312801,0.252306823249005,2,10,52.5681095506033,-1.33788331030624,9,57.8995865916478,24.9079616902439,24.8118882850296,18.6408837825864,25.0334028829137,2492610.46693031,286.376425277059,-0.0007557598783797,230.785576097361,1.29116411172358,1996,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-48.3562384427919,1.44211752970754,0.141424083738874,13,14,54.7623097792464,-3.33656547907713,9,76.3291937277337,17.7147624477228,36.4834304700322,18.6351606064249,13.807899389644,4466347.00648198,284.852846396039,0.001385278001679,273.672528313815,7.67975053179197,1988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,28.681810796735,1.44256272804209,0.225240387067597,6,22,50.8894604189964,-2.32671741548946,8,76.4601218670427,17.692218232494,36.4585719582356,18.6405701162188,13.803708806977,5756346.25474235,289.755316474926,0.0026298411778014,84.9821036296111,3.41569561134756,1997,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147.401579910938,1.44154191611276,0.166220345852582,22,2,50.3913818661082,-2.26994669365495,9,76.3468204292399,17.7560860038682,36.4783206892482,18.6351603156483,13.8140164195561,4025733.01958502,280.927847159906,0.0012458086859448,215.407534487959,0.454713918592873,1988,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,119.741714639493,1.4410701578067,0.201995103816985,17,9,52.3612340855286,-1.99640515407438,4,76.3426875201403,17.7445617691935,36.4948737967579,18.6360894021858,47.9186622312304,1268637.61633893,276.32944512349,0.0002339438377774,238.282624738002,0.494487952899068,1996,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,164.62412033525,1.56175741721998,0.177943769354111,24,9,52.0848410257442,-1.79602242506827,4,81.274627921274,17.7417430545155,36.4764579916231,18.6477697107848,17.4807390604419,1650746.44230074,281.211887672287,-0.0010939872797853,126.759514880227,2.08566932585797,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-42.7550676890856,1.44178836666671,0.113295082037694,16,16,51.8654630125707,-2.19921184043521,5,76.3513973265599,17.7436953586628,36.4714430304798,18.6407679075393,13.8141506485602,8994544.2948545,293.071658123932,-0.0005682054555782,91.8303968626563,1.86020112522363,1985,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41.4905176908058,1.2813674464242,0.15308049580858,25,0,52.1784812901311,0.306704013218231,1,68.6844921614711,8.66964725292196,33.5821516469454,18.6430070648886,14.5716128828036,1362558.56457918,275.639858024024,0.002849833999339,122.20191506264,1.63919230851688,1991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,-31.0542768714779,1.44215257548532,0.107046789495677,19,7,52.5451234267552,-3.56697427322141,12,76.3374020413404,17.7304716925034,36.4689669767636,18.6326530828778,13.797594009708,298511.315175529,281.627910625579,-0.003243063042932,247.282658111761,12.2326877503985,1991,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,47.8085544597814,1.44186973304065,0.16057851776441,3,12,52.6985531730336,-0.50728281192644,5,70.5488523449789,17.7409951274216,36.4752330184081,18.6380731609682,13.8135542589412,3642490.52996671,282.871848916346,0.0026819433054188,246.470318599482,10.7930216582185,1987,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5.69289527299475,1.44353906540392,0.203482157094114,8,14,52.2211024076896,-1.00870954962649,5,76.2052065503434,17.7584733928077,36.5037860822021,18.641685833242,13.8399814763037,7813131.66090387,286.160896934083,0.000242938096669,200.195855677971,3.35581172353714,1987,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
