target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
4,-48.1820154239916,914.057882242344,1.44119800540501,0.252555906522506,18,16,52.4706179865875,-2.9175713183805,12,67.7580905718581,17.7241908436921,36.4746451415898,18.6416124387098,13.8360490230634,2618003.41273456,-0.0030685652794957,251.941342753651,7.84344851703843,1998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76.6257524303415,340.999959624413,1.43973493112868,0.164559975655954,16,15,53.3824977941702,-3.00183899714647,1,76.3257695579964,17.7450905772852,36.4886994122939,18.6404713790456,13.8338107095604,1480952.08039785,-0.0001319639983196,286.732143120959,4.98294463472508,1998,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,159.193692077695,1345.60918425631,1.35996249505167,0.196571131803532,16,16,51.7179691531175,-2.59830659556171,2,76.4114608895869,17.7138253122393,37.6560307872632,18.6233370281486,13.8136963929095,1867207.79143681,0.0003811710971341,288.834347656599,9.35554701012962,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,-58.9439237004729,-46.0287291505834,1.44083524335637,0.237083567398773,18,1,51.6971600930521,-0.378504021736835,8,76.2937495562915,6.29329378536986,36.4639252017664,18.6480862321754,-35.0863794217092,5522325.11604719,0.0006809494492716,173.169961180393,2.14993459716771,1984,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68.6788624339839,1001.43296244582,1.4077262956116,0.195593147172624,26,20,51.6495970018809,-1.76699296593071,3,76.3929991878951,17.793120898317,38.7566587747051,18.6405435926798,13.813583220599,3753001.25093441,0.0034608352088275,278.929577368367,6.74591333365093,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,154.40438941612,807.448794514581,2.5561277265018,0.172844452334408,9,9,51.3402649105271,-0.619868091755394,5,53.5513125421095,18.8089986201345,29.0825116242577,18.6470346399752,22.2281579205976,-275133.578756974,0.002663985448939,287.05420952267,6.8826095744493,1997,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,82.7161230205965,875.266497500816,1.31740480113499,0.15180069976926,27,15,54.3294835466478,-1.30329240183193,6,467711.797700814,31.4706458365679,38.3790404608228,18.6470973062078,170379.737354502,1718101115.87591,-0.394926506459834,135.702800506463,0.993462127208988,1992,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,194.63082394271,763.754182002748,1.44093520947338,0.131141262715256,23,23,54.4009254722833,-0.949118095536945,8,76.6298707053783,17.7556282708724,36.4717777270948,18.6398060663501,13.8221467756532,3608429.16067695,0.0016689181194706,273.092015493017,6.22532145321018,1993,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9.95386006681658,449.968334914683,1.27350703803329,0.184916285622721,3,18,51.9833267331936,-0.298006542059842,2,88.6188470247007,20.5979102435412,35.6293300469337,18.6416405294135,22.4271194074636,3251660.58089396,-0.0008630387851625,184.954814379642,3.74488451030074,1994,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,172.393999628745,-173.53299271912,1.44245895090679,0.219814040829212,8,5,53.1608164551204,-2.12617533958969,4,76.3041747417531,17.7706757591665,36.4925853400543,18.6495483391536,13.8209524420564,-20560.9960392871,-0.0006849495647394,88.7371066684072,1.45416806435906,1992,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,146.486477848079,662.341456558568,1.41626978917688,0.131256775967078,19,23,53.0505104434334,-0.517627742493146,10,68.5380695746407,16.2569483653811,40.2894637547563,18.6530313373063,7.54210237373959,-2452295.48662077,0.0013932125926529,190.165158426668,5.63033601475233,1990,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,62.4445600886467,524.401197523358,1.38963135701517,0.108113397693282,6,9,51.7025764989448,-3.11705079076139,7,76.2502923374435,17.7165184585668,36.6531791799467,22.3204095547324,13.8153310266327,1716470.37919635,0.0011719011665425,251.876576436631,3.6319360148272,1999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,8.77203469537481,848.748515475548,1.44259320654473,0.139215048770448,10,8,51.0866573411149,0.880790886178666,9,76.3073359491515,17.7362773754322,36.4778520855453,18.6407475689091,13.8105336808343,393958.606716536,0.0031111677523979,304.346544068505,7.78280782996949,1984,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,131.751045145664,946.029739732408,1.44118303377509,0.109006451168761,25,20,51.9520011310366,-1.50088580307332,5,76.6232961290998,17.7598235335561,36.4848544138908,18.6414321198893,13.8039501378615,4816385.62337741,0.0023085241673589,229.865301993854,10.7186607221679,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,150.033312447714,643.842950453152,1.44082129814047,0.182617979951315,29,10,53.5765641710117,3.94533671991395,6,76.3708313610743,17.7597462012359,36.4707811788445,18.6401357548326,13.8160136111738,2204229.88538494,0.0002688053366878,98.1171338508518,5.4764390519545,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,60.4396705993711,179.453463616485,0.92603077996009,0.144741460665687,1,19,53.567090817351,-1.24942094901095,10,51.9788973139494,22.4101072222363,23.4405921647153,18.6404713958889,19.7411291923071,-1128072.47656977,0.0015949593230767,84.3138473384479,2.52242668108454,1998,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-35.9618623418837,273.148843297827,1.44254190589432,0.204911053581063,8,6,51.9548754108053,-0.759328100215861,10,76.3631344950046,17.7482476857768,36.4953483604165,18.6510499041921,13.8063284299033,317418.379952606,0.0022040395710895,144.559022166926,3.88441067711515,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,166.858760219546,737.536464391919,1.28647393631661,0.148296576378074,9,5,53.8143755699691,-0.451531769839253,9,47.0727137704651,47.2556183813832,35.8491162265166,18.6632124831349,4.26560890987752,59168.2637010002,-0.0006844918467432,39.9598650776991,8.30843023182412,1989,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,88.695598107589,1086.57214105423,1.4403996151886,0.150252564692305,15,23,52.3651136427106,-0.0476736722257489,2,76.3695846936528,17.7525755236761,36.4825066633353,18.6400527832668,-5.33515529827801,5072680.45934159,-0.0012082125713789,242.992861493567,9.44419769308511,1995,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19.2886777139185,-442.673272802768,1.17929920389083,0.222004489012895,5,7,52.3279197348147,-2.0000728066123,11,65.4322890973288,12.5418916821092,32.0884442704281,18.6357135302757,10.5084213813846,-198323.214718556,0.0009991746335672,156.910195534112,-4.25426723123733,1997,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,120.589644469064,1585.35893026217,1.4840295317056,0.187941866370231,2,13,51.8690573722821,-1.14142707247907,9,76.2988972706599,17.7525826219541,36.4768392094833,18.6473845019242,13.8129556443942,13186983.8857477,-0.0013725446302459,354.668405683188,2.60425577993445,1996,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,80.2096824187734,429.620373730789,1.27350702664048,0.231025170643137,28,1,50.9534695033184,-2.45475646430092,1,85.7062750008383,17.9180528037625,35.6293316296576,18.6420316125783,22.4271189006647,3337759.45672729,-0.0025497848833807,166.073790190815,3.88723147623224,1991,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,36.6272653348665,841.534254224316,1.44019844519948,0.166831280332599,10,9,52.5584370173973,-1.5278826884748,3,76.0600571849817,17.7181317938809,36.4902540338632,18.6410367971116,13.8430960260017,269016.085194781,0.000300494560622,250.873395332277,9.01086997165202,1990,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,43.5018298227734,1157.80503693016,0.83291349808991,0.147065698184756,16,16,52.8769195030217,-0.951248641883172,9,93.3068291399996,11.4063402663744,41.785065845533,18.6420088522434,7.05970581740038,2114835.54923432,0.0003913683933447,402.884186395195,4.12328774028715,1988,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,-83.7701739983874,99.2019898647758,0.925122591901382,0.105193250710069,28,23,53.1456831281824,-3.6345986640215,9,84.4528738953278,18.7509295436526,29.7862388433999,16.3182578156203,23.541068335519,9225178.54197678,-0.0023723468764388,72.5661251584107,2.21081701920826,1983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,-20.5156048015132,1167.73745384173,0.933528045650977,0.185158733083426,31,14,52.1100033375421,-1.90609712006735,6,85.0571931343678,17.7932246087016,35.3195134112259,18.6444848874006,14.6277078489912,7185508.26961914,0.0014956265643689,149.428412689102,2.25460351055247,1994,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,-4.15497138996211,808.344617614439,0.945906481965673,0.232302375590726,1,15,54.7523808309084,-2.03229682602486,11,43.2137650781196,9.27276051584269,44.3996692235468,18.6415230824174,11.7816713096845,3384655.50870615,-0.0004272004048305,246.771563469746,7.22328940383714,1983,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,155.766199380852,711.169528774025,1.44272650930265,0.169027066085943,29,22,52.4961845377448,-2.42410062846942,5,76.3642827141007,17.7095690587501,36.5132329362346,18.644683784208,13.7940543844186,-2165288.72180715,0.0079813028978371,279.326464189826,5.60731871580725,2000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10.2383275304814,462.09777572661,1.45223402577241,0.192761939254604,2,16,52.3168840479552,-1.46760743846273,2,76.3297165233134,17.7497747002882,36.4739396378274,18.639725230344,13.8056006129773,1255332.01852086,0.0006390613051317,259.127987511569,6.52359091454992,1983,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-44.3672423022456,-343.873698954033,1.44178838469617,0.132155403679679,29,20,54.3102106578575,-0.336594801164681,1,76.3515907211281,17.7436664009688,36.471444170978,18.6383305385574,13.8141500493771,2415475.98255482,-0.0003326258345967,198.470913364095,-0.908695146644329,1985,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,163.635312429284,340.312474705063,0.40403367762713,0.157062108142776,23,4,53.8354410820962,-1.87772985246553,4,-332.425184054778,10.6031110233853,36.5219247736314,18.6477884516185,19.2551854601591,23.3906217018423,-0.0004835854206253,134.586123097787,3.78717260807866,1999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-14.2192163334309,-40.8131100413344,1.44269981447862,0.144068791357703,22,8,50.6892083425531,0.186484188924505,7,76.3572557424209,17.7549090471,36.477620133289,18.6465629007224,13.807509173321,369366.620904369,0.001543948067566,246.519088477321,3.98851607129006,1988,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.154049233361583,157.594531569334,1.43956369870279,0.217813429947062,5,3,52.6651801580791,1.53845001592795,11,76.2964623675455,17.7639607903466,36.4764593409129,18.6283623447679,13.8344773144632,2097713.29194138,0.0003222531726943,189.981683563461,3.96144940118842,1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,24.61006507918,613.91534330179,1.44246457486222,0.178691704134406,26,19,52.4798691027144,-1.13713552832473,10,76.3066144461696,17.7856887921648,36.4729863508325,18.6354338719586,13.8181593619639,4684928.59680869,-0.0014461013847133,386.47833031375,6.57058439086043,1981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,-42.0550182234439,814.35053841635,0.10024057288987,0.114831032466381,1,12,51.5620976022291,-2.52331476270251,4,45.0812151312316,64.0945362314253,27.665813592176,15.9993225478467,17.7697648311826,5096104.42082168,0.0010925778723338,119.155645421378,8.13974290661903,1999,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31.0140666769745,388.256177571717,1.44277914079828,0.241108111803538,5,22,51.8559040282203,-2.91336279469171,12,76.4255079118624,17.7733595728517,36.4843954669082,18.6423378869065,13.8126088521658,1708158.18246656,-0.0030571253943195,230.977869092613,3.8375305581809,1990,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,13.626696756134,484.933627636776,1.78032660492989,0.158816394686561,24,7,50.6934279031211,-2.41429331281457,9,79.6697376814536,17.7498147250206,36.6290554142985,18.6436940652577,15.9142674273881,-12591.3330519824,0.0010342056500622,311.206121887246,4.53171146858054,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,27.3898609161223,79.3758071557762,1.73444161918334,0.143424129534347,11,22,51.7831757000053,2.98060822573345,6,86.0173177610773,17.7446724756458,63.8621169753454,18.6467487047134,16.0231529203467,4831256.29619698,0.0002775401344903,234.767833788171,1.40962117124755,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-26.9442346197091,903.485004644864,1.29633264026027,0.245435956911671,2,5,52.7359700315181,-1.76751383921357,3,117.661190992934,14.262456551279,38.7418829051032,18.6980838727956,17.8822614358104,111197.901005092,-0.0072125821495367,163.05420630114,10.4530103096907,1991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,19.3529701274379,510.813088121387,1.44070693420178,0.157740067675457,7,8,51.7685972163303,-3.38148463067178,9,76.2699908117956,17.7241353916584,36.5392228401345,18.6460391460424,13.8322837808371,743179.590495799,-0.0007808607531136,268.51398525674,3.26839857817297,1991,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,23.9276432834524,1939.71489943342,1.44006881887575,0.12788391495004,4,12,52.3124056967403,-0.751999107376174,5,76.2098987276513,17.7674911022017,36.4831614202896,18.6483105846102,13.808441415147,11090453.394844,-0.0008606778389687,101.767573846599,1.60345117233464,1989,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,197.822492071366,116.79243134981,1.2801512001566,0.112807689164236,3,20,52.3381583023125,-1.35958445230878,10,-1.90315424621385,17.1832057439544,36.4737159007067,18.1433262504243,18.0195047950999,3268993.60589053,-0.0010523610115418,224.417361793331,2.20746583830151,1981,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.766201437319594,451.84872670374,1.44202481230788,0.127439044731526,23,6,53.844611161645,-1.95407439173717,6,76.3336014357568,17.7387207728198,36.4759427945873,18.6407678925023,13.8033990128112,144921.668660806,0.0014543073930589,256.011618156477,6.93217244235045,1985,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,32.3176011808422,1237.21087726223,1.44210465450877,0.132131466288009,27,4,52.0609193425029,3.11281166419851,9,76.2496524700514,62.7546865231954,35.1821952172044,18.7151810691977,13.8137687259676,2.28435701350879,0.0017969757798954,216.604636338709,11.2542364649313,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,211.137906481892,793.913782186019,1.28136742612146,0.191195444289696,23,3,52.8416506900675,-4.25860093882764,10,66.6210136546217,-0.203976012103253,33.5821544969974,18.6407724478623,14.5716131533804,1878657.11858172,0.0014612685535432,-17.2411561429577,5.33939144084493,1987,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
