target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
5,77.8082960484541,698.315678514593,1.42957896291227,0.143802628309477,14,2,52.0980167646691,-1.70299354033178,6,17.738085784642,36.8976107284713,18.6324367911026,13.7939221033584,2131823.01345416,285.076071219268,0.0011986633364546,194.596524100445,6.00397628697968,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,202.754348838903,1477.15857387708,0.942356773081031,0.136420449411439,24,19,53.3883009311864,-1.36489754857086,9,38.8468268659993,35.2573390289156,18.6405436300278,1.12653963764925,-20532993.5642359,287.302359575843,0.0134683441141223,276.162809711698,11.341875881713,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39.9797572752446,2044.67046617558,1.09029821885608,0.10356374447702,15,16,51.8305654322909,-1.91389582446139,7,37.0877862059954,36.8400056456388,18.6408297472802,5.84243523879283,7201476.47608509,296.350505589904,-0.0005471487677528,227.720594580704,7.70190375404545,1997,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,109.560286574836,501.022584150138,1.47769012364885,0.125756731657019,15,0,51.392359661338,-2.09434972518289,7,39.5942384093134,34.8243110549991,18.639122224963,3.84391472333565,4063519.34936162,287.597732136103,0.0029973211340811,372.762697740853,3.57350058650171,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,150.476150686274,252.024918296831,1.44131447665422,0.147265440847055,1,7,52.091110945702,-1.4324274247759,9,17.7549983081132,36.4672470597915,18.6362127821035,13.7818058269369,62574.3689496639,282.465592952257,-0.0009019862858108,83.6621824555526,3.89468987514462,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-6.33455444630417,1142.25107964615,1.28587020807604,0.157007720168479,18,11,50.1489074042917,-0.214056761360632,3,18.4801122018708,36.4730486080224,18.641023987897,6.24109775607236,3565733.28144437,283.886908618646,0.0019183502156136,245.57657059499,7.65552625119287,1991,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,111.022025725743,499.400441379088,1.4416443322094,0.108682833301558,15,18,52.5429159241612,-1.18807356021067,3,17.7490729947766,36.4704384202965,18.6420667690872,13.8144178263744,4519548.80392848,277.716714971197,0.0010561501659029,148.529171965777,4.32224598858609,1986,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,27.3021590302143,-39.9681096705671,1.44247433633633,0.131102853584047,16,3,51.8034091532914,-1.72260475210269,1,50.4339430403883,36.464738837612,18.6351027935629,13.8060404831232,696868.535073926,273.975288840743,0.0003478289369277,165.366499015267,3.10914750944185,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,157.558501224493,1321.01899895728,1.44082499740947,0.216725595514956,15,17,52.5740729999685,-0.522242165556868,6,17.7385805860346,36.4863634595657,18.6424082193047,13.8065803056573,6201595.84521255,290.894737953038,0.0003620990873601,232.019949411229,2.94834054839227,1989,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,128.884962046013,433.132315562956,1.94127212363108,0.163352316226917,22,18,53.4887575585854,-2.75922228254513,10,48.5557003406069,36.0940787793233,18.0313999591505,12.3537509719497,6147419.26635217,283.710536913488,-0.0017406952250162,236.78556435985,3.31391033310119,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,-137.019022989994,1020.52863631987,1.44212041803696,0.164282826260556,20,19,51.4481706694683,1.10191948616401,4,17.7654578768748,36.4972666396107,18.6407708423454,13.8187107819936,5176882.19276623,281.959933392102,0.0005743975680134,198.196708577907,3.91134129743156,1984,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,-50.6772870116987,906.278615923119,1.44089328078557,0.34260723751337,19,19,51.0246479418953,-3.08988583452124,12,17.7415492827599,36.4765876982527,18.6375816644324,13.8135674463149,1845841.66918454,278.661609161736,-0.0003765134763423,173.979093473042,10.2798285257643,1982,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28.701622434815,1605.0097799599,1.77820382835953,0.189478127280054,12,17,52.5939233430127,-3.75926289626488,4,17.0321778622958,34.3512062945513,18.6446587826194,16.6044429668946,7001822.02250066,282.170412524337,-0.0004059137508588,112.596550820457,1.45958993353691,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10.1946406374328,404.326575150943,0.945906445301855,0.104951878602433,30,8,52.8820248645367,-0.636535413033269,4,29.7028871366286,32.5328343261238,18.6479374175387,11.7816713490381,1231962.27357318,284.03914762203,-0.0003102349393403,247.700077667964,3.33695106562097,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,162.808904873664,670.712096908823,1.44149770449692,0.156518016744423,7,14,51.5570435478173,-0.755856033332354,5,37.2147008973365,36.4617499280413,22.6391286711036,13.8064507788692,4324379.89484101,283.650430046342,0.0014001951432775,142.966433991606,5.79810568549167,1981,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,84.2004601796697,1411.17422000729,2.25529838371929,0.157870708473915,8,14,53.8966530404733,-1.38719964349132,6,17.7415754742844,36.476459009216,18.6410268269225,13.7268430714353,7701097.18099262,286.794812100485,0.0030469078852817,258.746991690007,4.53475952238173,1989,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,101.505288709961,881.535817699243,1.44101846397774,0.179384096806866,8,8,51.3284045355492,-0.815039154168139,5,17.70981086579,36.4550020608453,18.6434047439056,13.7852924311338,248960.884543009,282.378830500584,0.0019682937055459,346.413342138682,4.77464712061862,1985,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,162.910794576804,704.808981620524,1.44398367932232,0.217081311215213,17,0,55.3490506530735,-1.91755947342564,1,17.7523991254533,36.4600172920471,18.6419609231334,13.7961762600186,2215042.42335153,275.039320070907,-0.0004126767434969,116.84483565736,7.15043326495821,1987,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,-19.0714186550866,457.909112084183,1.02927512068033,0.183173693113712,27,12,53.2573742743475,0.158787034784329,10,18.8855390510181,36.456401116962,18.6389464304851,16.506308548685,3757540.45943274,284.592722075752,0.0004944428220387,238.938878081879,5.81501522079178,1984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,55.4782930608623,1085.67580737333,1.44068129032113,0.118501713031565,3,21,53.2319729252758,-0.238923421259478,2,17.7438228923734,36.4791714979915,18.6395429821534,13.8053125442138,-152383.210182083,274.423456197375,0.0014253247595647,255.826713309898,8.46418727881412,1984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-5.06016710350272,1980.25332483702,1.43315907647779,0.184664779842235,23,17,53.230501873338,-1.56553558814973,6,17.767561245767,36.6535975726121,18.6363548113575,13.8259921691002,4250125.73865781,286.549193785373,0.0023608628353508,310.999989523851,3.61961890116781,1997,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30.9368445107686,1390.14990637903,1.44209653689361,0.123869430927751,3,13,52.8846307724936,-2.09287455828236,4,17.7571418065859,36.4942139924667,18.6395428070433,13.8097038487156,8008921.13147954,289.950005585297,0.0002714439426657,58.9679398394671,4.27870462330942,1984,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-45.3096755404311,927.23169644638,1.44234913068792,0.240032643458584,25,11,52.4524046728699,-1.98658686912111,2,17.756592044836,36.4958990980722,18.6415473942877,13.8193841467466,3923741.1382484,279.649892148544,-0.0015502455913622,153.149838565318,3.16377635417796,1992,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-26.434752674313,170.9324017782,0.957287347309474,0.135346841718803,16,3,53.4018854280857,-3.51132341516965,6,16.6463218527405,53.9461626223404,18.9191090423962,7.63643575350429,2374251.50199467,285.162672691092,0.0001733516865404,180.625453813469,2.06642795810282,2000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-50.2682559108396,-97.0810646773677,1.4409700401675,0.213290264258448,22,5,51.2546478671724,-1.8836472695368,3,17.7636356685776,36.3843785767062,18.6445231971684,13.7990521962397,37388.4706826655,275.09712173199,-0.0075113417139272,194.023583715994,1.26481734944913,1995,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,96.0389733723644,1992.42440891321,0.520398395955642,0.171294700412466,28,19,52.2642199364579,-0.336212405319867,12,59.2494805471128,35.8586917875316,18.6404707932596,-1.23924614066071,2082517.68478241,287.026188019666,0.0007615773565476,210.015186985685,16.9972279217064,1998,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,112.746349972044,966.13556500121,0.510897760362099,0.209955108846862,14,15,51.5890810074798,-2.30363159157158,1,61.0691950587196,47.1251048261372,18.6422534644783,9.02433390492609,4455057.51108506,281.390444360814,-0.0009074102455349,147.630115108744,6.61526389969669,1996,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,132.547913404739,1481.16469552308,1.44267830700106,0.145208154702766,12,12,54.489863213556,-0.77051879640709,7,17.7566578958188,36.4535351377847,18.6532418403747,13.8048663195672,4563592.30951278,284.827371015514,0.0025393751269184,283.029425806347,4.13330694115101,1987,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,91.7531677339681,1070.79414324239,1.44184517963858,0.106233384309109,21,11,52.6180792751119,-0.224940655203181,4,17.7384672049435,36.4851549199502,18.6443658408902,13.8040847242094,3945544.15020331,281.192071541601,0.0011579515761813,56.656986906284,5.82151826366508,1985,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,113.097771525822,678.607357798056,1.0468789415836,0.146970417448625,30,14,55.8159769872198,-2.8310742675482,1,21.7585262788398,30.8299876985201,18.6405399397724,16.2022972239844,-6559317.59946713,274.265940839557,0.0077035338756172,144.161780777259,4.32407134215776,1993,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,75.4887029070434,745.873470941343,2.03525471881215,0.113972245889806,19,12,52.2365447909241,-0.199402945458608,8,22.0878146526832,36.4730493727315,18.6361055446105,41.6265488198768,7242662.99812808,293.089898062715,-0.0001244028965133,279.796041028934,5.29812307711013,1991,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,49.9055939323271,94.5570995203475,1.44213930312183,0.210105089673227,2,17,52.7383573903648,-3.1861288974955,11,17.7397738274002,36.462153010763,18.6406565777583,13.8322013285502,1346480.86662473,272.755657375329,-1.52437031743593e-06,94.4566318329492,0.43168887487426,1993,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,114.590669450119,536.815549044037,1.41113878724511,0.157010078565447,29,23,50.3394552954067,0.397803315268281,7,17.7486436324816,35.9270489319112,21.5651099688604,13.844847847534,5313355.86178796,291.668214570406,0.0012045709746934,68.0937752613292,4.26011602080523,1999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,-159.123280587078,453.744971319127,1.44183962439211,0.161067243990103,29,23,54.0275165465424,-0.0444289122855326,8,17.7358377747813,36.4806404117732,18.6386313284241,13.8086842102517,7731251.74791851,287.93207303227,-0.0001205103327308,218.184842584956,6.22210702026182,1989,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,50.1158274151788,401.099116494071,1.43387704063301,0.142533836730656,17,5,52.1532301993022,0.144443524117055,9,17.7302196180882,35.9319979986404,17.9473904558082,13.807661795499,-18514.3826297957,285.946552561312,0.0013949327281921,325.881824750009,5.0015435697246,1998,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,34.832878555187,1462.43034059795,1.44199504508858,0.232338272053056,3,15,53.2815513596136,-1.17464339839652,8,19.8347564007648,36.484165039626,18.6364697596897,314306.005429103,-2060205014.10143,292.660998613598,0.930099893521758,178.325259159279,4.68359447950923,1984,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,90.4236356438032,881.522684864109,1.44188896339043,0.165316499934435,15,20,52.2266261465633,0.212042775993817,6,17.7675851840462,36.4799505303989,18.6407499562497,13.8294012077769,8031311.99058593,288.199278083988,0.0012653081745675,13.1185192568659,1.79897397951236,1984,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-30.8450869851366,1324.02842280635,0.850160614203619,0.106482452799547,20,12,51.9861757113671,-1.02343093759513,9,25.0401996469248,36.4730501111738,18.63550881524,18.7180800568376,3503489.54566885,288.045049231216,0.0026511562126451,259.762771131922,3.0381296415582,1991,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,86.1683720806782,117.312064115665,1.27350706292364,0.223143641200041,21,3,52.5385864676191,-0.320599020069065,6,-7.09779405192058,35.6293325342222,18.642031123662,22.4271200885934,1472573.91315857,281.963163314345,0.0013322438241496,189.581197383404,2.18056569315043,1991,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,94.2757120544484,1211.0898363917,1.442074080818,0.147220622079686,8,17,49.9920023374066,-1.55392641995572,1,17.7683261307675,36.4909936309972,18.6356628403055,13.8056444797371,1937514.70309417,279.627670398927,0.0006021827369719,104.362868862607,12.3522201681125,1982,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,19.2987505890632,1013.18900658853,0.874238974441443,0.153950053436294,25,12,53.2098975510403,-1.07083681953305,6,38.6277022116597,15.8602030070536,18.6417877267958,5.51068687698977,6981530.72682715,288.098684985065,-0.0009290045682488,161.936026875873,3.0283362325937,1997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-30.8896067684199,523.84429904427,0.134127021002981,0.220996234798874,14,5,53.5463426441563,-1.4931053483029,1,12.0931025330569,33.8548815686133,18.6446910551083,31058.9506127912,-12920370.1394978,275.836397039883,2.2990512798305e-05,254.538980582348,4.68764520533421,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,121.573561626742,876.15217779669,0.389590381073286,0.178205378597649,29,5,51.6613095701066,-1.25224605114716,2,26.23360276648,35.6166350140766,18.6379839295238,17.7069945886012,194.569777572902,279.341682146351,-0.0008204369392055,224.263042299949,10.7995264101086,1995,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15.6732155987919,369.336846052085,1.44377591316461,0.123361242659867,21,1,51.6031707290914,-2.95998631799493,5,17.7252773751507,36.4136843862543,18.6457706579081,13.7919605077881,-253793.343611866,284.248107452379,0.0040155787353437,24.4154195867476,5.1718427975335,1990,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,31.2553556215771,1034.63580451973,1.4428385794715,0.170235657733428,6,19,54.051421981876,-1.61207536882708,5,17.7652664469308,36.4704592333762,18.6361059033184,13.813367017425,7973728.96778198,280.999544578043,-0.0004953538471083,-59.9225843929605,2.06587639911313,1991,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,185.635547400468,618.94722823104,1.43900923136603,0.154207813949256,14,17,54.227704207471,0.0187506640727002,7,17.7609974878427,36.5009929808245,18.6407676844115,13.8263691983116,3922035.72309068,290.074416795613,5.86806669040037e-05,133.527900185692,1.54361046102581,1985,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,110.208775880671,621.849459220369,1.44121018971029,0.197295795172325,10,7,51.947098558351,-2.44674227686264,6,17.7534130987082,36.4944893584902,18.6417100271129,13.8137861485138,317327.320515155,285.932120383268,0.0003656998433451,55.1295155007627,5.26959508929407,1988,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,67.0192181122136,284.57531588409,1.39960815462591,0.195653688489189,8,6,51.0353284362105,-1.07591646752059,11,17.729682279214,35.4030825050311,18.639155999569,13.8277645109361,112759.878346682,280.642356782712,-0.0003559135611008,306.201709152027,1.18652485412902,1999,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
