target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
6,-8.78767475101773,354.17559571867,1.44047423596128,0.124116546631996,22,5,53.215983624312,-2.97766684313311,7,93.9384232631735,17.749347903561,36.4846748695095,18.6354654810343,13.8151014585869,8844.45377814194,0.0010670755610094,210.573259535072,3.08540663026143,1988,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32.3209494979456,368.026246877689,1.44164153216723,0.133926213711688,21,3,52.8429259034974,-0.977441742511255,7,76.2901392461476,17.7130491460359,36.4935006666757,18.6427272666384,13.7882624026287,3022328.07868631,0.0016120140489904,286.966483236247,4.71686680205546,1987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,32.7556667519619,584.320272845904,1.4425815244099,0.208674216403011,4,3,51.5581872857716,-2.93593573497112,10,92.783792513838,17.7270012382369,36.4661144945859,18.6451501818553,13.808787644962,1240726.16679421,-0.0002235129947315,319.350609075344,5.98930624165705,1999,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,113.871816935882,1562.04308402698,1.44212270642505,0.156983075514373,6,12,52.7017288981557,-2.19793615732569,7,76.4001853088654,17.7426388215859,36.4674487549503,18.6450620258323,13.7863071976708,10701614.3543124,-0.0001840341463604,266.998516250106,3.01461624497753,1984,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,104.186475632007,442.337211753174,1.04687890767243,0.234013746022592,8,16,52.2217592921192,0.504401358295223,2,-864.38248519564,21.4397416972941,30.8299866838721,18.5504023517261,21.5747883313868,-5438274.74321966,0.0002104193497437,229.629435002241,7.71289104591328,1998,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,110.355718173966,407.497887555503,1.43972333182282,0.264500776759725,6,4,51.9406232784533,-2.94540597350252,11,76.3452808860235,17.7443134616714,36.4758835516496,18.6482890181936,13.8117138477258,-13.9680993781505,0.0005162014905668,215.142791009792,3.24281711856023,1989,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,155.731232023536,1730.20205767229,1.44073352913355,0.120482304742975,11,13,51.6239048159123,-0.813581024801962,8,76.3327334147979,17.75214792026,36.4637880030029,18.6385969036903,13.8236552746648,3975324.98240183,0.0022847514965813,245.952168147405,10.3771790006901,1992,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,45.0429577179023,692.751303175808,1.44142241612913,0.152447579852615,17,0,52.1298698464324,-1.57750750748417,10,76.3515484911411,17.7421272266278,36.4891914846348,18.6436149344265,13.7990075156897,2437973.52076604,0.00145940063395,108.594501545501,5.82486552668067,1986,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,125.513846363403,453.336784504413,1.442705224899,0.136113976780278,21,15,51.2245074596949,1.55238455672483,11,76.5734088045138,17.7305078371425,36.4686999677913,18.6371931918494,13.8203395650274,3811568.62300974,-0.0006925486622968,218.546367339753,2.44960990273541,1981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-105.997474625949,221.607255726103,0.879500098928495,0.130160784519383,15,17,51.8840189164042,-0.641055442496787,11,85.7072606746141,17.1073345355219,37.9138594801737,17.1008356347779,11.23378758503,1150228.77325136,0.001207565121133,325.482433159812,2.41506354474913,1998,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-17.7534101630088,471.342106974242,1.4429983694702,0.159046592020604,27,4,50.8861286522687,0.873816808820804,9,76.3050508998648,17.7418314795364,36.4819568840995,18.6449114325284,13.8030979296138,12.6356972680503,0.0001658598501556,119.258514078737,6.28157582513065,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,73.5889350271014,22.8746218582673,1.33905824208212,0.220438904061664,24,1,51.6560986364036,1.13714705673646,1,45.1711405115174,16.548195804719,31.9885281495578,18.6432624405643,4.47513611845105,8661388.4613738,-0.0121890502827983,261.960307181886,2.78632791509847,1982,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,102.024863152474,1304.03418745462,1.24150181810056,0.189058588682435,4,20,53.1837269061368,-1.66985616616285,5,97.429263480387,17.7395866660801,36.475788063829,18.6449575179383,13.8110893007033,11394661.5971525,-0.0005478764607294,130.206101448685,1.34161214919479,1989,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137.805595563911,-164.901239715717,1.44124607647804,0.204427573719831,19,19,50.4743840261082,-0.636399293003589,1,76.3440608161907,17.7728912995264,36.4509759090958,18.6396441906013,13.8087588277469,2348945.37697533,-0.0005773636753836,315.385980489398,1.35344151542753,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,137.357406473018,504.008484175701,1.06067154305254,0.237577333771762,4,5,50.2863548011321,-1.34964585755196,10,81.0508734813702,9.30953072585622,46.3978524119842,18.6615594733475,18.5436443762119,87077.2325204147,-0.000324044069987,194.166278111206,4.54307264107992,1995,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9.35608158355527,1206.56052127867,1.44218308071544,0.139534460749095,7,16,51.7491118170329,0.306532972764332,3,76.3239095924593,17.760438412175,36.4732921382962,18.6419606731813,13.7686788943082,2887959.51527194,-0.0001918351390969,125.160857299921,11.1517361094693,1987,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,15.4512529037187,-772.117309751907,1.80445246987531,0.202616505003477,28,9,52.6966218980832,0.428400675552304,2,42.4232322231899,12.0530080866202,27.9594151269298,18.6440229928757,13.4811293426474,-924535.939521455,0.0029522960528523,278.179785542237,-3.48520881452471,1987,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-57.0110894945958,1463.49811157826,1.44262417414128,0.169212472796545,22,15,51.2737060785176,0.823069576625288,4,37.9525421026496,17.7403896562057,36.4863364172195,18.637303226431,13.8138468939344,4187720.38527722,0.0001419538027143,92.1724914900206,3.8757014011106,1988,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,17.826859831222,367.761803211988,1.28652919131802,0.14609899604499,11,6,54.0149040883155,-0.862864344003153,6,79.5041751359327,11.0957737451691,47.4665797203289,18.6476711297118,16.8983934492581,150677.566797522,-0.0010162696531276,186.627141893848,3.42372856297988,1997,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-15.2512651051593,195.470182772882,0.772840371246018,0.228882831980489,13,0,51.5797729214047,0.25562801402393,1,558.686934925455,18.1737451458256,36.5034890262455,18.6411279422048,14.6587990979441,9003237.21143696,-0.0079031502152566,186.617973390069,3.10824473910831,1989,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,127.789663110839,-22.698364791223,1.44233382329078,0.236266714774504,25,17,52.9532467255162,-2.54981419297302,12,76.2790533318324,17.7919326593965,36.4683006992965,18.6440495049103,13.8067975939979,3249379.6920693,-0.0010467460766039,230.520614289994,0.850353423289931,1983,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-111.496736199094,-127.931623859989,1.33504520646354,0.244551163206138,8,3,51.7459174046386,-1.94064715287918,12,400.569323492862,17.7559857578378,35.4539925422242,18.641611658255,13.8128604066967,2667564.75250216,-0.000200892101836,203.860266647764,-0.371690793593977,1998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-80.7453873924537,414.402589274142,1.44169193152726,0.221964074517191,26,2,54.6217685131337,-1.89930675726479,2,76.2487993044248,17.7652254309111,36.4585365791425,18.6445928388997,13.8069685930051,376050.655831933,0.0002982907788235,62.1036987524349,4.90242699191149,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,176.760935891555,438.01784101532,0.817378792509362,0.222355548646803,6,18,53.0067168937006,-0.297080509030868,10,43.438355005523,12.6354314791187,31.5621847748612,18.6364650808065,30.11827941256,-841558.576538033,0.0056224378048387,164.302765631445,4.38695974412016,1997,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,145.229909196035,246.752733149354,1.44266679658495,0.154600488355017,27,4,53.738388186813,-0.582836424254642,5,76.3225966014104,17.7468846690251,36.4706366413517,18.6397838754435,13.8083883753954,7.92938673916825,-7.53210348567425e-06,310.363972107978,4.06657615459529,1983,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,135.325632775432,-33.3633014407716,1.44193554810088,0.153289252212052,13,1,53.5544313264695,-2.37075819456113,10,76.3701256565617,17.7594591788241,36.475863742025,18.6398742779799,13.8063200531241,7592883.70738355,-0.0012213623385791,122.871377052533,-0.224306118150056,1991,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,127.175637716247,-12.2907294508931,1.27350701351228,0.279754574080309,11,1,52.1215889854267,-1.75423340183046,3,85.1060529336617,11.8437681463948,35.6293324456743,17.4482025287432,22.4271196246631,5842359.9958514,0.0003052852739564,190.657065846975,2.62993953324645,1986,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-9.40343009764014,850.333669501064,1.44233261536561,0.182367218662829,19,8,52.9513912738808,-2.82523745553252,1,-78082.4641309911,21.4082437164133,36.5031203080113,18.695534854496,10453.9798004183,-128447167.176099,2.10312886932496,225.490439692868,7.27506932092576,1995,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42.9275092074479,1184.00171931523,1.38963135737687,0.246956857575745,1,20,51.8363679161159,-2.38529914322268,7,76.2413480757659,17.7167799787225,36.6531783591816,18.6247401472395,13.8153306190728,6611472.71911059,-0.0001382246645285,230.534723143888,10.3857542992346,1999,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,43.6784719967553,284.186055608566,0.124506686543152,0.211646653474145,2,2,50.7403353653244,-2.34284014796844,12,25.5031174601458,34.5706736363077,37.3530713802679,18.6360892294413,25.6150470076324,4476727.18803114,-0.0093121819020392,275.523151209319,1.14622374641039,1996,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,146.116985820386,1586.01876704185,1.46454933469319,0.157044823214021,29,13,52.135001422289,0.0423299867486344,7,69.6578523546456,45.7886815679237,37.2788359412094,18.6384650793519,12.7770775642284,10687991.9652631,8.1128477941748e-05,209.164187414787,2.04527579442859,1981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.92631761687786,838.904684288603,1.44233600038512,0.114602590004044,13,13,52.9502034850232,-0.0970522068567969,2,76.3026801572559,17.7451842258825,36.4941826387949,18.6410928559104,13.7976930379713,2419233.3925086,0.0009813249402589,261.32172152679,8.31893657941812,1989,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,59.6133316168012,377.933257937546,1.67349330238125,0.196891013208064,9,14,50.2302053155121,-2.09276416266049,12,31.1113018104872,47.6109024691361,36.1855299896855,18.6461752953313,10.6139860372374,-142748.929505117,0.0004730648277229,247.819928593444,4.43437749311198,1997,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,-11.5655863806817,987.255850451358,0.655251403837749,0.185880168483638,9,3,53.5865810368356,-3.07226624420793,1,78.2671595036727,20.894094156414,33.8015340581681,18.6370415783789,12.2049189003011,1806542.81536383,0.0001703961492065,159.866258427002,8.4224508636768,1996,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,78.4570554262895,639.694695527869,1.45997236162141,0.185363075789854,13,7,53.4908620361201,-3.38931576455001,7,76.3359628442411,17.7295703395344,36.4897663257378,18.6370416044997,13.8219120068659,352388.018021849,-0.0006185032391479,270.051613150943,1.67509200163968,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,45.5363762562646,-6.86005003544474,1.44116626300437,0.177701389770394,6,2,52.3221788388407,-1.12732708020065,11,76.3403173097693,17.7475846500111,36.475814164711,18.6347697844851,13.8322770532649,4617069.59862385,-0.0024994728744053,-23.0538447880105,0.522073241076567,1981,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,108.035142115229,967.183702084029,0.645143202003125,0.130922153652957,28,21,51.862243997144,-1.41257554074351,9,20.9159276627795,75.9911990873424,16.5143691872213,16.3780947488343,8.90426840215449,7191946.04423558,-0.0020585800792951,201.076281457349,9.33855170206912,2000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,-40.5063597460167,202.951923235207,0.134127042987085,0.1601115856779,11,0,52.1651686321875,0.140886900627093,6,-115662.211630965,13.1351799093514,33.854880427164,18.6442759114361,31063.9568717308,-1854758783.36418,0.431493403041417,180.256031100869,2.10089846730146,1989,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,70.8665712324867,1009.45642783947,1.17373290040931,0.199336236617814,7,17,51.6927303400114,-1.65597494900018,6,93.3820624662409,14.5386419273206,34.9819575088502,18.6429139056507,6.61977757263496,5569195.74684064,0.0003798924688834,111.279561433515,5.44828966668889,1983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25.472343062813,443.834055116485,0.748553217812765,0.185080426584279,30,23,52.9127556188853,-0.628134478331135,3,53.4200361174052,30.6656301766011,37.1141741970809,18.6508970224017,8.01522788560905,5775081.51339393,-0.0009446895377996,242.868382813537,6.10454090005016,1999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,35.8299231127252,385.595237882626,1.27350698945118,0.201039330158516,14,8,52.0495738916792,-1.71658307153132,9,87.0473368727137,19.3788287488814,33.6953919452742,18.6478803925971,22.4271193507472,644100.432708755,0.0007172187588379,128.254979719843,3.57435680143608,1995,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-36.685209981461,1359.06724744051,1.44249240861301,0.176030866358232,23,15,54.7377879039079,-1.67395810378817,4,76.24350158706,17.752357914344,36.4636776770393,18.6438331562046,13.8178098019445,3413052.05502449,0.0021067209863879,163.83322826644,4.34502159655143,1983,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,72.1584928929184,877.141732446883,0.0241385027125826,0.155716600904895,11,10,51.7883733688906,-2.94416500475293,11,35.4602319597255,45.3279133039238,12.4233515143909,18.6428017023469,5.47315462329685,2259954.82536605,-0.0015527744844362,210.094719991316,9.38073331318747,2000,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,88.9378069300767,353.997746744055,1.61056834975184,0.198241497127784,13,2,52.5402623607713,-1.54070448650833,1,83.5610130292838,19.0198255910065,36.0669222989198,16.872371827208,21.5514016633039,-659772.469428068,0.0046176226498226,189.471196756625,6.88826605180953,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-116.827482720026,1298.36488748753,0.959926753896076,0.157338880927273,8,14,53.0370893055428,-2.55931359064347,1,47.2822139968545,29.5263507759544,29.1718734520786,18.6414442877445,13.814643991435,4047929.26350832,-0.0008161040669977,149.609784190851,8.31858698051971,1994,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,70.1007338635971,1215.94752678327,0.29544983521249,0.165179811957462,23,18,52.0306229381502,1.18881963015044,5,79.5739270351213,27.051112502409,35.2021205271747,18.6360893046281,7.28668839945954,8747368.71531501,0.001331181942764,250.18501174537,7.28509641747158,1996,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,69.5059491348576,166.129999284349,1.44161478988832,0.202709503914262,28,3,52.1132081506463,-1.83172117611217,8,76.3048437250444,17.7695886190761,36.4995142726848,18.6421030183239,13.8302553311043,2089466.192147,0.0003556376841133,67.3809649451164,3.34982349497357,1991,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105.779525977994,820.936143637392,1.44270527274636,0.138383998814909,27,5,52.6980820128893,-1.59666486147457,12,76.5273793560755,17.7304452670084,36.4687005085627,18.6443158023701,13.8203394514888,-14462.0761527235,0.0003431704676896,100.770945797303,8.26447882862992,1981,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,185.503964872367,904.709406833285,1.44330868034163,0.273393018518475,25,15,52.1237709679548,-3.08792396745757,6,76.5763058891908,17.7393623336717,36.4614824426607,18.6490655180549,13.8364682423279,8922036.68423889,-0.0005659926481302,-112.347320080325,3.42746333717539,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
