target,Acid,Anthoc,BunchN,GrapeW,NDVI06,NDVI08,pH,Polyph,Potass,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
4,0.193932388799067,0.255921147763352,0.276594891432155,0.706473649859525,0.165546758315038,0.031401891820678,-0.0230811340605529,0.0542914315191325,-0.0437062838115941,0.145702851070932,0.0931039631329321,0.149450252121809,0.478975705331378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.304311184353929,-0.43196200508193,0.315172895452731,0.348015105203914,0.0282497516272996,0.0359699123897858,-0.0196365678141995,-0.171487752596514,0.197051646584786,0.0388893287741433,0.0037659414100394,0.0788300478889665,0.173524024606096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,-0.141104073393313,-0.257478962380043,0.06577378841864,0.307174853470048,0.0838087979358297,0.120134102974483,0.0275546130851465,-0.187597658980353,-0.0168299127713161,0.0299588522776906,0.056611093479717,-0.230436684372224,0.0632490356005803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,-0.0453605017930127,-0.157439049697463,0.255622985555284,0.197866504748856,0.0427190631991824,0.0711603306220171,0.0207932899415733,0.009384663695593,0.0321561163245585,-0.197831454005831,-0.126543168669709,0.175466738310037,-0.149507908006106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.230700500030143,0.213596959432758,-0.17735206358365,-0.343521788811268,-0.0206297247219115,-0.179689120402081,0.0310072511622407,-0.011968257235044,-0.0636931645048366,-0.0820717267952233,-0.0212761908841865,0.117795512627992,-0.184731949316052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,-0.01682678613896,-0.241125714077225,0.0917670422643538,0.25621115638156,0.0806104115988406,0.0780918745573286,0.0053251302282017,-0.222249475890903,0.0435642917605354,0.0495148055209382,0.023961415930558,-0.087036654553212,0.168089855572673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0.224128077412956,0.557248953106756,-0.737374120952819,-0.926157575375817,-0.103878718213583,-0.234547670561752,-0.0737785484271117,0.287860656769823,0.119919203083631,-0.0150749825875928,-0.125546145883688,-0.15461191601481,-0.318757315340552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.0919600068827666,0.297598629937578,-0.232778682837699,0.391826576400176,-0.028324164069332,-0.103926359342405,-0.0179270376327821,0.144405384502791,-0.12915153287233,-0.182413278201303,-0.0660554007971074,-0.101810850600973,-0.371784486818513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,-0.161819533580591,-0.358421441637291,0.427179883070533,0.585766287820919,0.150886777166698,0.20769371411916,0.0483111262633143,-0.324940840613216,-0.132080316702231,0.0400941498171336,0.149331181236121,0.108434517341355,0.354465389121144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.188429357265124,-0.210850293619238,-0.471528215249706,-0.312569850929687,0.0711527600621037,0.282566729998755,0.0684315399944883,-0.0449997896823514,0.082699364631065,0.0892406012547942,0.215493062998027,-0.158096143200275,0.381436499843441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,-0.285174451960492,0.0565719018315398,-0.748665429889073,-0.678656893852349,0.017266798208952,0.109832800476876,0.0365023809654077,-0.111711050613576,-0.109217476185761,-0.0229724016374854,0.0543029930046955,-0.102522574069747,0.0057751177384609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.0202344698589752,-0.36066228427526,0.490459128819373,0.750791517357169,0.0442192555476342,-0.13494872293322,-0.0353566451135239,-0.160953322406251,-0.347304883759948,-0.018039131325044,-0.0259147052341363,0.126931830841988,0.181170374193578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,-0.0672500529197864,-0.0524122358530594,-0.313208894089094,-0.521489350216719,0.0602277259183523,0.102722417444045,0.0081222316939778,0.267205938815327,-0.184547447385634,-0.0616434796942535,-0.0628451462113927,-0.0287763403145028,-0.0320642938985748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0.0252914357679154,-0.0003337408119037,-0.525000220079227,-0.409807035383747,-0.160713126136926,-0.1979821229667,0.00581183825244,0.188189721692679,0.131694845951952,-0.0523354352847396,-0.132871881097271,-0.291271964901849,-0.0221506564067905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.0205588303137978,0.565838525539038,-0.2202752883886,-0.273442746345846,0.0099352056329667,-0.0799594341641911,-0.002392956989403,0.365809254761962,-0.10562314472563,-0.257588446422049,-0.0543640020271493,-0.0545044164305551,-0.733394944112482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0585453167741344,-0.054118573525446,0.143719541572471,0.485424013654005,0.163891224424679,0.0082300967257853,-0.0404851436847516,0.140755461811273,-0.154897759180073,-0.005984676086872,0.040184031626255,-0.1306293368583,0.0003129640492959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.129875998664644,0.382130856180825,-0.377088548941401,-0.225322004149786,-0.145642603265988,-0.155484241279944,-0.0884737039249892,-0.068572475785404,-0.166407028234849,-0.348124842616687,-0.270752992639933,-0.414435406441676,-0.530429950180479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,-0.0758167761068432,-0.283107416500898,0.225904529568976,0.043551007141751,-0.0099695679961855,0.082103187703422,0.0244916439203061,-0.107042841844184,-0.0103785970051956,0.0610278655628403,0.0687128407211579,0.334736091753529,0.443422971199081,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.297309026990655,-0.20897330811401,0.134446709588014,0.703105978595628,0.0182992983083235,0.0733851378364399,0.0894217730542433,-0.0468823618423864,0.0831964057368985,0.157967330658065,0.19343005279228,-0.20865748466793,0.149481658296218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.257523894717461,0.208233008210041,0.200080699053747,-0.256575746249544,0.0977192377842836,-0.0445304540544312,0.0355148783524655,-0.180928723761062,-0.1111756808216,0.0834092742539396,0.0560120129249926,-0.117926971413407,-0.172472884642237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0.120388175927861,-0.0118898044952495,-0.270815291856897,0.0519389692795111,-0.146234762097322,0.0012109774590789,0.0121754854982814,0.115944767381292,-0.0006545351996371,0.0136361772742079,-0.204801838052842,-0.120952757452669,-0.316252201704353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,-0.0145771405104696,0.698146416300566,-0.59588041665443,-0.210096789207043,-0.14457011280453,-0.353102989097622,-0.0168672804179458,0.288909061962055,0.0987812902518295,-0.0250218258284718,-0.0504560492958642,-0.0206411450765102,-0.196303842266173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.0204206694821733,-0.0351109345290753,-0.111606117231969,-0.135358722595294,-0.0959324924897715,0.0070554763043296,-0.0194602215329241,-0.340907498871353,-0.109632316731553,-0.138061038292071,-0.128500843661963,-0.194627121095589,-0.270197955011886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.0867531789075226,-0.162898072599954,0.439182668784513,-0.0863192040177283,0.0925230462538751,-0.029297372460515,-0.000256782611918,-0.224829859770482,0.0745111363993945,0.0471922337057246,0.111974847464399,0.345539882067818,-0.160052272548985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0.25441918021113,-0.0627691720810398,0.142016643057299,-0.45592424483421,-0.253638845091691,-0.0864078283748343,-0.0302982744085644,0.0675513545693287,-0.153530546732253,0.0081431613633196,-0.102610589388947,-0.0497478590586912,-0.309090084374977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.421451902140559,0.551744138730207,0.211680231370639,-0.829202828756679,-0.220400617766909,-0.138636679188366,-0.129017709390597,0.103945507811922,0.0579975882549057,-0.263294807347065,-0.205442333099098,-0.46081459036349,-1.2825208696388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.141740986606541,-0.476852390681717,0.337470914629957,0.353178826493943,0.0412920412719994,0.0063963559111597,0.0076766810598593,-0.232953902153877,-0.244323943874279,-0.0046734744183604,-0.0214291668233278,0.13890616518855,-0.238593721114928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,-0.0680516184584333,1.08231779603231,-0.931873279045624,-1.32382960024977,-0.0487078029862565,-0.128714563941771,-0.0004416814190636,0.591094877867385,0.0436605339995561,-0.203918329411601,-0.133282195876119,-0.305343739744057,-1.05026699232857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,-0.187138707506535,-0.352509025847883,0.267385695320779,0.320098701137613,0.0618918922868988,-0.140897814122373,0.0203526541758251,-0.53473408212984,0.0023464224921262,0.0745697612294438,-0.0580768353640315,0.139978406874171,-0.159694800604471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.354200390290004,0.0592093275736256,1.11654324936496,0.506513583681095,-0.112715322760256,-0.15192450446065,-0.103342826810677,0.227716378322431,-0.10760175322235,0.0881108245569666,0.0954213189673196,0.217842134360758,-0.0557050025802022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,-0.0177335378849814,0.290679789931955,0.0158710044213517,-0.398785321503841,-0.132128109562129,-0.0500993791841084,-0.0062976327625258,0.0771367369629577,-0.0376984161177643,-0.0645803427815894,-0.128066824724049,-0.160640923903319,-0.13185915526688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.0126648588778502,0.536971106314908,0.110923919111162,0.684047402419565,0.104051483664098,-0.0787209700618769,-0.0423136753978858,0.248754061133517,-0.166433791168426,-0.109293438192904,-0.023581295357584,-0.239677960010287,-0.409701164236876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.105810066216169,0.26236268101526,-0.450424313313665,0.0337872903493089,0.170748648740061,0.0338485640735168,-0.0450668553694864,-0.0825165009043989,0.0307137176008951,0.0191137012652438,-0.003187078005785,0.10292192051728,0.100874582120958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.0120478644111104,-0.423187763374948,-0.902031715313839,-0.786602554929297,-0.172275991678948,-0.0987146328139277,-0.0132427451982967,-0.276116245299849,0.112715544816639,-0.121366622664125,-0.0826951321243153,-0.0827643544227965,-0.871515546293596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.109008736671233,0.393782606613513,0.692741807255002,0.292800350460405,-0.0736107106343396,0.0406412887598122,-0.043062044020126,0.360639865479712,-0.153861301384251,-0.0746836088092514,-0.178001086696492,0.294261706088367,-0.132945892575087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,-0.243130315321003,0.278055857505279,-0.357258808974792,-0.176741862205305,0.193889582948757,0.05164258351032,0.043231186206221,0.123361661836012,-0.0194475224128904,0.0610136059003046,0.139707559401289,-0.0895394264957328,0.538753853776005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0730953322642197,-0.302911849243235,0.23921680798022,0.646978883197442,-0.0383429793811854,0.052758029237406,-0.032321123146445,-0.23935316609246,-0.0576744308448616,-0.105732661985697,0.0127365560931681,0.195914991949839,0.0962219512777482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,-0.218591688985412,0.0990459770508768,-0.0230967279229486,-0.171185131055216,0.106470819006671,0.002867675070882,-0.0182863908772326,-0.0807699296236524,-0.0421536460772413,-0.0333884308696752,-0.0020356891514374,-0.103007373421104,-0.308804755082466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.207566283403886,0.23298249715385,-0.888665389124825,-1.23155209627364,-0.0897381872063189,-0.227473753721278,-0.0353849107904459,0.230382154817174,0.249674204526606,-0.0468013584712921,-0.0353866153610459,-0.0095429497979293,-0.101545466266486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0.183482333552602,-0.280535128344057,-0.0992994461511765,0.265544363036379,0.0056301005598351,-0.0394727261140284,-0.033825399415817,0.116140372202852,-0.0188651114060061,0.130085164345413,0.237498052584969,0.167645689814166,0.384108096794115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0.270815170709393,0.189223879683018,-0.0747032301852811,-0.797828941741564,-0.0076050095158344,0.0584407684484634,-0.0449147227738578,0.0663052768548164,0.0929738501373429,-0.155558557771373,0.0516484168633172,-0.158323157987174,-0.0641267368708292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0449393747272184,0.648291463772995,-0.613903304032147,-1.20576813231901,-0.093495029066751,-0.168886120700999,-0.0441309916643339,0.423576864074952,0.231148086291373,-0.210924267975689,-0.223951971039802,-0.0938499053107643,-1.02851221217628,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.121574192831594,-0.593671850368505,0.901126494626646,1.49833091259016,0.115143373169347,0.150362670702188,-0.0325923103598839,-0.545674770642132,-0.115009850607476,0.213755453474051,0.195098006120597,0.489094957209034,0.751379736737179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,-0.114666340054033,-0.909422228039528,0.952400389267308,0.983800645705316,0.0304261545432253,0.0630226024215708,0.0782809554641444,-0.343767164437332,-0.289377734205546,0.163727134114974,0.145770210443843,0.156100183300019,0.570238227500243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0.0790880337129386,1.41374812406139,0.143109252806199,-1.09928882945398,-0.175788712461708,-0.365568112504088,-0.0034121593444626,0.726220853084464,-0.174746658921763,-0.252294444456902,-0.175331627011514,-0.272341131386619,-0.836365329853498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0.0469479808049836,-0.870549533782921,0.252707366062772,1.14195827275832,-0.0299911473343343,-0.0296064669001837,-0.0075028716139883,-0.480396203421113,-0.0247677244304096,0.213593948139539,0.128109808307737,0.307605372586221,0.708008893985172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,-0.0627711575314275,0.247880726143606,0.121668830428449,-0.122114058403383,-0.0069069444736021,-0.0641142735143921,0.0180015750780331,0.263065207661474,-0.0741292382215409,0.0136026004405218,0.0580476571463208,0.0432588990232651,0.0466958299045133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,-0.313990019324575,0.191738492921295,0.0829212679659102,-0.530061696061983,0.0194861438988303,-0.0530725619401019,0.0676952270705347,0.0407129181040663,-0.0966223700499465,-0.0437600830133879,-0.0348853398424748,0.0477053643900617,-0.568935364045515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0.0618532579955887,-0.140525593329866,-0.100908917041169,-0.111295231943681,-0.022405759429642,-0.0577944577834579,-0.0198303519970401,-0.0283913996940156,0.0183578176882397,-0.0768209424288658,-0.101335809563158,-0.0318968004244357,-0.30593074634233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0445106348378273,-0.964387768377231,0.0048198618835953,0.884165428598163,0.0442156136926256,0.113873311307922,-0.0057475393088393,-0.611113783054487,-0.0360328552941789,0.100340449303541,0.0742035029963971,-0.105387374715017,0.298195314680968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.122089734682964,0.195490780314012,-0.699643982664726,-0.704140035723915,-0.0710219196539339,0.0058564487212194,0.0352341351909824,0.0690565021658932,0.0610136381721689,-0.17464960778635,-0.208434365522147,-0.169549810933922,-0.61614525867601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.319341255102865,0.264343071701849,0.348834629936976,-0.290880707373688,-0.163786712499732,-0.128909807771462,-0.0534079989046934,0.485693527468717,-0.206117661225816,-0.17908663984153,-0.284944059330057,-0.138556782133995,-0.815906460749467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0.0232442993904947,0.496982795891262,-0.395035311734822,-0.129154073391758,-0.186771160392862,-0.189823690099932,-0.0172327272317011,0.556043091071113,0.0368707423900914,0.0831811258530908,-0.0366784190578965,-0.204586804588667,-0.241034023020855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.380844912128369,-0.282627702253498,-0.275017846373689,-0.311351438980904,-0.127832055458059,-0.122989454114392,-0.100193511701195,0.0290816595331601,0.111692731693606,-0.0720070188149961,-0.0005176850091042,-0.308136178260936,-0.372419048213139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.0541652530297011,-0.444218916366386,0.0554093006115266,0.408771336930339,0.0925563189284197,0.122461605890103,0.0385766337978869,-0.268379177294161,-0.0006198702928947,0.201317412612508,0.237769720519112,-0.0953871963060637,0.423817736589455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0252128509627494,0.377842408402825,-0.544412523387791,-0.749722842170806,-0.109651891721294,-0.229512505675941,-0.0027409412691676,0.490054305197631,-0.0271761304241917,-0.0214539351994055,-0.0672204618799752,-0.18628995966635,-0.443404059745627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0.21355640547342,0.363345592108245,0.415801138131165,-0.0736465830891739,-0.10094729842418,0.0708116589361822,-0.0246624730861319,0.197139780369702,-0.12288822485717,-0.133220009196604,-0.0234606338165965,-0.040172792122356,0.187892260506109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,-0.014994074969779,0.715896307470905,0.155746538320563,-0.720437900047056,0.0881890969364951,0.0429667722017028,-0.0042638197781234,0.332005182417046,-0.0732492404927381,0.141964616013524,0.162040353450997,-0.0149470892806554,0.0050069134348742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,-0.172112749745635,-0.412150687533688,0.328142460568744,0.902722966903944,-0.0112796871407689,0.111718497240266,0.0355386851163948,0.103327997456684,-0.0257298914263426,0.0883662685343721,0.0761324619312182,0.25675411740813,0.0816779008086711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.101596660126411,0.112797139000943,0.248720818083672,0.131630658873312,-0.147350692350771,-0.181433484847718,-0.0186592385568443,-0.0306898050915784,-0.0790564555979512,-0.0015578264062791,-0.100867919024348,0.215998144487501,-0.62511267939526,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0.161550431725754,-0.0177642804996732,1.07355982193409,1.25555911314156,-0.0063918407828516,-0.0002968834575828,-0.0236323170458525,-0.0843119073155955,-0.0171094593038893,0.0959034149412801,0.153217663217929,0.264416095421437,-0.0675712720367429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,-0.0785567689847501,-0.234375912615459,-0.205167379223426,0.21842814536173,0.0092168575386867,0.11050939938567,0.0137290501435586,-0.117389845834258,-0.159862905796863,0.137560991606957,-0.0023450426956062,0.110883791224045,0.508719327190516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,-0.0846065998719575,0.373852838893694,-0.330048695197768,-0.304961220703017,0.0488533891374867,0.100912894101039,-0.0111475380634269,0.351387804968284,-0.125189505239569,-0.17755862247974,-0.103943257975185,-0.119703585901094,-0.181508451126606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.0622545095031448,-0.404008593982182,-0.0178424414155127,0.129458124032843,-0.0032081054031578,-0.0524806980414057,0.0329280064828635,-0.147494556947695,-0.0380006304676851,0.0904517288411025,0.117675325128958,0.108677185859419,0.486541781328117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.128007346878614,0.408876367855998,-0.57375848966577,-0.893216808338691,-0.0101635542051683,-0.0549679453487047,0.0124638714368618,0.0348137293024324,0.284837805596797,0.0857744893744614,0.139324909927422,0.0108010465482336,0.188059257389112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0.222340581542621,0.3376346177312,0.304794623841094,-0.338567594014987,0.0117109966818954,-0.112004836466742,-0.0240776598167761,0.300388229279605,-0.0394368495674088,-0.0039205065959022,0.0091847028063938,-0.115788672243995,-0.355252796471995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0094155412449551,0.207235163326278,-0.235938557726761,-0.257793751198785,-0.20032359458997,0.251324098160677,-0.0008332769816117,0.226132965393443,0.13463553034837,-0.0352465090831207,-0.0393611110783896,-0.22765559429298,-0.25966447967385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0129628202901991,0.203985118284876,-0.0790391369083058,-0.0570814071509391,-0.0728100943545724,-0.0441496171057498,0.0001641200632331,0.228563387058739,-0.0511718179437918,-0.0645138364218954,-0.0902479059959427,-0.223917620053817,-0.256186391932949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.039406885662872,-0.15295655129405,-0.0961881651937509,-0.174919858012691,0.06423392134102,-0.0334583234985895,0.0019146965203218,-0.379954368788259,-0.193478039864533,0.0534183281709082,0.152232733754345,0.0914328772483833,0.358039111774042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
