target,Acid,Anthoc,Brix,BunchN,GrapeW,NDVI06,NDVI08,Polyph,Potass,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
8,-0.0426221765128145,-0.0264131163019905,0.150281460380723,-0.905246654610555,-0.677490104243014,-0.0385678015649557,-0.0569031597754198,0.0794011476627768,0.339028363377856,-0.0030152343004791,0.126856538467834,-0.20643390333401,0.259585141102698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0.137569062620883,-0.0188460345035634,-0.0224309693716425,0.0940595151221332,0.306488298567471,0.0288254634398881,0.0945945405117521,0.173081179126688,0.0426371807332546,-0.162434761963925,0.0490055359306339,0.11476215898733,0.0528416149707902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,-0.181736109642003,-0.0533214969810957,-0.0199809605303783,0.750806010134633,0.747039911973262,0.155990419721514,0.134717894902751,-0.286935462144423,-0.0132879277893265,0.084803232073332,0.200196657411835,0.603457455687962,0.399620005543041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,-0.217845169168139,-0.139316594490592,0.0180192971926046,0.48096411826393,0.546197994567487,-0.0759325653980476,0.0815311324568318,-0.145392788718822,0.0056060894850416,0.194364202658258,0.160358539354468,0.30835811272665,0.54388559763385,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,-0.0346840505745101,0.158600125531759,0.0959560058075584,0.118931336722727,0.0047083424389633,0.162127756046653,-0.0897534438705048,0.316280544236503,0.304248111158305,-0.0551453425354523,-0.0170087986491172,-0.158682829722081,0.3967246389457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,-0.0550385056165239,-0.0208492128481679,0.0113500557591751,0.444688719950387,0.660666985714464,0.216963660376534,0.0259364244848077,-0.306579168776982,0.102671664813206,0.109617111102309,0.154036746975674,0.224932916544456,0.800091138274877,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,-0.0313759740274606,-0.791742635433474,-0.0613681530415583,0.488642887813877,1.39967813740657,0.0498584949443424,0.0876230570456985,-0.329491995562207,0.074349430614907,0.0691562854347331,0.111866075074888,0.132650439010828,0.935965413344206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,-0.0500905152493526,-0.152001928176632,0.0028156675302676,0.422926661441559,-0.542818738369027,-0.121631034566898,-0.117283457109193,-0.0875234157720789,0.241490979290779,0.017795420428887,0.0746669809420906,0.106686755909313,-0.194112989828449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0.0617129493992035,0.58570366075484,0.259065639556348,0.0792024583404827,-0.203928711969636,0.191988312976286,0.0375961924734222,0.413604037161193,-0.0741132658646693,-0.121037264060679,0.015548917532704,-0.417059857315772,-0.27181688553439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,-0.0833367745747293,0.0308651146533118,0.0478079999761533,-0.0868030840598182,-0.206970819680169,0.0938243115141908,0.094015625867608,0.168343850517493,0.157655499929133,0.242425227789172,0.164448231777337,0.136693179498042,0.400302021247688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,-0.179570563647363,-0.0390095097737157,-0.006210019795804,0.0886055940906195,0.646503151498611,0.128479825385566,0.0494618583812216,-0.126470599003889,0.255251526669842,0.26568533977346,0.282038209113864,0.261550323245575,0.403226058276034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-0.0024547174323818,0.157237081786877,-0.0523011509293241,-1.42892908064077,-0.98553331512574,-0.0348939526672462,0.03338699766595,-0.121757782398743,0.263694777806076,-0.146878134612012,0.0406265936278154,-0.339380266068924,-0.610044490775537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0521630861457491,-0.158562873352259,0.104339091074101,0.348861184899689,0.394775600227368,0.151057615942247,-0.208192316547911,-0.30238261244152,-0.086560738346278,0.138131208206104,-0.0159734651982606,0.0046733954899677,-0.0780625118484068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0.0580966330024818,-0.757456039741582,-0.187817708031365,0.915308651284305,1.92782353568399,0.14228347733394,0.232510592055642,-0.574130246935548,0.100544925945223,0.214836082657486,0.157582435785266,0.334046721521333,1.27094376447533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0.0780475740274809,0.425021148367101,0.121197404863049,-0.389455695297288,-0.680861052189646,0.0751881945138249,-0.0987007893966051,0.232698945643109,-0.0413424173780306,-0.144778268663001,0.0460582100026333,-0.297547050754588,-0.543803953711313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0.0455942844061288,0.37852346906396,-0.0721839533705633,0.0060134875794708,0.222585658446698,0.0110669807618251,0.228148985046686,0.231034082515127,0.148806331017477,-0.0554388913840109,0.190681179382184,-0.132432717605711,0.23041072231552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.327985012133514,0.0010785328437431,-0.10989532719486,-0.635274551975259,-0.919012988283486,-0.113086728940576,-0.139086221727215,0.0631343555708295,-0.0298667548026407,-0.222429469402992,-0.336916654964666,-0.324869015778911,-0.553688685381876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0.0967621300100058,-0.282208524657276,-0.0290189042214852,-0.552156323183935,-0.634060818720475,-0.153125860207228,0.0680178540263115,0.0104886723042547,-0.0570994752194312,0.0200245067812548,-0.0695539083781591,-0.0378468947549986,0.0454556972824251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-0.0581692033458466,-0.200543804012078,0.0120810507910704,0.225632808513151,0.0422976260852675,-0.0325446903083385,-0.101147408927783,0.0802291715382579,0.0612484746663914,-0.08004800689556,-0.113960032594145,0.0316253257482768,-0.535228227345345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,-0.277909098190873,-0.377957529259634,-0.107438447982418,0.27526696160179,1.4238983398586,0.137644260111691,0.228335925343098,-0.338554861522019,0.0244612746963752,0.235995846233197,0.212637420495004,0.322126735962082,0.764844558148153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.171658751536085,0.044453042387221,-0.0909167098475403,0.392485582485384,0.464074910561372,-0.0160002514794087,-0.16087323905998,0.128205660885985,-0.129880872374769,-0.0587032779597766,-0.0473918854724879,0.244746833384828,-0.210336145728784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.109761325649576,0.472755011825546,-0.0513240176913452,0.0377856974625619,0.218925989797033,-0.0396348032607503,0.162236394487831,0.505167312698347,-0.271077017897601,-0.0710452335818241,0.0294201505958517,-0.207539648674674,-0.415809028115466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.20905783734184,0.200630974197168,0.125785197397411,-0.28488934591339,-0.524689682858908,0.0558381861801372,-0.0042200284780029,0.103156712917508,0.129085149165093,-0.0472284180087872,0.008954025427182,0.0295781311103422,-0.0445619823356768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.310390098930844,-0.271009207614687,0.0945365966059184,0.118024941428718,0.126975102579218,-0.127255211866036,-0.233667198485978,-0.254915388276154,-0.0260480662497667,-0.0785005189053742,-0.255936670565707,-0.155993533397297,-0.425006150074193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0.0912170527593005,-0.323638082804286,-0.0588512684301139,-0.465914351397231,-0.0181517238890986,0.0520123525239249,0.0231228902758398,-0.219213196906698,0.289572189142734,0.0134522126598328,0.0655546800541868,-0.0633476915574713,0.286397137743997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,-0.0249721155675883,1.05701373748726,0.113439637468197,-0.183034430717478,-0.673218188284385,-0.0833909996326996,-0.0199897545478418,0.626730042370008,0.167323449523639,-0.11901302195142,-0.136239269629163,-0.079759569848507,-0.61940571830029,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,-0.036321216103731,0.264199346909455,0.130779573280547,-0.0098585281033273,-0.663459040135695,-0.0792440750682808,-0.102683890424025,0.172480163676632,-0.285920477510884,-0.0859016782753134,-0.0842526077420668,0.187838475742064,-0.1017201157466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0483064219912715,-0.141307978401847,-0.0422868731284188,-0.0184407125586788,-0.605729934490377,0.0580348107758972,-0.0843206031312936,-0.262121385553066,-0.0190624900904327,-0.103122797423775,-0.151655415926672,-0.0022015955767665,-0.1927074727089,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.112811571772546,0.198022060825046,-0.122069901562903,0.54961699986189,0.487054893339941,-0.0561223934980187,-0.229901241865481,0.228331271804772,0.0572206479081176,0.0607109919765234,-0.0322589824012085,0.0083718775366038,-0.238038478260239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0.103589038916116,-0.754888963891824,0.0158408954710907,-0.0386169648979174,-0.208742227105332,-0.0714825474312588,0.0247557190908164,-0.306321689531023,0.0302034306747347,0.065398320780861,0.116536796365061,0.177116472390329,0.282781548565841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.0460148391981279,-0.187733316188259,0.0896577677972942,-0.49658889156306,-0.329408035081577,0.0338562564056845,-0.0198448473621045,-0.135053509577446,-0.287298080751664,-0.157241506291714,-0.0742398517111296,0.10474817606855,-0.372702332101542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,-0.0593284196298502,-0.185091779748941,0.0257393368630337,-0.423514513715766,0.078107219705812,0.149675037521523,0.235777454891017,0.0567731107632184,0.313994304392761,0.227237935297385,0.264026174990527,0.0379307191304101,0.246976379282467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.275858102565099,0.404402035494018,-0.0672200478655025,0.410124848964053,0.291177804873685,-0.071634232701187,0.0522690476636381,0.107031663765828,8.54131462264332e-05,-0.130760486628321,-0.180003046725008,-0.0466070564909062,-0.637119613660672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.273894408445909,0.574171925679721,0.11962208857756,-0.288933295317327,-1.098618256997,-0.152664533748344,-0.166643624172774,0.343640408899219,-0.132702448654332,-0.412150924155202,-0.437654689663629,-0.314210161084216,-1.39405374102361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.126447188778574,0.342809797338073,-0.0376783996599459,-0.516285741809471,-0.55120553885357,0.13905989117139,-0.201206319987815,0.18803304105876,0.147900318069156,-0.0457560897166239,0.121475461593664,-0.0793629608970041,-0.315988058878792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-0.0435467040589187,-0.0813015639982347,0.037377004735361,0.156845850623597,0.168319140612759,0.151418112609882,0.359115518923222,0.312324737433137,0.0025083962253686,-0.025838943545305,0.109792555056692,0.121471731908948,0.112310068536564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,-0.166513668354412,-0.292820101391008,0.0143595001655099,-0.0234128878836474,0.705005927979647,0.122916394608879,-0.0307489976719608,-0.183618218484555,0.0395217181094393,0.0313747377350689,-0.107599465956737,-0.206044010813828,-0.446025533326752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,-0.2196254244647,-0.0217155592223918,0.0444845257948461,0.173733695738671,0.479434967736926,0.0026454092640865,0.103575916712476,0.172770448241019,0.0474571008743391,-0.0108391070175923,0.0009254731434438,0.179962796945007,-0.38079927848106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,-0.171346075529912,0.348015755719113,0.0608412974250021,-0.721077603161442,-1.10080510282172,-0.0338561370445118,-0.237754018101611,0.031197918191671,0.206961121416092,0.0207148830579069,-0.0560219669922715,-0.102701094287027,-0.366629473106921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2434085864987,0.199461017310813,-0.0554398769165137,0.178296091351122,0.0519052152181663,-0.108168818886379,-0.253866453663005,0.125659153739922,0.082116058402398,-0.0359527469654638,-0.157123082231127,0.0266787787507508,-0.350951590584943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,-0.129605602711539,0.129355178513228,0.0097340461342961,-0.393861211507826,-0.742478085270713,-0.0940802643126022,0.043826069557372,0.167531472168279,0.0894813402301991,-0.0083327562749961,-0.171766725442589,0.0899456529805439,-0.380706475611511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.225101158004433,-0.380072725947885,0.159276575640961,-0.144671289586541,0.631187631549233,0.209731366020006,0.112176649904453,-0.4135621825411,0.0299207997647734,0.0696628757229798,0.10358494340426,-0.0294831371934252,0.734245818686762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
