target,Acid,Anthoc,Brix,BunchN,GrapeW,NDVI06,NDVI08,pH,Polyph,Potass,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
0,-0.0283511050552369,0.324884612334957,0.0113800868209187,0.452693913009225,0.154196917789776,-0.0079812843365719,-0.0664043395618453,0.0090415831519357,0.183618946057388,-0.0161978628602844,-0.162781798504243,0.191803483119924,0.0288023466681061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,-0.424966639604189,-0.743077839817443,0.0763907292277125,0.390590898712884,0.657311895243985,0.260138650191357,0.244953780505225,0.118602429798546,-0.521437552831639,-0.0535033093306849,0.395291694687105,0.0482151800684581,1.14266399176898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0.237951086050043,0.272724498846507,-0.0994396283871321,-0.177305918684712,-0.891403950032442,-0.135778396498241,0.002781038353764,-0.0324602186238321,0.199090909941323,-0.0022684540080967,-0.022130232099616,-0.0953222735555246,-0.23045877642445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,-0.179988374864517,-0.228251821926318,-0.039538159483966,0.214201328264561,0.187615454599681,0.0476585910032118,0.0612087208001439,0.0343128403975437,-0.200720584510337,0.215021754958205,0.0617304666607388,0.0155508471205294,0.262921208810591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.0486257707311413,0.634326725107402,0.177590357978621,0.130870396347494,0.0586352664508781,0.0604267052372133,-0.0700262509749581,0.0550567009010272,0.374861915092465,0.0344069753914276,0.0298758636198022,-0.0982975840716737,-0.237090944830244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0.147179301901022,0.178774763708655,-0.160570088074001,0.562573988976776,0.22489544991858,0.057940107363536,0.25984522972183,-0.0374094632219325,-0.0028398014897799,0.153463425531241,0.141914570133025,0.0072747558623582,-0.0756872899258303,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,-0.0530137295143669,-0.223916181636372,0.007998754383825,-0.575709112279774,-0.544639889103263,-0.139563581085357,-0.0386858721856525,-0.0044136320105734,0.121857802640006,-0.0957161441337585,-0.194631668083291,-0.168829740025705,-0.253637038901107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0.0360950397424274,-0.417605099398406,-0.101587642515401,0.197148127892403,0.42409538782876,0.0780045113403569,-0.009785992074921,-0.0115607726790558,-0.150741329761758,0.0175406011669048,-0.0930858332457862,-0.0810162980934967,0.567826288839382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0.247126883168348,-0.284833582091483,-0.100106698902486,0.379002648363772,0.470879588216797,0.119104225624961,-0.0326088988243458,-0.0729800064270594,-0.0362066482824213,-0.0381904364343403,0.0011477568570992,0.0687359445089098,-0.0459491309714326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.0930374659118835,-0.146552627323234,0.0138325445159483,-0.781569533141876,-1.21963016886429,-0.04260143662056,0.166129986461205,0.0222010087800478,-0.0369898997277701,0.0549576680599712,0.0555260710258348,-0.0369149905982697,-0.318774835808101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,-0.080807702406097,-0.314356844744829,-0.0367942282338688,0.1831709422486,0.532896180526724,0.0434478710103326,0.030958220531443,0.0232870894320255,-0.0707396246444848,-0.0105876418209707,0.108770281307255,-0.115900360462857,0.458503537708641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0518699744259658,0.759198771955604,0.10185824047132,-0.0256302784307913,-0.174977294681233,-0.0233674260723494,-0.0915580660895923,-0.0063073597997157,0.407034305152583,-0.12460890862786,-0.0663521459293654,-0.250024364202716,-0.326013015054699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0.100281062291641,0.0202407744918036,0.0280175639623672,0.391078811701139,0.553352829296622,0.0975053811795154,0.153196181311442,0.0002882958886904,0.0070470986525864,0.122590332475889,0.0250077988182691,0.18746552933917,0.217954314476341,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.153399643666085,0.346836306041196,0.0496177739593694,0.330695547992091,-0.403131312597616,-0.153108711567124,-0.0760820264321319,-0.0526049936112998,0.0949825509589222,-0.138736824584098,-0.079370556792686,-0.195907980788908,-0.856507571341103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.214923536778629,0.343801723427916,0.0420609647151684,0.167534736462621,-0.584884268935293,-0.0924597551100657,-0.194456825193845,-0.0347740401868918,0.184309392559185,0.035990475770684,-0.203341677467673,0.0876903346068937,-0.843465887268977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0.0966273724252646,0.777948746261123,0.0707851997150098,-0.410139858980571,-0.872438017658,-0.0793979734061843,-0.021164965017089,-0.0412184374064292,0.311325137207007,0.0367386051900957,-0.0357627957318236,-0.212007492846372,-0.223219405957338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.034785609948874,0.591550229187199,0.0551742118865677,-0.107054220988373,-0.872200873262401,-0.0604731438645144,-0.248646862954399,0.005344290521468,0.400389578744935,0.0847386954040092,-0.15680322064674,-0.288698426104076,-0.715717738466784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0.0084684219413404,0.473765232624347,0.0243015613531994,-0.21545079052898,-0.315287437108486,0.0514294789339486,-0.199695715024483,-0.0168510567725511,0.178042126199469,0.0071526272725779,-0.184488969718441,-0.286088688396674,-0.701297419422168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0529990744307294,0.234344208891751,0.089300031902525,-0.743307404975865,-0.849793886349471,0.021574047282102,-0.175528690250247,-0.0060007485378177,0.135425485477123,-0.105870545945711,0.0321770441167041,-0.492794308519819,-0.653103177260025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0.160712040226373,0.602958089968469,0.0263474197797228,-0.781739649661337,-1.13291469560498,0.10102648859385,-0.394189182859889,-0.0822624032141409,0.343311728731925,-0.105788438894326,-0.173141750634924,-0.0402326415105328,-1.00408586478188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.0486307590299512,0.506523820808623,0.0244298988208576,-0.670111114068712,0.0170996215586839,0.0279757515089228,0.0597061461459877,-0.0183380276984794,0.328619256265428,0.0211033843862663,0.138193370891579,-0.246383898832547,-0.0388761341626577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0.0427735603295941,-0.277022245913057,-0.138374076696159,-0.196011240510812,-0.133457992914841,0.245104475885381,0.250765150858726,-0.0368084782337397,-0.471228304630265,0.116628730914648,0.0609955699886774,-0.0560432772539503,-0.243185207312274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.275186240093216,-0.112700375015655,-0.0781095788329501,0.177853788148434,0.18552588131225,0.0366427497817353,-0.0131508827680938,-0.0533138787637326,0.0537575851294188,-0.00244400112808,-0.154006720116546,-0.0287255483008287,0.111527146204142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,-0.069220535576087,-0.128863022657681,0.0259033520510191,0.0237329932169407,-0.654541481560777,0.0346492661602487,0.202485187803914,0.0336898203693698,0.139281357149685,0.201863775370977,0.0859332056987069,-0.002104137305582,0.101410325167719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0207381883989512,-0.0798399941113502,0.0131710345253678,0.291243556330397,0.122542078957959,0.0363720968565732,0.176183152424124,0.0023726494951433,0.251169440209095,-0.167615591111297,-0.0350803710381951,0.241133143953246,0.0740192125921758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,-0.193059855832867,0.381545183215516,0.0434706745488888,-0.525684475344143,-0.455724927263942,0.0348044235837924,0.0037545306540707,0.0157143448614954,0.200177895603876,-0.14588915741636,-0.0181632953708891,-0.27103039621163,0.155351722402794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,0.0271980852882068,0.169207172615507,0.100495180123503,0.436866331598934,0.108323307763216,0.0131044008692412,-0.0386291224989791,0.0081102617704822,0.365337592747304,0.0527989560746735,-0.0292326931995836,-0.0589286409590859,-0.171277819826768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0.0043820805854124,-0.495987135581091,0.103622836600114,1.31447195865448,0.878616850369248,-0.0943724386756204,0.0825814570398135,0.0077418514619042,-0.510668919070731,-0.253534404566119,0.121128063023047,0.43117015291917,0.523044533072829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,-0.478187073087359,-0.872171872599452,-0.0530183382171829,0.275969191753486,1.29661119227018,0.187808915410595,0.290236559011493,0.129651339919485,-0.657267139402744,0.345362983333024,0.284483578083937,0.312101466338545,0.799933242931821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,-0.101185142381256,-0.0531015796406465,0.058051359790006,-0.0902185035748707,-0.202046724750309,0.0238753713544401,0.194442783822363,0.0475082950050057,0.0740314760995956,0.0850826502312292,-0.137209918546952,0.0846842050206374,0.050128104231039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.17681042227162,0.593535541941044,0.112498621459933,-0.123865706226799,-0.576687069511966,-0.121591332268943,-0.181011289382516,-0.0509009044410527,0.320178462954796,-0.0563239885402226,-0.118655966675596,-0.15214229527516,-0.869420237808427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-0.060992502263086,0.193071659902705,0.0110990181237389,-0.127707217502285,-0.0806995515367038,-0.0844712883981264,0.0317378446512562,0.0503206582209994,0.092209826987822,0.339159274821817,-0.0746007132967439,0.227575615675509,-0.111309056696845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.199528017444024,-0.212089115412422,-0.0150914032193178,-0.206989820220547,-0.646646954921658,0.0655297009632456,0.321452440463576,-0.0340813411477773,-0.153592383059726,-0.193036482009695,0.0228191596142616,-0.385595554330776,-0.0125982822472862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.101042708640997,0.234137457717699,-0.0536190408615946,-0.179264234938339,0.0578907191188634,-0.0191804353057928,-0.125374110718577,-0.0571944974626806,0.0947907777277235,-0.133498510370654,0.0097136627087524,-0.105306697092848,0.14614104575949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.30233211826548,0.462019601377126,0.18416789550092,-0.698396714542627,-1.62514326215676,-0.235509402561464,-0.224306345890229,-0.0283376710522526,0.29750091489902,-0.132499398072731,-0.0239258484558149,-0.226985480479145,-0.612429092002721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.17648075698512,-0.129903680943664,-0.0065848489452788,0.324192923981045,0.533627319740115,-0.0502909813587463,-0.102788474623728,-0.0356458658308374,0.0285156079901517,-0.233173470190014,-0.0036735035876619,-0.35196345735395,-0.117220359842784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,-0.0451479369417202,0.546210062213175,0.0533780675692526,0.303930446490752,-0.454174589503974,0.065389225152031,-0.11996908906031,0.0337354040411178,0.132999127215319,0.0036806093554772,0.12883805378519,0.296737679926831,-0.263868558606184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0.32727474456119,-0.236177532681183,-0.116650977885886,0.187883399719748,0.590512002041552,0.0951791981434201,0.17430300330497,-0.0750060619521803,-0.303349077166507,0.017686290182492,0.152405536638666,0.281648266322326,0.511148002498457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,-0.11321398721973,-0.0245788595600491,-0.0031568648355272,-0.348541250062553,-0.224507342650355,0.115118650013685,0.127335996255002,0.0186028134873114,-0.398113548589948,-0.0533795177472155,0.116248547677268,0.112434437174029,0.444940768403705,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,-0.190329269692609,-0.277005176943742,0.0288019074110847,0.518603030532005,0.160154680238663,-0.0107496948781151,0.0142740811749732,0.0495172220386909,-0.222316566434485,-0.119149594222564,0.0097974608413085,-0.0232179548576577,0.232271886201092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.164910288962109,0.238013448873939,0.105857184631882,-0.12818068622423,0.255506109625278,-0.0520903439847675,-0.119423887182417,0.0499829683127608,0.0647457695458244,-0.0098909171780371,-0.0186303517203837,-0.185886554741776,-0.0637837109851625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0.009847177305726,-0.441793610086039,-0.125624083202893,-0.0600042827309202,0.119050538697235,-0.104970037294464,-0.0513496669296847,0.0007225756389814,-0.271127928874028,-0.0235094765105588,-0.0697047015719041,0.02535149995088,0.439104697716337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,-0.175113476176756,0.221938012570761,0.0817613055614555,0.205455092838946,-0.302031358134406,-0.0625620696618397,-0.251786495158984,0.0619401327687853,0.0335540321864459,0.123257576625692,0.0703464252057777,0.144402940718674,0.097756680107441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.198713724474034,0.029485640666371,-0.0031703803219074,-0.891399346677634,-0.560215779874405,-0.0583507248907072,-0.0609123093981257,-0.067155997469066,-0.0331544336201378,-0.269166249678717,-0.0422388255720113,-0.0456994961515355,0.0086380816542925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,-0.279437047449889,0.0143231693690313,0.127202237215906,-0.122894046463997,-0.274702415350443,0.0709147715556311,0.0106599022432291,0.0973456261554687,0.0826235896217436,0.237685928429997,-0.0056448684734618,-0.0934142320000615,-0.096805435220738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,-0.0934210634772618,0.476920687291158,-0.0146811018523563,-0.281466066755545,-0.119264195027004,-0.0860763871526355,-0.108088734837829,-0.0205237014776593,0.147085029860231,-0.0223136090907276,-0.101795654099464,-0.308799628243618,-0.58561571186917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0.0216124665365055,-0.165560702367319,0.094893393772101,0.0900972038895532,0.383928814937453,0.187776820259476,0.287364218578375,0.0188211497275824,0.201752124569503,0.106850015654027,-0.027850408064065,-0.158800704740011,0.518898924975461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.154193515108552,-0.470135050826301,-0.0808967439044884,-0.232243885995337,0.0528594099797936,0.157323753432266,0.12594761049737,0.0417075648098833,-0.435373784597348,-0.0381755585681265,0.167484352635647,0.303488179810181,0.100901435498075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0.016047616668438,-0.220705681149221,0.0247432842704402,0.206576791815186,0.120509762781994,0.101855567970913,0.241308174612543,0.0225276904741503,0.123493698109997,0.083959616783278,0.23847522025103,0.289023301564705,0.537188598416875,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-0.115540980644591,-0.213298534576522,-0.0889352372221921,0.46001715294551,0.492081555091624,0.0458645805308774,0.0203899823388544,0.0455996351356783,-0.0132467910156374,0.272545999612184,0.0891760615407384,-0.196789831017463,0.34914556893516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.042980320232757,-0.187557021903953,-0.127407783765764,0.385522207146527,0.779035027504115,0.120438938670039,0.200837688341811,0.0261843149097337,0.0930179575279038,0.344349214185154,0.173895851976711,0.300859057595985,0.207294921400314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,-0.0217033102723534,-0.355219465806002,0.0419148488887859,0.462626228577234,0.679336368939048,0.0096214606591675,0.0520330163289184,0.0081676742872775,-0.246505793350101,0.0397539374106747,0.145648450972229,0.188569327443506,0.442253166906866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-0.190081116508813,0.544331913492343,0.0293156928513109,-0.158224711991188,-0.0207361755784327,-0.018464525524993,-0.0434563066565553,0.0708098113015773,0.447735392721081,-0.149949237542886,0.0761499132363148,0.262942634408911,0.0688259026856356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,-0.252351828775099,-0.377363788138525,0.0360940811197706,-0.141243511940328,0.0098196642454131,0.0271680016398762,-0.0109640871557464,0.0794524791716368,-0.343822254352183,-0.0937128233055358,0.0021342906422286,0.0715846272604153,-0.0591193157691032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.136702042560735,0.232245163551545,0.119007241348607,0.0463116423479492,-0.404142869524261,0.0140164165402775,-0.149617292350267,-0.0130528200115277,0.385449758327827,-0.0577976053675025,-0.211905207032037,-0.174500288589002,-0.255210282595613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.0869960383263054,-0.192972893750035,-0.0503138626475041,-0.0603598248164779,0.23525363163509,-0.0777507662203245,-0.0659438010309217,0.0240252089485545,-0.393822056553614,0.122551047256813,-0.207370418224585,-0.077403017274102,-0.334212123259553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0185108066214829,-0.144377075028032,-0.0356156957538573,0.157064113560583,0.0244210361484498,0.0294525123852403,0.0534988612074744,-0.0047913757858545,-0.110974139020644,-0.0479310039284977,-0.0289462802314724,-0.0996802307075555,-0.0677353016429768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.235795244312848,0.244046165137112,0.0304762363467348,-0.323085127495305,-0.137727145319217,0.0631485392650516,-0.0247066175901583,0.0460162131985777,0.298083018134071,-0.0228295079022118,0.181520734808589,0.0812356778640298,-0.0182800923520149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.0825734598851798,0.121962199332631,0.0728304274918128,-0.772273465635033,-0.854522072126324,-0.0372076482627929,0.0896199017652619,0.0285356128760872,0.19277011704929,0.109842730899318,-0.103130060997738,-0.1745522033887,0.0289539369137669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.0838435373360111,0.413868974895916,0.0796019912822831,0.189563049775547,-0.0100000180763685,0.0234302917263604,-0.0822628649935699,-0.0418352292457113,0.258594680197466,0.0555841775927168,-0.0146527258721768,-0.416706359169385,-0.451770075386192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.202121884979952,0.0935835337728641,0.017531759450368,0.305668626748547,-0.264042781409675,-0.0539847278653487,0.119288795280838,-0.022931996680976,0.226894590711957,-0.0263300007868848,0.0982182060640205,0.0176386994984221,0.0958865780595164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0.0012086417432893,0.302242219661293,-0.0777514348934842,-0.129414096536072,-0.0422795503258213,-0.0313538577783644,0.0107446976816013,-0.0306140192883522,0.0952221880237415,-0.322597230322884,0.0097967808919476,0.164931170109795,-0.128739863317004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,-0.177966551220476,-0.866867623666481,-0.0670667752929776,-0.987969938514948,0.0528628865526727,0.160287090183232,0.288095570261772,0.0327082341341717,-0.550485213223364,-0.121469160988775,0.16728451060421,-0.0507345229045965,0.515238883206379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,-0.0032119203503038,0.439617495015184,0.0386526365544382,0.229239038492946,0.488299967303417,0.233875181331176,-0.0582401559015465,-0.0082503021719475,0.147239490960826,0.177553856725518,-0.160978709902374,-0.0408127287328133,-0.815043721924632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.008353578824806,0.214769444266641,0.256339671490762,0.0888880937320745,-0.568383767035408,-0.160168539449293,-0.0411491180403688,0.0463463567879702,0.0052129661347799,0.017095422725276,-0.0618519794988805,-0.165864481330753,-0.31813260208605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0.0478608603761672,-0.759921474903555,-0.134741001343843,0.524549965747637,0.955535689553566,0.0559090319158736,0.0384473423042516,-0.0261786829219053,-0.422478013696558,-0.0322182168771148,0.128079589681768,0.350092752508424,0.749216436510318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,-0.274678632070637,-0.0205171463820593,0.0032232904076048,-0.507399701470528,-0.433160544592503,-0.129317179324355,0.0247196136732686,0.0291441530836865,-0.0897454720171828,-0.0946533142016848,-0.141997017600819,-0.261724388489178,-0.26284253849317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,-0.213578439264623,-0.18754419284693,-0.0004368573293703,-0.271146651711886,0.380844113483684,0.117632104764655,0.285392130536301,0.0367473428658767,-0.103706057111476,0.0174897188306617,0.122627533356899,-0.0944675522765071,0.49719760157242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.142223646971298,-0.0485923426560344,0.0668726382124827,-0.283920218535513,0.0009698987319125,0.0611561992891693,-0.178375178619985,-0.0023327493277087,-0.0537613560723028,0.134988403375681,-0.0335128046095939,-0.0424744989282454,-0.0690016739053559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0818093093494425,0.570504176469022,0.126515867975068,0.194239422466739,-0.524906934371147,-0.0318851996966277,0.0748753793909653,0.064416575372331,0.531040713376197,-0.123002448031808,0.0566566038694043,0.114748578062834,0.0297612410578754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0531049329744883,0.52394228564059,0.0473783502183195,0.364332245251631,-0.352567830900468,-0.117132726011144,-0.182600470669292,-0.0494292729455679,0.0149827497425988,-0.211760815977857,-0.286484123598991,-0.185979238730004,-0.921661352248817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0462916280341803,-0.0499310796380442,0.0380667138236796,0.217804225526926,0.397046512964726,0.110523478162883,0.278202040735031,0.040780517982787,-0.0835890119697923,0.19203200844862,-0.0578278364212096,0.30414251284123,-0.225158041543402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.124803368141251,0.194309301194849,0.0898475393600671,-0.532683151225385,-1.05188192478161,-0.173667627713106,-0.0770761351363911,-0.0187273506709109,-0.0646085176533199,0.0203014188393075,-0.198975340092139,-0.213382668475803,-0.807489945416645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0291398024643955,-0.152589727930558,-0.108891425747943,0.700205078962739,0.679833824008505,0.0654369104574205,0.191796141559084,-0.0414090935951599,-0.0349411161205178,-0.17236468789123,0.0038584840912413,0.0591447455751697,0.303045930901044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0.238239475960787,0.221250783984166,-0.0448699080342266,0.14368842028875,0.560153511910913,0.0442416599983875,-0.153652407038353,-0.0706709590834676,0.308634182354366,0.105248986106821,-0.0153570214586517,-0.0863355658977464,-0.23856241530171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0109190846825724,0.133836942786326,-0.144556622060034,-0.256942687499188,-0.193913969195464,-0.0536132928731443,0.0334352887872524,-0.0163976358188311,0.188266445017812,0.0045243270443952,0.0208760394284514,-0.139097853759276,-0.158965550554471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.0572646266104605,0.345288679691186,0.0570025034145135,-0.120838545015469,-0.480238768418002,-0.0855395563606983,-0.0608746212493582,0.0210040813347999,0.0047668869212779,0.0679898936524594,-0.209743439919913,0.0266245607656936,-0.634651059255164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0.0948607938878891,-0.37195059840116,-0.0472257758359849,0.345862565173634,-0.0978366914419253,-0.151136116647685,-0.0398466187537972,-0.0209764701897067,-0.343141037065746,-0.159555697295946,0.049139783683451,0.0026480922276127,0.243775453712891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,-0.0444432567811002,-0.638186452299789,0.0494162393152672,0.20196460940012,0.631728784434104,0.0068138491794864,0.0690890977047445,0.0355471661148888,-0.365559326843271,0.0500014571681095,-0.172369507610373,-0.111987471471432,-0.0280382237050051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
