target,Acid,Anthoc,Brix,BunchN,GrapeW,NDVI06,pH,Polyph,Potass,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
2,-0.0690803410541101,0.0704389622531844,0.0210655961313685,0.0691989434090879,-0.581901788816537,0.091481497756421,0.0407648836648812,0.0666155698462141,0.180723443135943,-0.185310898696541,-0.0916971857216804,-0.0227127647722063,-0.540781993769647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.153310458038115,0.18308678594672,0.0839372018595258,-0.189560844311093,-0.216240568983325,-0.0298354327197961,0.0694570126783294,0.362426852103792,0.150082847874609,0.131476616606868,0.0154127123800172,0.292914259457938,-0.0775620374174233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,-0.238039485171661,-0.656197230006284,-0.0226137449647419,0.147707241202589,0.876623146207753,0.144183685091017,0.0775737817947257,-0.612191230717147,0.326902841848992,0.298409056447107,0.220241475612328,0.203449171085874,0.655307595982743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0.0777152788732058,0.291075819888554,-0.0797941492604228,-0.718563234642899,-0.719797855825344,0.0289315264323257,-0.0137759435795633,0.149559652058012,0.145017356060519,-0.0338747166986198,-0.0601749887583495,-0.0936422244334276,0.238137058350761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0169948398951821,-0.0034079475717379,0.0872249208272619,-0.0397097829022677,-0.239365182821146,-0.0137531840501069,-0.0058091438918331,0.184073764748608,-0.0771230460105012,-0.114649313781813,-0.0856811318596659,-0.296891984462056,-0.581641757725201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0.0968535654550453,-0.347717831341582,-0.150036437073997,0.490544899475787,0.309805193428653,-0.0843778705531349,-0.0284159203744194,-0.190143590533476,0.0078824392406704,-0.0072698499942601,-0.0423197806600467,0.152069911176374,-0.167363220402336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0.0559310798271712,-0.923845591584167,-0.142838783122718,0.512434951454737,1.08159625675114,-0.0523811116501463,-0.0535670352420654,-0.551730374120655,-0.328402376325938,0.007025837210083,0.0236288254331356,-0.127829268283423,0.763704425376188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0749603670104842,0.261048853600201,0.0657055064046806,-0.028442210204423,-0.255655922818047,-0.0505516744016274,-0.0304355393142582,0.0895988208095222,0.200196486065803,0.0552971632385545,-0.0769839275040715,0.0951673824932187,0.124487475999616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.317829924254407,0.388867633637475,0.0385090615649542,-0.0936472093823035,-0.771833609387762,0.0951406760659698,-0.0358418373943378,0.608135112543094,-0.15056353289687,-0.0902264115231782,-0.0751945682894096,-0.212403186636806,-0.24027393901487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.17151782126154,0.593428211066565,-0.0241428753820977,0.0082618989912003,-0.125392334599641,0.0551338446136639,-0.0783214633353171,0.355864868981836,-0.10087896337628,-0.187475589976524,-0.142615514701986,-0.0056304717608502,-0.687127811681288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,-0.184540305640894,0.426038609135368,0.0802416285984081,0.12929531631706,0.851281261788294,0.215116909263392,0.0672286358813735,0.338347597854164,0.0937030161254098,0.0788703171470989,0.201887699466458,0.31117556284624,0.662418365607638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.183464352089007,0.324923379336966,0.0135742590259014,-0.429825894525577,-1.45875481769824,-0.0920416987352893,-0.0374439328676858,0.41472115551813,0.0617933550010726,-0.144685177340253,0.0429594454690703,-0.244668391215954,-0.268633578804709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.0203817548543638,0.236137120224908,0.0137806803021506,-0.320123422891279,-0.86087726236514,-0.125980246481443,0.0018716153252474,0.256689981468213,0.0894286544611526,-0.160432541496241,-0.232086977751434,0.0312873751219074,-0.528819530470642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0.0569075004876503,0.255642969119241,0.0779918757319808,-0.124099644471711,0.02344120295804,-0.0008882713656616,0.0072726766156086,0.278282022142941,-0.241372202908735,0.127039997802267,0.0296261002040534,-0.0601545396388769,0.166761401162232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0.0322173442591959,0.0838217715720021,0.0427980157720076,-0.012216263950789,-0.219181336593903,-0.113324490115349,0.0291522862765967,0.075374395936867,0.127409451550969,-0.0832092420905262,-0.0935599996765393,-0.147619904689116,-0.43809305026574,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0742734568460112,0.606060364381569,0.074055354326491,0.0167046811016484,-0.325421916718131,-0.042940186871697,-0.0113853203153745,0.25883706167756,-0.0807556825901131,-0.0782183197735253,-0.0838354336784186,-0.0901510379336126,-0.165840507750709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0.106897891952555,0.396080389140108,0.0543263734722887,-0.78483354003346,-1.54917901512066,-0.0563932140620681,-0.0175489189066857,-0.0871963302902389,0.100011327569429,-0.0667262274185772,0.0020657843234921,-0.13455343676807,-0.427304548678419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,-0.0439257661765891,-0.135674152666208,0.0211351431791127,-0.576357659980582,-0.0011805165302526,0.148468318264695,0.0226067849083013,-0.0396595885450145,-0.144182152643086,-0.0069221433072728,0.0318008476549148,-0.244928712132168,0.0139562623120491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,0.0115839443757575,0.557927734292917,0.106773221911377,0.420301356086939,0.268137725028896,0.151491178783285,0.0473167223022849,0.40253868614709,0.1271096988465,0.124781234326412,0.101392480776554,0.401926027957632,0.16117276153115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0.0083296836067743,-0.241767445217964,-0.0256271855325366,-0.145271201754968,0.462424354018319,0.0485111697182979,0.0012373066994867,-0.173940892549431,-0.0037502325877015,-0.08578118375335,0.0339467982472238,-0.0220697876263621,-0.199524618320471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,-0.0144257450648772,0.157611776920259,0.0672732697103152,0.0144930892440198,0.271136737693728,-0.0139367534936157,-0.0125723441944362,-0.0260282731293275,-0.104916946519419,0.0739252093502406,0.0625590418084924,-0.086326443307346,-0.0464546625968447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0.0006458739184773,-0.331546100427084,-0.0353970938547615,-0.209460465881584,0.102725128934824,-0.0202219887950126,0.0213251692857225,-0.230463013201784,0.186931657150386,0.0662473985579643,-0.0181490691637715,-0.160823978784069,-0.252192050017161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,-0.158854793466968,-0.0416802131783716,0.0130228042319884,0.109164742542091,0.330573949331186,0.215273561289873,0.048808438824035,-0.268784804201291,-0.0394874439361365,0.0875449975195178,0.148634841226475,-0.183496528026692,0.368965725289572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.28327824284352,0.269385387351711,0.118546068333314,-0.139322420006868,-0.253025369258664,-0.0958893643881535,0.0693073696287202,0.202676739102587,0.0419471535919479,0.0474519506786954,-0.0618871385593944,0.0879041653466983,0.604467430161246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0.140223958828377,-0.312082294815059,-0.0008161718318524,-0.304230668253547,-0.643467885933512,0.0668873728896907,-0.0560866935991297,-0.481158148757364,-0.111541162979847,-0.057129098923318,-0.0828392194677317,0.0652472941501284,-0.0452687580452642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.194127921408711,0.314408943030029,-0.0150819248606622,0.343975015369089,0.569814402863468,0.0542478359136837,-0.045279049778138,-0.063923732308857,-0.0583934507066759,0.0822018090041919,0.0283267546231155,-0.114013676666253,-0.316758187663929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,-0.347984817056419,0.55195326158778,0.0685584839998135,-0.048048777032287,0.263936599957332,0.0105853812416457,0.106784264269763,0.151068383326743,0.0821414181743587,0.237052379954826,0.241501852335598,0.286767019356237,0.83703574108039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0904443093658212,0.200950320106281,0.100807646585242,-0.473291786415605,-0.842164742407113,-0.006939712028873,-0.0147257588698229,0.0194509488996024,-0.0352432874358411,-0.142628826330607,-0.153514488367002,-0.546626886426627,-0.593205859293811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0.276937163406231,0.136577620384457,-0.106853038003387,0.210823657942906,0.170141833305343,-0.0595889378533821,-0.108952634527358,0.0442776004721203,-0.119630852365563,-0.23289992183465,-0.141797446803169,-0.27379381102147,-0.825143776879747,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0.379774735400945,0.160946770573682,-0.246832585470125,-0.117532876532872,-0.682630129720869,-0.410407105846511,-0.143258582322965,0.136191725287128,-0.388059902356335,-0.369122491630443,-0.378594120952778,-0.312659188394647,-1.36309614322627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0.0938455310927402,0.176625543723162,-0.167900791789067,-0.192144016947903,0.231677509386408,0.0854643690942567,-0.0562965857423844,0.205118359396336,0.177344149975169,0.0799538825424216,0.168000891296971,0.0027295987120993,0.253511057953008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.0733617300987053,0.295664852858274,-0.0272537979665266,-0.690042468910396,0.209061739197362,0.162876309525274,-0.0025941463639839,-0.0745779426944501,-0.27569805998609,0.0516973757782197,0.171329119105449,-0.380575344168955,0.589085899113923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.174568903384319,0.351082514281815,-0.0541872086486768,-0.0030714648234245,0.101052069324195,0.0270599751117527,-0.0168717072853589,0.319303381965676,-0.152039837429678,-0.0013224630367022,0.0292902826795499,-0.146717063977274,-0.0790649567525043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.005552122827966,-0.142680292972701,0.157559364262344,0.30497029884543,0.218856898715559,0.155292487784154,0.0304019652004333,-0.0703205873861484,-0.153265041530107,0.0572101646511074,0.082687170228822,0.176004797737932,0.319577306525956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.103472186264782,1.22713608489364,0.1504269116698,-0.481664889892965,-0.908067511514708,-0.129505661791978,-0.0044251089465572,0.529223883561268,0.164835530686561,-0.0742188804673673,-0.148076861864047,-0.218890677581887,-0.754029616395617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0.030684813897575,-0.365537479109044,-0.115804118566422,-0.175642995079272,-0.096039958239794,-0.0490395150685833,-0.0500424732031167,0.0379668454137093,-0.221197394370736,-0.0591057170096829,0.0933330878161425,-0.0776129409076097,0.389612302435148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,-0.0420043634149438,-0.287196413546938,0.0449090115523992,0.233642374424034,0.278417649588425,0.123213735754615,0.0325727378885593,-0.125680977101497,0.284371028362693,0.193001330359842,0.223269375800899,0.0652349223272875,0.551392762958067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.14331476787452,0.0596621484826278,-0.0671404283413281,-0.213038718974674,-0.130377920312563,0.0793489742982574,0.0236202893604809,-0.02125261220023,0.166292884810541,-0.0225594881716384,0.0035875352351854,-0.357168884180716,0.146526162307352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0687417904561925,0.223236247475499,-0.0027537571850909,-0.398811480492807,-0.582831541812327,-0.0642788583310738,-0.0519867772404847,0.190319754689189,-0.12722907581956,-0.0324888522668467,0.0393239041161125,-0.122171363508504,-0.151515157608115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.201658063594184,0.270880250683237,-0.0977092370115287,-0.146142735173033,0.541693375158063,0.0466706379588593,0.0220671187959039,-0.117005123448334,0.139782804778529,-0.0127224313051977,-0.0410616797937409,-0.234394979547467,-0.568415474702181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.155459893623534,0.393627060344666,0.0341457732974053,0.268572118231812,-0.0637041253071401,-0.127931787338639,-0.0586446793115767,0.10214699444296,0.0157044892717365,-0.191054633477606,-0.21937535084049,-0.0453481768061261,-0.334341110411521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.2790886359354,-0.196679958568761,0.044965231927813,-0.545208734333398,-0.538518451004838,0.122087493739333,0.078914209264546,-0.315769674639818,0.0646795853542042,0.135313257089749,0.0945389840487109,-0.154025277232473,0.266572619631492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.245985068418472,0.0994889694542056,0.0133367051384138,-1.138209836506,-1.30300054396234,-0.155878814809515,-0.0630936178651451,0.26132574786259,-0.0223791546749553,-0.188072188893677,-0.243269843165053,-0.366200601673893,-0.287999172613218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0.223798917322183,-0.854923995533284,-0.27951022966272,0.0418469181755163,0.876086235964049,0.104126516478058,-0.108352594546296,-0.530950111227786,-0.114039434968129,-0.0433498060088179,0.0200852440506806,-0.0969413385422416,0.218184008961228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0.0700655525466468,-0.0812387235908085,0.0440123834898643,-0.296024296650106,0.0828124392542799,0.0249303215118122,-0.0739325372255121,-0.107509369315249,-0.278603737388689,-0.339297262008299,-0.0831351234742149,-0.0565648545981953,-0.465712340049907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.287762610488795,0.14923274611338,-0.0395025751922674,-0.11958651061044,-0.880368839824454,-0.144488111734254,-0.110759368585497,-0.0941217613625349,-0.132808851771872,-0.278513520329591,-0.239251612003185,-0.032452393335291,-0.913546068813508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0293699753879396,0.891745791196501,0.128759382859188,0.370262234600429,-0.293667436062029,-0.172813820162839,-0.0140575221739078,0.674910067810053,0.158207500640211,-0.116447396635628,-0.156682929132548,-0.0860304878629663,-0.544989209812915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.10118288366663,0.354861689875963,0.133102417135398,-0.489816063040033,-1.1350784617025,-0.133249878408952,0.0060494220655317,0.0702365880054653,0.0884843235226509,-0.152943272119696,0.0882145161649045,-0.285777000789934,-0.427350716811412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0695199261136547,0.477709958149981,-0.141154701250127,-0.54814510623255,-1.16318427358233,-0.0769718847979625,-0.0868557444404092,0.15384081435599,0.0143410986001093,-0.114712578010855,-0.167797290177186,-0.248516127996311,-1.03386257284074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0934318770981566,-0.10940884220969,-0.0299432699971248,-0.126592512500518,-0.856193667729918,0.0577122519412657,0.0085378178591983,-0.12600384481635,-0.0417089956804789,-0.0281000437623207,-0.0540473091991061,0.256212894606586,-0.0746274747375707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.117399628262419,0.386844486902491,-0.130971323448628,-0.188606704004362,-0.072499629532489,-0.0080379512378029,-0.0518060263772465,0.101252529219481,-0.223512723870694,-0.124488595176432,-0.194842157798157,-0.0595326714647938,-0.322399998306693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-0.110495261551896,-0.0843089764534927,-0.0162016952637926,-0.258886291276605,-0.196826949429735,0.0598340101446535,0.0078574153731298,-0.217575456903511,0.0358076997552486,-0.01608899316494,-0.0154456779168498,0.0962404592910014,0.0435049874754187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0.0701596673957065,0.0715647262566543,-0.0684107124717409,0.54916844245011,0.0142862449163059,-0.0255522107949363,-0.0051207273700834,0.0991626355750493,-0.0192785027518024,-0.0374371740823433,-0.0458876489606095,0.276714718536578,-0.146175062343355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,-0.0871604643635708,-0.0898164389237497,0.0059941347862075,0.23944546472776,0.434789774695422,-0.117879565193202,0.0453976398756979,0.105500344817972,-0.0424595740327998,0.123176881335161,0.102377924634072,0.117396893025213,0.300511148629525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.206873705370967,0.0537996345502194,0.0117535360268354,0.523077227503805,0.0678192872016015,-0.032770360499667,-0.0386931997955616,0.298435313502887,0.0089063068526737,-0.004682166842149,-0.0416686356431361,0.022491103600978,0.31781413598672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,-0.285986595664416,-0.670767313224839,0.120733380440427,0.0953096059041752,0.527716164303543,0.251166556332833,0.107467192480549,-0.288930216160216,-0.0559382225947103,0.0488926346239334,0.295337309575287,0.0661016830595413,0.753773190718082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0.0144248337701915,0.436459080329925,0.0049083632421062,-0.291879555830799,-0.899837635503034,0.0292868497083454,0.0185897983030543,0.426873958536932,-0.0567396171760677,0.139193404992245,0.0010161652835978,0.021440360235503,-0.554410967101874,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,-0.0857274639998228,-0.3326290517345,-0.0718909049472816,-0.418830099372391,0.328347087733311,0.15543242101036,0.0415070927497816,-0.0416977774739898,0.103358191515935,0.19777357186838,0.21041138571955,-0.14149263462265,0.755077878386677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.0239311017534019,-0.433798312241919,0.052644956485683,0.0864295062065007,0.378420532523317,0.0329423917239433,0.0135200443500566,-0.06633592425376,-0.15169077263928,0.0104280760039071,0.0161145961982468,-0.149893192252086,0.299207151511086,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,-0.0743838846380513,0.135021772523274,-0.0369596002014943,0.520499396128706,0.2863585613363,0.0368718163212158,0.0378021868987677,0.117032511437667,-0.0338606949821743,0.0724109531532199,0.0955157936293888,-0.0355237617393748,0.222316969925923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,0.0368093575937803,0.0300403954415164,0.0782686125732149,0.300801790605603,-0.0910193611591387,0.0243552974374704,0.0125362784814832,0.173507307152847,-0.048438055541878,0.0104165666014705,0.0217545221223928,0.255385493897461,0.373316003595584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.28020064916958,0.308207118369066,0.0190101830671018,-0.190437230908357,-0.328920714808715,-0.174656141039879,-0.0365345940861447,0.571682280158931,-0.0981072113903465,-0.229975783215567,-0.123740032097946,-0.0570682298393711,-0.54247588930163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0545454713308278,0.319478361580947,0.0208621451670459,-0.0101302779979792,0.359543843285969,-0.240289073911901,-0.0199276938301191,0.283922703618631,0.0052749564344712,-0.105914491624253,-0.149800003370254,-0.241266420452784,0.0288085990505241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0411252901608332,-0.158830001710804,-0.189032635282387,-0.389179949221844,0.822173146329824,0.0363347743231272,-0.0580447457849712,-0.405916345124404,0.121936233952311,0.169838987718264,0.0530181590161842,-0.0307404816863041,0.326199210702514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0837387146752294,-0.242460048790284,0.0823122264234262,-0.0288493318753147,0.08739210310814,0.209128588642306,0.0337278013831095,-0.351180821845654,-0.172892020618548,0.0512742458625979,0.0434891889341483,0.348907652931549,0.108796152199175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,-0.0676973986909332,-0.348194227125978,-0.0419812928662707,0.486385244162935,1.0238776494267,0.191361354197033,0.0156868485596283,-0.167393522718168,0.06978385736694,0.157725120080066,0.113064932357678,0.0088655087525517,0.584782479454567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.02776911888755,-0.129180388670102,0.0711302757673527,0.0301815212805295,0.0730971303345386,0.14574935826663,0.0067854574071308,-0.134067067607031,-0.074249592765616,-0.0010239864614571,0.064754618666366,0.0051792290341281,-0.396574079125144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.0401016640082462,0.147790811314072,-0.0003224486023052,-0.789726313325774,-0.730862526410548,0.125083715367365,-0.0131800982821155,-0.293831422021947,0.105047966401721,-0.145175775519239,-0.0864443693459954,-0.333607142049131,-0.373384393274389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0.071512103403948,0.29705958658475,0.100473985553449,-0.187835791186306,-0.167283314212658,-0.016728135726767,0.0093847933422261,0.263569909971164,0.283033269332585,-0.282452214533964,-0.222378380980326,-0.209897840264322,-0.906464119339971,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0.122235773083458,0.257488311506947,-0.0712608010472267,0.372268472213579,0.526422657201291,-0.169610211685672,-0.0596358912499819,0.0493426530017574,0.0923334595140996,-0.0357328883896057,-0.0577204738512197,-0.201663602370248,-0.503052098058708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.087521524835754,0.130372641685205,-0.0475812985762227,0.0931261533870495,0.708332537468265,0.0848891169723681,-0.0185083914464023,0.0803293755462993,-0.0432737311039268,0.0921943297252042,-0.0615590225831924,0.0376979707769333,0.354035891876997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.112617209410099,-0.745407251452758,-0.0272034238185867,0.246844107240153,0.808593845327133,0.19457942756377,0.0440510446562753,-0.465633495379803,0.0518160393740347,0.217776973376051,0.218108154982997,-0.0233121172872194,0.635024804353259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0007849875867291,-0.0951171987135096,-0.053033613323612,0.26060860713723,0.779809352053363,-0.0092384049080048,0.0366329781813562,0.0763610620834374,0.118230688663252,0.19371079684359,0.175870766593353,0.361861282578319,0.679787779628451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.101908163979924,0.223937554284042,-0.0377798623935071,-0.633132937566181,-0.521725590723018,-0.0133663678330567,-0.0316128348099922,0.0016476251626544,-0.0474120137737891,-0.095624448139694,-0.12034737144206,-0.277305709913628,-0.0213568263245124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.0340848993212356,0.309493995754086,0.0981715247456496,-0.654359968463404,-0.452169974629258,-0.0023503047544289,0.0204580969221366,0.306250395352254,-0.0191423825729665,0.0130625041090037,0.240744459719475,0.112539537729177,0.155121123749654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.113071455257139,0.37113534202171,0.197115303579664,-0.632086518680906,-0.431670705141594,0.0405606280890054,-0.0032919681077548,0.156776674162588,0.164461592510074,-0.0675206149411589,-0.319254580642737,-0.220608053006396,-0.491592039360378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0.0464976482768158,0.409771558178858,0.0681604632235374,0.319049018884407,0.485539520382873,-0.0459223235643954,-0.0159470889779958,0.0563697182517109,0.243127024518611,-0.000695664074576,0.0144664883179362,0.0674016962328968,-0.0332431789390406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0.0334401862351514,0.194061853286485,0.0236467178388853,-0.26046257109157,0.0037871316965776,0.0437529674483784,-0.0191590917040627,0.218630938770364,-0.205253600505881,0.072368067704901,0.137542904472554,-0.14340159396683,0.0321543797210131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,-0.124031007312796,-0.881545542027774,-0.0800560087190521,0.437764786118966,0.34526667325003,0.0582156357277695,0.0260794282270743,-0.619789577519324,-0.0389514864911431,0.0641334421184519,-0.013080974709292,0.23621163036569,0.273789467235917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0.0786438578463537,-0.0018897119754478,0.0246351491606683,-0.523788165009715,-0.532949171248737,-0.106253790459093,-0.0377455910243499,0.0785941283372405,0.0496694768169388,-0.156884542300198,-0.0255600500020161,-0.147745142538886,-0.484254539997911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,-0.0441541255010888,-0.552299177176981,-0.192757182943799,-0.12259991886075,0.760856879503228,0.0086001618439992,-0.0269392331810793,-0.420541887212306,0.0229850305420106,0.16117854775998,0.0664505623383733,-0.0644634371074543,0.129791990842508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.252079671055565,0.308151398630285,0.0175287509146845,0.225977234740247,0.253186306533504,-0.165874309729938,-0.0350334510552412,0.300974553824824,-0.028371212693712,-0.0547956525519966,-0.050663309146516,-0.2134247911063,-0.316742141340438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
