target,Acid,Anthoc,Brix,BunchN,GrapeW,NDVI06,NDVI08,pH,Potass,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
5,0.0752755536502383,0.298120830276706,0.0682991617847501,-0.178555849902043,-0.64267202705705,-0.0621979484774054,-0.0984513638942559,-0.0187083325470863,0.0602871520416172,-0.0757806741667805,-0.0128458636989182,-0.0957961634140515,-0.356484322135578,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.256116176426882,-0.41164484184157,0.0177719255294551,-0.127884793673185,0.0374398139527341,0.0143056584107943,0.0559172174358432,0.0762453985920102,-0.0041182596208815,0.111001569194574,0.234200362959917,0.204844590556685,0.153976712160631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,-0.0377454481595528,0.298167141341522,0.0367730241062613,-0.376446063396788,-0.644954384009912,-0.0105141340677136,-0.0769342884512078,0.0071276124020479,-0.0314411741364494,-0.157447154261253,-0.0137650370788541,-0.0722182988656827,-0.0465852865955163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0845914255671863,-0.790806249888437,-0.165404702084919,0.0243791139979967,0.82308931888148,-0.0179718357454552,0.308787403946546,-0.0263286390516959,-0.181440193768069,0.0682527190393132,0.0883489153587433,-0.0749402105659701,0.839118063835661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,-0.196131651578777,0.470073596323711,0.188949765625208,-0.819294528988361,-1.33921635405063,-0.015911669241209,-0.0296463894715098,0.0757421062913498,0.0091129770518624,-0.0613343073174075,0.0803649945993394,-0.0738630050177735,-0.129519565764886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,-0.100880911424379,0.12974501369466,-0.0161950842267307,0.0272565663548252,0.177560619176305,0.122749677852533,0.237942722170187,0.0034361615732997,-0.136437990897196,-0.0329299939356966,0.0980779099162253,-0.223333505936365,-0.397801653415831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0528996593162958,-0.159491471950938,0.0053538700915388,-0.624027613482935,-0.702493488129951,-0.130583583513759,-0.107792889934817,-0.0198018640734792,0.18300201663696,-0.191245106188704,-0.175168614576764,-0.0536109940159649,-0.233501163131856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,-0.0443207173436398,0.419845899745534,0.0226604333688031,-0.226592002491828,0.301335292181654,0.0744178013073478,0.0211111044189989,0.0178127060742671,-0.106106701956513,0.0280926206077427,-0.0069178642680811,0.120324770148779,0.392270339549926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0.0307686661244773,0.252452793652866,0.127565972371334,-0.286202892617635,-1.06517347766501,-0.204604929138047,-0.0943246096126654,0.0084950077222729,0.235481448889263,0.0408434540508686,-0.0140766531934853,-0.241252649035212,-0.373248721883531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0.117680612333541,0.193034401668772,-0.111358965315006,0.154688003200954,0.320210217929942,-0.0691286661811622,-0.0546269853929016,-0.0282707179348048,-0.0343860860199891,0.0224633607556427,-0.224861608589659,0.117147840736429,-0.0627054689494261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,-0.158311597502242,0.215899159356667,0.0714200191356072,-0.406151467354756,-0.988056299434524,-0.0385467039649715,-0.0895782250819307,0.0304329714378318,0.119477566500743,-0.113718277949773,-0.21095550375066,0.365655141828096,-0.804974888792587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,-0.0351831728105333,0.134311202022164,0.0516906068736518,-0.0030000143512313,-0.354273009798063,-0.0419288601829426,-0.0205125551987469,-0.0074810937911478,-0.000306862982197,0.108924444855675,0.0412009667388961,0.22698969616414,0.145798627588663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.166406431801889,-0.624529374616944,-0.041377413413769,1.08522891364459,0.769892152105557,0.0987231458379557,-0.0796125465224598,0.0123367778748153,0.0074754786159092,-0.0099581903406696,0.0556473781011668,0.223419840313874,0.211394260154579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0.0251603241468777,0.0175398916169511,-0.0345338716373356,0.337008135141014,0.523289845460253,-0.0617439430394194,-0.0148784663821266,0.0217303433856658,0.221329783934845,0.0008457577618906,0.0697472799801765,-0.0062553585722182,0.116705865098977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,-0.192852920182189,-0.473653261206989,-0.0775651328129269,-0.14948633357717,0.233810944298047,0.0956928363044029,-0.0361069398177996,0.0191602681247675,0.1494900297467,0.0587244630671767,0.0057827741144387,-0.146482756025873,-0.0860855577678789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0286391216556046,0.311846087105861,0.127068468906857,0.0107958654978317,0.359581381278423,0.0069058096580945,-0.0310379368139715,0.0458554419838321,0.183452894320034,0.14930267774871,0.0669964970393904,0.13149709935976,0.251866721261549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.112723939252606,-0.475773563555729,0.134895936258507,0.439833623512626,0.240828819421376,0.029076022047577,0.0790956196347183,0.0760178779741355,0.0781434915392946,0.130388797217976,0.0842581398609119,-0.0292260177803413,0.748927449849898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-0.0159987436711618,-0.195752563391423,-0.0078757986514912,0.475056916686924,1.38026601151858,0.123239141771079,0.0660631878721136,0.0108138509422325,-0.000260217329033,0.0945613635223034,0.0845851641994594,0.255857939745564,0.566567525684656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.0758025553944996,-0.176630110789663,0.0100908306402622,-0.105237194415512,-0.0983071019394295,-0.130046172020634,-0.0302867706447482,-0.0077052104529024,0.140258279370074,-0.175131233843644,-0.0288901123881551,-0.389721533529641,-0.195601325224944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0.119030742907108,0.257393327930893,-0.0197774863133428,0.041630730458945,-0.839398871410574,-0.0637413673266755,-0.143380039255305,-0.0257794049092905,-0.0472043025564943,-0.182834012240916,-0.213685848953459,-0.0071372644473926,-0.892552464083614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,-0.0221237016235607,-0.0766715026905663,-0.066500818329024,-0.33038942508507,-0.356814879976265,0.125389896941251,-0.127963578999371,-0.0057043458855286,0.0714223921635646,0.0681164875738439,0.0394921956359398,0.0118232625206014,-0.183873820768824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.155005194703322,0.346809945408273,0.0590768061852261,-0.970734545406936,-0.446496958945722,-0.0187513163042364,0.0881207923909821,0.0428050444912538,0.151486383156205,-0.0231787622891275,0.0725157868259695,-0.0210450630394212,0.141165526554058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,-0.115978663431302,0.343139160795933,0.152077837869284,-0.270028575396889,-0.228537380796462,0.0838514296565328,0.0784877203030682,0.0608905637429937,0.160853143844727,-0.0459973691155341,0.0380463969343254,-0.140305948492839,-0.0119801022095932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-0.059385788505647,-0.132225976524886,0.0376321342067773,0.403286319492901,0.231678077304479,0.0617059305175234,-0.0586054464163611,0.0106808998578329,-0.119202240342806,0.0147493912586395,-0.049389018001879,0.264996738145241,0.279414840077102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,-0.0329481071463513,0.0773918392362366,0.0037967866143632,0.387629132613247,0.970635886850032,0.0741968153895669,0.0009702684804444,0.0179603326223014,0.17521443761042,0.0496703530116761,0.111289812500463,0.03650322510957,0.552586168988613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-0.0985006938372376,0.364147350745584,0.0036944862948876,-0.346984532424235,-0.210190300434239,0.0466698573041195,0.0181904382819376,0.0452915473063979,0.300080313838234,0.0476012793665637,-0.034458821975681,-0.112491721570624,0.0158794516323587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0.203969364457061,-0.263099880513935,-0.0442781352809643,0.352943926978029,0.1014205917906,-0.0778041192578201,-0.0891046163419689,-0.0088224008951406,0.178250939442683,0.0419340618650646,0.191035433091531,-0.0067422864156448,-0.0502701196063431,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,-0.028399290145336,-0.0101755564982028,0.108557299838917,-0.571533020667469,-1.17062228008526,-0.0762150134869915,-0.0927723155344352,0.004906871651758,-0.02128882966216,-0.0738970433333815,-0.067445925860902,-0.191678177347039,-0.538486653380402,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0.218892878010481,0.0146461416114126,-0.0166536463405405,-0.213457508778569,0.275962714103757,-0.115221771405219,0.0032260006173998,-0.0648247564010177,-0.0624238049986104,-0.116911278634554,-0.0337330231483717,-0.177105818490594,-0.426487605159361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-0.129523910858037,0.0012018211090347,-0.111238094133029,0.343844981637821,1.45446722992762,0.175352830636564,0.260033579457442,0.0323729615469994,0.0958181197749214,0.245562275912371,0.254644619779485,0.299534806386104,0.948801037789456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.039961241030362,-0.615875574057822,-0.195953891111547,0.293087720750079,0.793184061108424,-0.0479654840695729,0.0971141782503286,0.0269791928240115,0.0497907304557996,0.261083738115464,0.0551057144706678,0.281859654865273,0.602570267476484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,-0.0227833037379412,0.770629253261543,0.0515422283182376,-0.0641121128868891,-0.201393811796847,-0.196428938339092,-0.220961056094927,-0.0365372331658534,-0.0181137490005896,-0.0819122509959457,-0.16062713601386,-0.0958523355324919,-0.973574183022481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.289122595818212,0.222035621756114,-0.0707803767330472,0.684769456088764,0.441578834345861,-0.111328503544838,-0.316297124843164,-0.0970201676278446,-0.0566835632214409,-0.186036480378746,-0.225329468742854,-0.164334331766956,-0.78110201569068,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0.100684751919452,0.100166314958944,-0.0248629705412616,-0.375396543046181,-0.435839208717395,-0.093707799470013,0.0198037063528847,-0.0316527767183502,-0.052587721075134,0.0567425643038115,-0.0309161232798814,0.0093843012768069,-0.0140563984064255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,-0.241258687479075,-0.372401348965697,0.0819665204558008,0.283886946031067,0.0753588474013233,0.208774173033477,0.252505134294881,0.08218541622569,-0.0288663853997366,0.185344291257778,0.228231732911563,0.212102416019998,0.69776691335509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0.119970362504404,0.259793252868152,0.0417874840522953,0.113022793752355,-0.494359632722091,-0.17079448632815,-0.145088878592483,-0.0499956101881998,0.0185261774507793,-0.0772421219044791,-0.252419318321019,-0.0779926005352388,-0.65748618807231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.165271221989209,-0.528262751816819,-0.0791872736595801,0.345672199497057,-0.169618661551416,-0.35154714975206,-0.163836086550944,-0.0457271249382882,-0.318906172565291,-0.216321186435974,-0.363961889697391,-0.131566398413123,-1.1284366160908,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.0541885293232261,-0.644484378563805,-0.161948595205741,-0.0137890412797468,0.659234592293105,0.0920034319754654,0.200644247335428,0.0042491323781198,-0.0499426221272587,0.0741786117728133,0.0031105384644385,0.274003685737634,0.147697885268186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0.0504291165430859,-0.243602093186425,-0.0459053382435241,0.177981673462949,0.571907126605943,0.187799654744909,0.180786560991593,0.0181289157743665,-0.0476280314564115,0.0728553894522561,0.145456167207631,-0.211655376177946,0.685391021937628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.0456297410567333,-0.211634708361749,-0.0928475768104349,0.928707795397166,0.280935394911566,-0.0464339788441365,0.0538384527174325,0.0333183332914456,0.0945080090077226,0.0835089845271193,0.0460466327575776,0.353547737670285,0.0607367150198128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0.0763209083414352,0.126975378103343,-0.0622678561383391,-0.415615819716656,-0.193913703188189,-0.067778822952388,0.0019080033519883,-0.0412886389919112,0.0858563170120054,0.0651803320037111,0.161330296328887,-0.140030787013425,-0.246830521302183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0561435581397351,-0.355107458382289,0.0243063285662591,-0.483875479292811,-0.841484426648622,-0.116309625109457,0.0419285279806514,0.0173835707786494,0.0669886367391044,-0.126605847197905,-0.226455181833881,-0.0617243143514346,-0.387247312861773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0.0253524964693295,0.190590744496454,0.0363923889839088,-0.199399288806533,-0.0232260120194742,-0.0500431900436398,0.0369232329414061,-0.0127376969441686,0.145528954876352,-0.107744607359245,-0.0024655353174038,0.0878235742232605,-0.508478058973356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,-0.0390968109947507,0.117939393422191,-0.121918927623751,-0.120943459358652,0.484513162991392,0.0071767522311353,0.154042615224117,-0.0590782017176176,-0.358153364568701,-0.0570065319687618,-0.058316034193693,0.0417836471213629,0.415375853076579,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,-0.0718531703496129,0.0529316834901115,0.0932034486362979,-0.189243852834944,-0.128802980759366,0.085146465967845,0.158706402738721,0.0291944599186555,0.0734044151429133,0.0537077140391796,0.102865875501885,0.258282941316827,0.346417590557473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.0780562593155004,0.0304450793727108,0.0394591034747707,0.201873794599658,-0.726042224005316,-0.0115071619229081,-0.0659115406462031,-0.0249196230513987,0.0123944030914328,-0.0145278776150062,0.046833616536219,0.191690954000739,-0.722333717459155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,-0.0640550666941512,0.227156778782528,-0.0001411534874783,-0.430167677901066,-0.59324881925188,-0.0674423809175549,-0.111562081947714,0.0134871221828081,-0.0365481477729396,0.0304197574308719,0.100394523022075,0.128269245016343,-0.0754994826703462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0240856069510005,-0.53169216567906,-0.0555483352845281,0.510090952940597,0.732724006809921,0.217250482242309,0.0492934696926606,-0.0031271905314362,0.0310717068947121,0.137405247632293,0.164144757685829,0.184560393504426,0.452754598109233,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0.0878158072930694,0.416635159941687,0.131357098778859,0.129110060683526,-0.779326039701282,-0.0382677687015683,-0.0266614116441638,0.0122524340095066,-0.0063170514736838,-0.120190832243763,-0.0130336458344584,-0.190281528958218,-0.11167388822266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,0.0076205545988035,0.317759282936253,0.0310462206526467,-0.0209152590332617,-0.861008820789215,-0.113001507737152,0.0874986809102303,-0.0162050536547538,-0.147340430395713,-0.217982090993124,-0.258836579832164,-0.0359360787623086,-0.964685768996059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.0923236085028111,-0.905807662600713,-0.0124538636087844,-0.125995836441131,0.0827787553083954,0.0085918048376506,0.0719767151726377,0.030960157376404,-0.0098162672819412,0.0427778021470247,0.126208175357732,-0.023721909724258,0.940193693972653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,-0.0944132852938111,0.0120969659438796,-0.0133733624148987,-0.507480630913342,0.0134046170942679,-0.183591068941598,-0.0065178365726964,-0.006231516936507,0.0613029452287079,-0.0361549781870896,-0.0914611772281591,-0.0655678794432996,-0.0906755863711302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.105178266672722,-0.625423743422634,-0.146207637061565,0.0752447722923587,0.603800199210313,0.1146268363211,-0.0533138579228748,-0.0434693391315029,0.0857245516093161,0.0362537437285106,-0.0354099844707563,-0.162745208505034,0.0310179212763714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0864691285258988,-0.148066978739577,0.0713932908266704,-0.366810951165835,-0.693084702696161,0.0142227720798648,0.138928637336465,0.0222084669870785,-0.0948426494476171,0.0233009846403187,0.10451112463186,-0.299423163298115,0.139897829338864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,0.193572892725377,0.493832404610249,0.044958784057531,0.214670762017225,-0.49711186837844,-0.0941880804986237,-0.0425086629983442,-0.0869478955374591,-0.0856457901649902,-0.211063548802031,-0.168765454701339,-0.12534051400948,-0.833535228730902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.164158058633971,-0.344270690557486,-0.0253723955784894,0.0937884149131867,0.464847652942418,-0.182856905665019,0.14332224920906,0.038123684878821,-0.0874739646488422,0.128487308372167,0.0071626719055454,0.461350276881307,0.422617306958815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.0234051631197982,0.126808721999528,-0.0702763270630904,0.0412501457120793,0.176502254631156,-0.191784415445353,-0.0339839577053973,-0.0079767506007539,-0.0323803614747125,0.109394896880086,-0.0702320229067756,0.13837584560271,0.167652763381535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0542830926060526,-0.477155276037268,0.0030262064457061,0.0087539478650588,-0.438705998075869,0.0905728325712946,-0.141485592900372,-0.017194403175107,-0.248207794067765,-0.114689836229467,-0.0470097033893612,-0.164796242641863,-0.135683839696809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.0370166434091209,0.120103044267852,-0.0246763835684122,0.171937847149419,0.203124032348787,-0.107669822818596,-0.0117358326708135,0.0042694454635084,-0.182921702530736,-0.212048329147425,-0.176675570035174,-0.263806890183579,-0.348749833092762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0.0477909346272067,0.663303561483128,0.122462972629304,-0.0920003866528563,-0.53475105101885,-0.118387767471303,0.171653162973619,0.0261212410384651,0.181257953676176,0.113109207004769,0.0312582227865088,0.205446576682577,0.176861013262577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,-0.152358601792787,-0.102847297807173,0.0170253747849125,-0.870844771619287,-0.332305216285852,0.0076581808433992,0.0896310979446831,0.030609927952086,-0.0294277523762962,-0.113774848807174,-0.0016745045910404,0.0209981540817526,0.0637398998874967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0.0796622702084887,0.0948055040330634,0.0035650063954407,0.0200255111711555,-0.0956019262223748,-0.223597327884148,0.150887855857304,-0.0058745924166575,-0.0609646223493164,0.073742016839549,0.0725813497268721,0.279881365409382,0.590147174353583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,-0.111081321206402,-0.149338157835844,0.0486947798920584,0.0918907164173533,0.0683068155773552,-0.0416149319563545,0.119845189580836,0.0307285649995305,0.0540046544884995,-0.113753960331949,0.0157418351399485,-0.0403839094164628,-0.237993136982972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,-0.0921569894083705,-0.202389254620681,-0.0054402291155564,-0.383821499524593,0.123459445576714,0.0394223289506593,-0.0103670597207421,0.0156094189856203,0.128215700447251,-0.0364494237807557,-0.021431212597586,-0.137117452212992,-0.0060253489661802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.0358475292860279,-0.0153784811816885,0.15770115517312,0.712973591453191,0.382311989615657,-0.0097111661424399,0.234058425574937,0.0581086926860043,0.0126119276658999,-0.0708522088708242,0.0358720052854214,-0.0214577955457871,0.361025203395701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,-0.0293497013161706,0.150429118699375,0.0466236350461793,-0.28055450294421,-0.308296634762753,-0.103734815415932,-0.0197327136398363,0.0227954414963071,-0.003800159710926,-0.175470090141655,-0.125231182561568,-0.422106163587181,-0.231775690504233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.134331083865748,1.15269516880815,0.144141739378622,-0.691304171211264,-1.1817880640848,-0.198081972100444,-0.144976984664845,-0.0152470766573326,0.100195646009967,-0.191985258004692,-0.264552796287909,-0.152061064853109,-0.823197777236153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,-0.0653657688618017,-0.36324204916185,-0.0488725220966198,-0.49558659112223,0.0157012604622334,-0.0732857057459488,0.323121421692471,0.0137311129291906,-0.0636185803696055,0.058161523074394,-0.0278711320046803,0.223635759791286,0.41115764268335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0.150496454010545,0.521974328609626,0.0184184382740576,-0.181307920201126,-0.533594509804581,0.001375570846408,-0.0923791989757568,-0.0620523150909559,0.0762237764839954,-0.0879776734457366,-0.0538017840242364,-0.117569595845994,-0.115874010129826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,-0.288452567949737,0.191722834336542,0.001103850072034,-0.50851687180796,0.0072713292756253,0.256933316941425,-0.101046457319807,0.07170154353423,0.362720943974292,0.119718091473551,-0.0689454944898641,0.062646274672557,-0.227506792643015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.0040433419469318,0.258102952468481,-0.0970952836168688,0.0949335598299683,0.36967115436016,0.0302757857440854,0.158742960777247,0.0382037527908447,0.224838336407735,0.143322371285185,0.0800417673424551,0.425645196233522,0.591407730240821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.001305122547882,-0.438210157904991,-0.0172893378796044,0.140331648863861,0.0671143067943512,-0.101429358382895,0.073861753646724,-0.025922656249924,-0.154764255031699,-0.147157380735068,-0.101001184075387,-0.182291700963314,-0.327891694890533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
