target,Acid,Anthoc,Brix,GrapeW,NDVI06,NDVI08,pH,Polyph,Potass,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
9,-0.215602535960512,-0.287245209506081,0.173073566125109,0.910721768938446,0.127455515006728,0.253943979783861,0.111708598149545,-0.209079048887005,0.0890046092479294,0.262049241612774,0.247292162837988,-0.0901020195854208,1.14705268719494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0.0798573679289697,-0.197872595117114,0.0830478178944643,0.539862611839399,-0.0535325263072556,-0.214429767483049,-0.0183107795384594,0.0637113367849695,-0.0708430016071139,0.0458206381760234,-0.0594917409490456,0.106878239194953,0.240395202200741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,-0.147635284928831,0.433768887522771,0.0929864546811548,-0.0076851655231518,0.0868479631055893,-0.0707227047099428,-0.0048830021442545,-0.0370345206846354,-0.0477222446730969,-0.135144885544087,-0.143413960902021,-0.0733260753921594,-0.844681057090166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,-0.065151808135048,-0.516201976512652,-0.179948276441926,0.926198046274555,-0.0529477092124253,0.151503990005834,-0.002058652746571,-0.171065310436479,-0.0413688749293563,0.0205605598750707,-0.099296563839556,0.0846324739939783,0.182597752222699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0.0004296063173846,0.452392288991541,-0.0571878055017744,-0.0192326008668893,-0.196671568653608,-0.0011894560329224,-0.0324362728362795,0.214185909485762,-0.282256178954853,-0.0832530056401494,-0.0819351492670112,-0.0845209318555948,-0.0741426225236585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0.0130151462209444,0.238787432246921,-0.0343097276872668,0.596414212014093,0.0205468354157369,-0.223826966928218,0.0217594251303689,0.0628085889216185,0.402944079865318,0.169567571992613,-0.0400900714849319,-0.0438920593517188,0.153223563723545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0.059992346845781,-0.18456660850221,0.0639391840209647,-0.306894224981136,-0.122074383327755,-0.110913935407984,-0.0080431058365821,0.0045543010078574,-0.191758528794817,-0.0689635595135424,-0.0095082669957607,0.101574433602461,0.366248511961053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0.138643690585914,-0.142712688117529,-0.0500349351157429,0.399746413498847,-0.0065895977635474,0.0834226747590033,-0.0629113879558708,-0.0633557798833936,-0.334155765916126,0.0051019688931941,0.019774852005066,-0.123463903324735,-0.0223845248403712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,0.136022055308101,-0.556283621520471,-0.149465011188441,0.449898232219841,-0.102533700985246,0.0668376138494145,-0.0641140820709324,-0.361695586805448,-0.1611275456634,0.0902394392275672,-0.0008617341438734,0.180356672778141,0.390920643062019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,0.0594880726906988,-0.371404481110342,-0.0387649586719175,0.606512703555339,0.10948166121435,-0.0258795844372383,-0.0154130224659479,-0.123541389524203,-0.242044866701322,0.204953381775823,0.0872989169700195,0.355519787884984,0.0248572710353015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,-0.0600130357719473,-0.48422219296369,-0.104606798247221,0.371531453149621,0.0510222520521449,-0.0015080035239404,-0.0227323117721917,-0.508776218617497,-0.0374703416031224,-0.0256358817357911,-0.0551910017978293,0.150061003577711,-0.0854985895659348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0.300221405925595,0.0255124432707778,-0.0875410260541954,-0.139471570078328,-0.118129899134213,-0.024909522206997,-0.0678594981234796,-0.047682919035622,0.231062476936099,-0.174765237240964,-0.107756091799878,-0.422141135436354,-0.72146586678609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.142974888597589,0.444672689298873,0.14172176880913,0.0472262860917155,-0.0321688096974113,-0.08408309173177,-0.049012868667094,0.168180457882535,0.179323008702711,-0.103271252670311,-0.0733968621969198,-0.348899312123301,-0.246936912478162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0291564233505629,-0.0302016601838378,-0.0653664005465986,0.168887166521369,0.0238263085586175,-0.146833856867704,-0.0356710739009956,-0.0320325562287476,-0.1128679936842,0.0151187230180507,-0.0523112825447747,-0.0283511880119889,-0.0260621049822055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0.0222916860641096,-0.206811016838251,-0.0040519080748721,1.02550531917222,0.120933493895393,0.0423806565237456,0.0356406422641725,0.089289372003247,0.109500711228182,0.17935542829085,0.183684132897091,0.029842514775148,0.579429728758157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.158889389140319,0.373557366504003,0.0255460347288264,0.229345098712826,0.17364127831875,0.0036186895183698,0.0402472191749746,0.151101282316574,0.210440236005014,0.0630419036640578,0.0886985840716993,0.0467070639096822,0.297410694902989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.168590512024674,0.990507421782688,-0.0974681494178191,-0.591774822869796,-0.110233342260223,-0.166125378721729,-0.0702900804561571,0.305515080288222,0.264586876724626,-0.0707288313578554,-0.169742626460126,0.0650426376527456,-0.50253951510465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,-0.0377845601519066,-0.447407794760901,-0.0216434708896346,0.906000613593178,0.0054495923967943,0.201806163282051,0.0460784361511319,-0.0768887652877875,-0.096539428625525,0.282509695046531,0.256945122259431,0.0651225058444288,1.28728045775294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0299738354858481,-0.466898105649382,0.03174539039519,0.406402013594653,-0.11546469651998,-0.190371537400932,0.0241862044737454,0.0110133046225462,-0.109183410558271,-0.11161917758084,-0.114979498799267,0.0001719950769601,-0.279770521663954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.155194662137037,0.470517742962051,0.0055943822444905,-1.21707330663452,-0.042022885385601,-0.116324688755585,-0.0503449199787957,0.417625902914867,-0.239708035968632,-0.113477958113891,-0.0912803452967489,-0.090294670348663,-0.564522759359949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0.0899831830525985,-0.130474437923898,0.0022243542883519,0.49217418115132,-0.145875202871644,0.0561480159554678,-0.0105918021628459,-0.217809289572555,-0.260764826762576,-0.0122260572054021,0.13893733827103,0.0575973307653325,0.338580374155806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.111702052773122,0.403703751441769,0.0689343934027392,-0.924927736650889,0.0501814698094919,-0.102504657688614,0.016568084375988,0.040591940855972,0.0873841923556372,-0.069964142162885,-0.286186615981112,-0.493036364509702,-0.801169011427012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,0.162995228152623,0.0743905781201147,-0.0346867703421672,0.443544235636252,-0.137375037151611,-0.12731910409317,-0.0124242074747658,-0.0199289031975487,-0.0033365724640507,-0.0691561857173988,-0.0682423958805113,0.140517302845835,-0.0856133921560639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,-0.0775713684234788,-0.350514205511833,-0.0035467129737024,0.753406557032368,0.0874747768022479,0.0657966040107287,0.0197805983462452,-0.25555771516374,-0.0455650497730607,0.0360902479446498,-0.0225284261148643,0.292453333032664,0.256750355334953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,0.0113182197353967,-0.605368284298201,-0.114639368568813,1.32830456306282,0.104087943700981,0.174935993274899,-0.0095015203497642,-0.359677401654239,0.0342655946821708,0.010537024532024,0.0616731178547933,-0.0105634337285865,0.430356450285572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.221588307401208,-0.234029639131432,0.152207447286904,-0.805450684833884,0.143051942405218,0.0315318641881639,0.0701006518440351,-0.274592561214703,0.199313527487674,0.0217105176101079,-0.158841692441417,0.326442352698094,0.551993062734317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,-0.0078276856904588,-0.0923066090817909,0.134354404711383,-0.0389904125687936,-0.179120591309782,0.052358302670079,-0.0324268027243882,0.0373471050382969,-0.239035103368999,-0.280535343447814,-0.121393798080098,-0.236858044483537,-0.314088444649389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.0241967124632343,0.722523028829365,0.0581915407559905,-0.914804609110522,-0.0897053708313173,-0.0565420037725822,0.010439242858409,0.421679583476398,0.0227035675498936,-0.182281301797977,-0.118134476702774,-0.254511401517493,-0.285378550600696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0.029091135282365,0.322139445716616,0.0374062718268707,-0.21188336556258,0.103354943311095,0.0481307815183189,0.0057131944348856,0.268727682302097,0.0544226276509635,0.205773555173675,0.0683042383979368,-0.034597180332409,0.701095255063211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.138523498885379,0.239227781176573,-0.0656036725460713,-0.630062181176986,-0.0955988909829547,-0.251932494811058,-0.0498279159573016,0.213208183982652,-0.157490211803235,-0.0915183914832679,-0.036038479019345,-0.245839187349855,-0.518158115799388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.204538521985548,0.319868996756935,-0.0343242117126311,-0.656732512768711,0.0327559541076307,-0.107452973476472,-0.0523466654002905,0.0759695717302836,0.0059527660262055,-0.187985219937837,-0.0424324197874046,-0.386823112127901,-0.682614876215302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.1260380092061,0.112209710561884,-0.0316479258018906,0.721402970259757,-0.0711839574396167,0.0828104334610642,0.0108005385943749,-0.0011938408900822,0.202535424804404,0.0235382777191012,-0.0633822839414249,-0.0202401552220515,0.142913787636858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-0.0751013353819309,-0.242054093225395,-0.0108564521914539,-0.669031446597403,0.110135903814802,0.0645425601227226,0.0476714556738006,-0.035992941220687,0.230246643347412,0.109822854718334,0.0670067733869472,0.146432654128285,0.116802202290333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-0.0816258367351643,0.380144737076402,0.0661826934298061,-0.7434369988771,0.0702512441898059,0.0279366292403554,0.0172045622816396,0.447774928046807,0.0569218658094145,-0.0303119200182361,0.0409600926296741,0.0142497986381302,-0.560307523443267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.156631967834385,0.578959224502771,-0.0235123982673405,-0.664977143202037,-0.0211879656744725,-0.138266267566353,-0.0599651231525589,0.471810633383754,0.0095314127246001,-0.016486456023032,-0.0722714732204347,-0.102569218580187,-0.73611394802946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.178178273923867,-0.133223976161311,-0.0275641067722791,-0.449138385429708,0.0012321573998276,0.018989716122254,0.008146341346021,-0.0236077827765118,-0.132390738726168,-0.111231986907018,-0.0744596469903329,0.0358618558525928,-0.756157508806961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0.216678986920548,-0.459824760276385,-0.0431228284870711,-0.0684533339308794,-0.0868613636257567,0.138141719693772,-0.0190378845080582,-0.0142678273218493,0.116462725192272,-0.0836051127107005,-0.0007066337934181,0.123151951790204,3.14675924725089e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.0681865761326469,0.324288397998032,-0.0831800375290999,-0.0449772952302082,0.0828688076596137,0.0755411741894744,-0.0164237385207973,0.147508117772626,-0.072629124929912,-0.134598014116343,-0.054073458540215,-0.179420865852349,-0.506121258026539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.274309654847436,0.227272378016243,-0.060812937927795,-0.391150834882369,-0.167212533202658,-0.003829438790897,-0.0682455852654328,0.1060670744729,0.0176281226617626,0.0260247612581815,-0.0319204610361507,-0.209941840656758,0.319711351512847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.204320819427272,-0.0954537000553559,0.0969618963982574,-0.804398493084927,-0.0241274141821178,0.111451457830964,0.0345342248625714,-0.195242901242699,0.0746205344723953,-0.213841382749202,-0.0879842443546927,-0.051530763097752,-0.404315356146824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0.107347004895535,-0.719054473914925,0.0156982161091449,0.596946219099453,0.0180289070931644,0.0674395689068602,0.0082653695887872,-0.329834030395936,-0.338479619494689,0.0309549220828542,0.0611362729586601,0.147037766805224,0.516637870812141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0.183171744035813,0.834588226537745,0.14586511231284,-0.859121899353031,-0.0685628232722162,-0.365062084671147,-0.0336862003351098,0.56590215755126,0.15163577972005,-0.175506516798528,-0.192245470033612,-0.271308561958589,-1.43778861144761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,-0.0090906328281809,0.0165179882397,-0.0503978961303013,0.592817205828071,0.100693655541858,0.146002902668516,0.024156969905248,0.116083095658562,0.0985528598643122,0.0390963602935474,-0.0241417912980303,0.217058984045342,0.369959740618692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.136455308053258,-0.0871209300644233,-0.0381248410691501,-0.287126900963907,0.0158115403319684,0.0100888102802335,-0.0291528430746085,-0.0199775020068685,0.0474616719371677,-0.165668796237339,-0.108804872526926,-0.0015683912173143,-0.484560471947261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0.180401472259597,0.071898003510932,0.105835949714842,0.0255897542397251,0.001240511328311,-0.0986518544932014,-0.0275756732060619,-0.0945184109779592,-0.0959979585915289,-0.0821248456220563,-0.0504353654457643,-0.0815889045536609,-0.186860552087389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0542588184377214,0.899542459903654,0.152789541028014,-1.35896682171249,-0.0371477407425048,0.010184097935757,0.0127941022884575,0.48199743928584,0.133342659255084,-0.293074777867002,-0.218392858738247,-0.176514131324563,-0.33601227454546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,-0.131264993382334,-0.500808930869896,-0.0248130814075194,0.245274958176435,0.179568427861114,0.0954573655407606,0.0446079992571787,-0.574330176600221,-0.0412588141474055,0.121610766136589,0.0836264426565811,-0.0619604635109746,0.301411464852019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.100120602282651,0.294315511488469,0.121684796806827,-0.451778331866192,0.0489463883156793,-0.0870187331430596,0.0453007456389995,0.0471230864425772,0.123861188197871,-0.0795949481654747,-0.0982118504844357,0.0395411986831533,-0.392123055080576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0.171196574415536,-0.232272773950777,-0.126513950548818,-0.202339368426757,-0.125839205030197,-0.268282683555705,-0.0418056740510079,0.143011658995749,0.130949181701885,-0.0256982336577606,-0.0856102983276431,0.289040533643788,0.0403676050134205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.0041901051408674,0.0837807866468229,0.103338742533509,-0.265136259673479,-0.0781320656476207,0.0644824017200092,0.0312636044919472,-0.0864046695013583,0.298013084502612,0.0071161329047308,-0.0015435985081835,0.0046768749525145,0.605970198020422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0661046220028504,0.348520253807536,0.220917076527681,-0.821550949936528,-0.0496071755736076,-0.177315368037181,0.0439638479828357,0.297543224463938,0.098908506027594,-0.150106965998767,-0.18188442861133,-0.137712761035414,-0.608555385316182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0.338360477368054,0.0210673943502954,-0.0220196572523297,0.268777834819181,-0.079693344225042,-0.0517243316056511,-0.126260669724218,0.228022654140751,-0.267671806444762,-0.168134699466554,-0.0513956396651373,0.105736950405641,-0.473996992504898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0.115098017695214,0.232684558777186,0.0126145346147181,0.242265384030778,-0.108245830476246,-0.117998302238354,-0.0463168279671786,-0.186955100024196,-0.0952580544472539,-0.0429340653884204,-0.0226719452002086,-0.104589203585808,0.0326530699180421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0.0169495621482167,0.100367148617782,0.0712054347788545,0.0260553001156324,-0.103635384862039,0.111385915608569,0.0351951640041705,0.304236307512289,-0.18978300100814,0.0773568456483706,-0.054990446180337,-0.0123411628588102,-0.372625611889959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.10367885480774,0.840224967388714,0.118806259530986,-0.9455955093975,-0.0519138532201092,-0.270386965239016,0.0344650119117773,0.371139866147461,0.171043918342523,-0.122099115382711,-0.0432950396292965,-0.0649008833284758,-0.667765336574307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0.137122723930403,-0.157706197701353,-0.068514903465568,1.13340591878833,-0.0493937246432396,0.037978052276578,-0.0496831424690018,-0.0254871113311425,-0.381536886190561,-0.0030704474105871,0.0139734691869608,0.280708844519988,0.389545596040388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0.172066439193692,-0.27839482842875,-0.152844347370284,0.611571475217296,0.0149710578388479,-0.0999052304681089,-0.0531201663482229,-0.275965021616294,0.0644464804617541,0.0312224884963441,0.032052529305772,0.15298923848436,0.297640408734936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0.112461072665318,0.0874472932393357,-0.0656402531395128,0.050212603096741,-0.0326150502201706,-0.0646911111761334,-0.0628984428483251,-0.299601763464064,-0.129323853854012,-0.105931621512681,-0.186285691588148,-0.0934867855836883,0.0050765990717597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0.0207994511750835,-0.455911255096755,0.118626905739121,-0.499170316353372,-0.103134803617162,0.0485908341576187,0.0145974917835786,-0.0768887236448947,-0.24206871017689,-0.0934396892829357,-0.0767418960425139,-0.24060905574819,-0.023059648341278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,-0.0379007769088587,-0.420082432126193,0.0748336019571139,0.637300466980966,0.0609674001150657,-0.239327857251329,0.042156377304615,-0.522974216888017,-0.150211519821562,0.207946353438388,-0.0367951668500925,0.211531992073316,0.75831304846461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.110730685975256,-0.0195190742456588,-0.037863583384718,0.0392263430132398,0.0177660602670712,0.081081280286932,-0.0034189600825414,0.0171779695876221,0.209075341446881,-0.073891139768404,0.0114187693260046,0.0563914394305918,-0.092368219496188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.0926757507389231,0.396145489759439,-0.0359704391373127,-0.635636620741395,-0.0850240561164876,0.164419380579803,0.0267411839945284,0.27148210836381,0.128283048300421,0.0299648369136832,0.0225186397259743,-0.0089942117498793,-0.306442736603191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0.13046092090737,0.0270677286619014,-0.0729124018664089,-0.0370336102310284,-0.0850130094040087,0.0994358011314127,0.000423537997721,-0.103882448034822,0.142767437889067,-0.0305488176834254,-0.0703915293224402,0.248780035757058,0.345228094015638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,-0.0211095371299644,-0.0144448669054497,-0.124682031250902,0.165273439387226,-0.0092147525710995,9.62100468962813e-05,-0.0127115625952448,0.134383339318565,-0.176791172894615,-0.0278679598662379,-0.0492599951883558,-0.0901309588711338,-0.174523452845744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0.142572935774779,-0.0105727982602093,-0.0272519192247502,-0.808872585347509,-0.156822348094554,0.0743655621174702,-0.0342112916701203,0.0386140176813974,-0.0002578582929557,-0.0652822974031622,0.1139194145009,0.107723530528279,-0.190343308133546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0.032000738241737,-0.277842293519954,-0.0774330796998349,0.977126423456896,0.0095864574674123,-0.0226413862762026,-0.0065133859072703,-0.190394511843945,-0.112986758213647,-0.131158522471806,-0.095325023256434,-0.23604524823976,-0.172667522927742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,-0.0769143753664643,-0.325228738067188,0.0670017202672444,-0.259042324785449,-0.0762516800715006,-0.017055519130414,0.0366185226923014,0.109443707765843,-0.0558540547864248,0.035193220794051,-0.0684006559376467,-0.147465089353943,-0.0224581633906952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.125107818257092,0.231402842717038,-0.0443126046761704,0.188976679507446,0.0539893769865164,0.0512104364602448,-0.0519769005516561,0.153892965839846,-0.0550550229888093,-0.039552034348452,-0.121052857820768,0.220378898400536,-0.488625372836947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.279024741597839,-0.0774622925094755,0.122907270514931,-0.423756633145227,-0.0267492130239066,-0.152265380388648,0.0549073152068013,-0.187290091238612,-0.0094218729394167,-0.0326251873870667,-0.0828564392043707,-0.259972424910031,-0.478371777873749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.21959001591529,0.183590641211806,0.0195414863143019,-0.354302109168647,0.101239273470211,0.112807704198079,0.0426433158311424,0.050446196293621,-0.0279052671478789,0.10954595624891,0.0547939871623331,0.10704724317048,0.109003174743303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0.0908389159579781,0.0318056857073093,0.0683207584756155,-0.561034538190505,-0.0791747086959749,-0.0382626146689039,-0.014584579769188,0.251845766005373,-0.195526395843583,-0.0746516379769152,-0.126138936534364,0.133811023777238,-0.456299781661616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,-0.17516618508453,-0.21008479529866,-0.0244009021309119,0.979695967269256,0.0991697741638804,0.0587985343178531,0.0074868959623364,-0.0346681419747076,-0.0957997425712902,0.222464577077447,0.0244830681685343,-0.0131771200241612,0.119157624723171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.326260879568386,0.432957704050713,0.115340818576344,-0.112001913175468,0.063094874517756,0.0074737594085833,0.0874046051983896,0.234151903801662,0.127767766675059,0.0398456842054259,0.133029058277386,-0.12005712091928,-0.0889842618796328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,-0.147161470694003,0.120047852402765,0.090309312233041,-0.279824713709153,-0.0072151227391964,0.123383030066581,0.0202388847919254,0.16979721126917,0.145199007688454,-0.122541833113455,0.0123992462045354,-0.134445580952073,-0.116432097097211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0.107660377008821,0.282072451401471,0.0065974015983503,0.128873863044243,-0.0658921934518683,0.056417718521177,-0.047014235908399,0.0296923812165079,-0.10245170778483,0.0758390442553535,0.0388852197447691,0.0704226060997018,0.0227432818947497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0.21479860609416,-0.206383548566821,-0.117126544154862,1.17185972674552,0.0090287195183583,-0.170853218815699,-0.0498998338007178,-0.148197806537031,-0.0012606652204128,0.0298968642579802,-0.0948987833356825,0.229883483132701,-0.0330989128770859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0.235254878027263,0.734130177763107,0.0113803540832158,-0.192786776338241,-0.168154916386502,-0.225349466307682,-0.0286523264010846,0.94989537115741,0.19806294798129,-0.020035173795968,-0.15001034863831,0.132331097470342,-0.266077152630716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0.0904440544098096,0.319108606596056,0.173562622194329,-0.0913578635255571,0.195117794426348,-0.122092576229799,0.0162456365561917,0.495409054956911,0.453297921509528,0.0792711346069496,0.212522972108456,-0.0455609808238096,0.183561682836355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,-0.288831859036793,-0.506075316887712,0.0680608199104057,0.662153702533291,-0.0005244090430365,-0.0385887274902229,0.0742404472361744,-0.0330083509004337,-0.107724382420041,0.209616396758359,0.0944537586523387,-0.0343495828195754,0.472379846758181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,-0.166995795594468,0.663018754425168,0.101495712245247,0.276943960837588,0.0711879378173643,-0.169803874919043,0.0196623549865119,0.124935570791951,-0.0953809574272652,-0.0228750717228908,0.0526143090708295,-0.273732131305664,-0.360016850945883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,0.0277599445143029,-0.462189973229507,-0.174915338581001,0.798297457137729,0.0082762126025334,0.194938838155067,-0.0145993778840757,-0.214365741223744,-0.0235147352772711,0.0197608964580706,0.0754544596814624,-0.0039625951260752,0.397394129718917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
