target,Anthoc,Brix,BunchN,GrapeW,NDVI06,NDVI08,pH,Polyph,Potass,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
4,-0.0099948756532953,-0.003318052271538,-0.288289906263134,-0.81165101566344,0.0578351949284545,-0.128494936643502,0.0262691732293972,-0.180417392920682,0.0805547879284005,0.0979887603915611,0.0701416092404456,0.16368819426458,0.202195873899846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,0.262332172236116,0.143397371469987,0.448020802193134,-0.383970409898028,0.0099949445044694,-0.126011885456671,0.0474531808362292,-0.300577339065617,-0.203507468715969,0.0919601209131104,-0.0334341678837301,0.0141510104858472,-0.360098168896261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0.404520407629187,0.030411654949933,-0.21236785406696,0.324738147101229,0.029319279404484,0.039219967540655,0.0022122758839824,0.162163599720898,0.314059864733572,0.0955107450782657,0.155497514734492,-0.133632077526747,-0.0950125443250135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,-0.155555077018909,0.0212546087167144,0.18969646929038,0.440413065639298,-0.0983163862009128,-0.0760075595541034,-0.0434236925881297,0.173427521140608,0.0653810392404659,0.0615727114308337,-0.0045644977579077,-0.299530503735103,0.0320517005842023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.175375293006169,0.0524134524801491,-0.0397158320492887,-0.200955538101373,-0.0195191609273336,0.0905153376245108,-0.0066135206988984,0.0730662052180423,-0.0658749504801203,-0.054904935326091,-0.0449100420723133,0.0600797447785977,0.198075355115476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.114485090035273,-0.0362878056571889,-0.0923327671974462,0.0765899174731881,0.13782961981441,-0.0620968855018258,-0.0040685400488211,-0.149952123190825,0.101600511142534,0.0931730194863559,0.120091916549051,0.0752775710068557,-0.0619260023141312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,0.0519995100915234,-0.0906897091452051,0.457498019838197,0.56008670600643,-0.0066178033361772,-0.217481868974298,-0.0741832298372419,0.000751764298159,-0.359051830577083,-0.0406236633214418,0.0165107509026703,-0.188444499200493,-0.518300021289163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.301535928971543,-0.0154572586168621,0.154416846017757,-0.138905807466692,-0.132101302025428,-0.0559485118687544,-0.0575865301045181,0.417900970207063,0.0545639634100817,-0.133083410078179,-0.270623208037742,-0.187958504476222,-0.84873103751109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.019179913942299,0.0997428045813855,0.499846007917284,-0.207019193438176,0.0729931754784498,0.0085053363740492,0.0443519831965266,0.0933716491951878,0.0554185604334483,0.0937664077337724,0.025435459660479,-0.170274149844204,-0.0369281448642265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0.232814161028775,-0.0032714066560686,-0.207489651672649,-0.259375451208971,-0.143618989443453,0.0145748733754151,-0.0552995628018479,0.0312087639659746,0.0509709481122163,-0.108694454683798,-0.120613593119485,-0.0433444732723429,-0.0935280899645909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0.64172129987591,0.120814312865382,-0.119655080956449,-1.10689635030172,-0.0384506633775192,-0.119190979042911,0.0044745660167502,0.663717295570519,-0.029664955653672,-0.0111299255516212,-0.163920859309886,-0.340360060402955,-0.544416653945037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.409765784465254,-0.137502120417369,-0.027436992341143,0.715456168560047,-0.0020124618116489,0.0223311429994375,-0.0283871096012263,-0.215731353610702,0.0112154599729489,0.0602791308763334,-0.119340991508108,-0.0684598575170025,0.393324652791304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,-0.031665012787234,0.077674504305742,-0.331334292991564,-0.526005806518632,0.039624408023228,0.0176850969906768,-0.0033375048663882,-0.0541619756681624,0.122085349409605,0.183997809118893,0.112334642939663,-0.0848423004166815,0.0967317516112546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0.0825670049193898,0.0970928337618081,-0.170492331165123,-0.635170858235728,-0.0414014175991601,-0.160772732198323,0.0466452078763968,0.0512641111974988,-0.184090965825419,-0.105362595286497,0.0019564113911849,-0.134989110195921,-0.822240898796519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0.457218024975488,0.0426812249002498,0.231765080285034,-0.599990998146458,-0.013977053829566,0.0382766645116432,-0.0061752697186007,0.283856175754638,-0.0376592812638261,-0.0514426258101636,-0.131858414365716,0.363237740554833,-0.0061567736076994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.0605714662767835,0.10071813344804,-0.60773933196262,-0.174735819530627,0.155258686072,-0.0373931612994443,0.0256338189337393,-0.339649657814241,0.131708704237626,0.0735446729504189,0.202658700915435,-0.124671272025562,0.343904390115759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0.108481495300209,-0.0099586137458288,0.588388420585064,-0.598646194748077,-0.157642299278252,-0.133518126910385,-0.0884072605980964,-0.166585045816197,-0.148960513700756,-0.0783923812618232,-0.152479065157686,-0.0609389515299,-0.364431806547542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,-0.14660429295305,-0.0135966628086145,0.507159546728838,0.0291683705191259,0.0083725875991432,-0.048800876358658,-0.037273406601251,0.0578636160780993,-0.0475045104535997,-0.200868964394669,-0.112136915799528,0.0418660293831448,-0.282337461344584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0.177355067174894,-0.0031268740203822,0.201662194987607,0.272442258990745,0.0312904043134306,0.0017005546998108,0.002520002042832,0.261639148978702,0.0169254157058082,-0.193605855023786,-0.156631286940161,0.156402035724187,-0.0634223951473914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0.212500569349936,0.0410784467730974,0.214510637609351,0.103788031999934,0.0110688011691644,-0.0449120070759913,-0.0241986019913395,0.0806041103324263,0.0835031927238939,0.0444124477826668,-0.006449155074663,-0.0283823550545076,-0.124207456549655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.43089319219187,-0.0203948313206459,-0.525804145237338,-0.807617622890706,-0.261953077964038,-0.318143006240825,-0.0248347673623585,0.0255794577162815,-0.0506216760837052,-0.252312404477272,-0.345662680553415,-0.363544826151382,-0.882373403334572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0611471505329526,0.0404130162007722,0.322187874091398,-0.0631789077620447,0.0660436585558239,0.133510396848648,0.0747397101158761,-0.0287196590331709,-0.0273585186054788,0.157108447771106,0.0408243640755031,0.128070953222596,-0.0432016158570394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.049179489126457,-0.0506000758063316,-0.501362384682865,0.38253747539208,0.0123540744491077,0.0859057035879913,0.0202851840804014,0.0440004673961646,-0.0706479588734632,-0.0815628643997139,0.0503654889873178,-3.61010142471696e-05,0.434130684752402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,-0.668728815877954,-0.022668926133608,0.286459656955702,0.178780479189982,-0.0852937616186743,-0.043646308886268,-0.0552801087933096,-0.425023412959409,-0.162680117051357,-0.11795285212798,0.0128528451050478,0.0250745562616824,-0.35759400911073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,-0.305609057849162,0.0248019988056899,0.163313571599364,0.219450297321251,0.0370578166278776,-0.182966346738066,-0.0391493805313602,-0.341891693730159,-0.105954313805733,-0.0989556940110851,-0.149332021942507,0.0656882490231603,-0.608538702678658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0.273161175936137,-0.007541054815541,-0.0097286499546722,-0.035036167101239,0.0720890591377885,0.0061913479157801,-0.0040401442868689,-0.225172228900721,-0.0591052410754712,-0.033607022129607,-0.019030845258329,0.0284193040012901,-0.319855249239424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,-0.0102919696688962,-0.0679223645546396,-0.345539490990176,0.404692658938618,0.0846234441216267,-0.073780359576234,0.0162106416850284,-0.250260899442044,0.184579283723204,-0.0359561042845174,-0.0121929834054032,0.162777536013735,0.393740846190605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0.0810568681699575,0.0232718277514114,-0.0879083651090875,0.846139825461773,0.117956632973548,0.0903468467947543,0.0043009091156459,-0.208389199336271,-0.0411729218798739,0.289087041407651,0.298336865924482,-0.0697396446687937,1.0576169011944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.595786501041546,-0.0520012173932471,0.513307285210567,0.351532911627244,-0.0965090313060485,-0.0630694795348918,-0.0520184960237693,-0.104875273163721,-0.281257175348155,0.0435268214618009,-0.0561318002439114,-0.13217634626128,0.121288265895725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.159791504067465,0.0473909214401029,0.189708150616212,0.241556587466247,-0.133820545074933,0.0479104504406737,-0.0144502591254233,0.0866722604632244,-0.310830214676063,-0.100097426124638,-0.138960242828206,-0.46500213641686,-0.452520668847301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.634050475090721,0.105098455992965,-0.576904383788766,-0.640921056913892,0.176780666529578,0.245311795038504,0.0699243271809583,0.287991821767009,0.0594575937268928,0.183965098760857,0.193913378171747,0.0239182004750436,0.386188240534278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.0088440754219271,-0.0722459351402483,0.293632430075829,0.583513350656998,-0.0108886931601717,0.0175469169482244,-0.0727129038981899,0.0999798974457714,0.0885161915379436,-0.0074438511130782,-0.128829161855693,-0.168187216910265,0.369158392118478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.128252776678064,-0.138091892048284,-0.337937819301114,-0.102214024752088,-0.158088301281164,0.0135946431835542,-0.0157073909927873,0.176695788801216,0.0597572568926708,-0.028702489363836,-0.0354664171301839,-0.313225746193228,-0.188981459056719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.534951814345509,0.0509581677165786,0.307558700138238,0.236033623151744,-0.140816249814519,0.134061616360135,0.0163331795225124,-0.147371211317711,-0.0988912599989014,-0.143343961235632,-0.0288242055073148,-0.10943934968626,-0.285243358955945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0.573309671599553,0.0486337442910487,0.227045727936885,-0.217628480420928,-0.239008980666892,-0.0808246772483232,-0.0786975017232883,0.261838094731358,0.0583974525146823,-0.196974346305409,0.0554231847000725,0.0094462063988806,-0.39875302807792,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-0.214052736544627,-0.0483222538753082,0.115310029357829,0.824936936402108,0.17177192940145,0.234448819052963,0.0451725350524747,0.087659606448825,0.0045370040999481,-0.0229956895705818,0.121200058133491,0.330657280557692,0.494067930822668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0.161263127803982,-0.0095576789647575,0.0586187876745573,0.291622067475297,-0.0859377990269595,0.0225396645046783,-0.0060272018199673,-0.0252878340516972,-0.034097915301348,0.0004403845011123,0.0789364461190337,0.230874851716842,0.0330356167047035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.167997508323925,-0.0260384772564342,-0.509417694603734,-0.393441271213659,-0.0281398033775979,-0.0787674743777236,-0.0047348005657852,-0.085886467458547,0.359937728038091,-0.0011101581755764,-0.0105438257960516,-0.214544368684098,-0.280689571131569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.0860210152070564,0.11436778955051,-0.191178597484489,-0.124327944482101,0.0435572243129697,0.200087864450933,0.0577424560813226,0.190105607553194,-0.0584420819618687,0.0044754314092637,0.0332591964632522,0.0505644900774779,0.124061784120251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0.163343001346066,0.121727246274374,0.558693093789643,0.561259387073344,-0.086099557746624,-0.0944034210190298,0.0211113827724404,0.326055492290905,0.209323732631626,0.0236781235431721,0.006269631420681,0.208055226125423,0.327687613217165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-0.60176474516276,0.015551185521424,-0.235532733052968,-0.310381666349421,-0.0349532238747159,-0.0887189756273664,0.0015072915476696,-0.333644119291083,-0.111404354794781,-0.0352847824614349,0.0797795464441074,0.189805593755007,-0.442240753679112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-0.0602058657941827,0.0839615575848225,-0.423562520305468,-0.267234204426762,-0.205932940672629,-0.0478936956945027,0.0124415150696943,0.110255596194658,-0.0400760833270106,-0.20997459687531,-0.245788443842075,-0.126759531315415,0.037745468851896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,0.212528912186916,0.0113389984745526,0.0426877267598094,0.0348838461571157,-0.0473631314881746,-0.064231310596949,0.0043023966410159,-0.0960369264950358,-0.0299534148681023,-0.0275563526825016,-0.0929697278933183,0.0680152710656958,-0.358469293380464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0.454512303921043,0.0778158387518782,-0.0794874071957411,-0.429894643095996,0.0613346945373638,-0.119235921766341,0.0201744276163672,0.581298431015215,0.124514453384359,-0.0258192253947869,-0.0935956561244889,0.0213355199109973,0.0394059421916147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0.280407987956144,0.0113588024645958,-0.219170024737476,-0.0422671570644183,-0.0094746538334733,-0.173953703503614,-0.0394728364350199,-0.0711557765256894,-0.204052271373017,-0.134532083748496,-0.0859001605473522,-0.200894345106238,-0.409945227047707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0.0224021691566042,0.034602785600344,-0.220981076737231,-0.367275936744079,-0.0915229640644887,0.204179893318016,0.0272610996557101,0.113981231201797,0.29963124180893,0.0155965426410651,-0.0883357993184695,0.177415200275523,0.274967696998881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.0646711011901217,-0.0082749634935436,0.257780863933735,0.603488267136228,-0.0089085845401301,0.0167841747498784,-0.036101704306191,0.32479522896436,-0.177251529010951,-0.0945111929579193,0.0612289138218744,-0.374630891751945,-0.110361706782882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.272991040336281,-0.113587440454318,-0.129795854101394,0.216427984095937,0.195787289767791,0.0548849116656602,0.0220505317143604,-0.533051919297263,-0.101380141335899,0.170439212500874,0.284706091751657,0.34788171636653,0.745790403456913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,-0.0546275662823748,-0.0400732890516483,0.380376970917175,0.753656494381622,0.0308681222708414,0.0775105730803749,-0.088740502566924,0.153342374007803,-0.393455013703871,-0.175481844530862,-0.0335682135453186,-0.231573925784456,-0.58822159836255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.207759680662831,0.0769467158540983,0.180592919126311,0.141031898629327,0.125434585104456,0.309808668665586,0.0775487524729213,-0.0628131040574999,-0.0826321315745845,0.181144156992417,0.166286264793722,0.137479703652286,0.747826631293765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0.0817650969011948,0.0817907762723033,-0.14351231548309,0.270918747190892,0.0862180008531725,0.0338382505422713,0.0581278066975701,-0.175082965033872,0.476289403326272,0.153110262730264,0.110016189705599,-0.114840980752422,0.267344762228868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.144556493132865,-0.0129826092068395,-0.0230053370446232,0.0655394268411365,0.0108360317155506,0.0965306129274768,0.0003065545424271,-0.0437468998974784,0.120384001361922,0.0003013547113327,-0.0121737756123188,0.0909643236962772,0.116874395885335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0.419828565550642,0.0645098262104955,-0.260960969675731,-0.701395523598339,-0.127095229179248,0.0124238504231964,-0.0082216659420228,0.212101570843312,-0.0736795950371061,-0.266887941474558,-0.281779789165912,-0.368436756974883,-0.99880630006246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,-0.0784814769369343,-0.0997064722216752,0.0229334572751806,0.143283596918598,-0.0147778800511005,-0.0176025212848319,-0.0164891496796943,-0.429021253879113,0.0932720510508813,0.104580223665755,0.0565963819385771,0.0117838299861026,0.217676103990445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,-0.892804817655427,-0.0720164906625554,-0.0809447573195745,1.06928998174548,0.154146211819167,0.220397572596035,0.0258655000370586,-0.14189377958197,-0.206159136671097,0.248681785896256,0.281192713681987,0.325192811408373,1.4220184828837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.268341530724423,-0.0604681579652249,-0.0944694469282295,-0.227941928602504,-0.016227579642312,-0.0841095918110133,-0.0126072153664094,-0.311137181799311,0.177570702302384,0.037348675562201,0.01324519277022,0.232192084207365,-0.273583026689697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-0.0218460236208293,-0.0467668957008772,-0.0190829169145787,0.155750276563791,0.057861290034288,-0.0474810288871815,0.0704922454745453,0.17766131362664,0.137068876109354,0.1267375713489,0.142607836782453,-0.088691205562279,0.194125903811021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.308751173097621,-0.0344002185354264,0.145173922776167,0.755048292541521,0.0619734324424233,0.209760713334519,-0.0392936365516953,-0.112166355477957,-0.10763008750205,0.0083552506445037,0.0673179705097171,-0.0234245263895419,0.426307020677675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.236947058727916,0.0578786458531561,-0.411349542755707,-0.842215424173417,-0.0286010685562491,-0.120379646555531,0.0576350455040024,0.114130648759319,0.249895617462987,-0.156229052224502,-0.16810813012408,-0.171168274972486,-0.67007798038211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0.216406797631815,0.0018358257645456,0.384337804393645,0.470832825215508,0.0480945449830474,-0.0672269988272281,0.0169392421736143,-0.054458149915257,-0.273581622003778,0.0331077253694992,-0.0599150166412142,0.289893097821664,-0.0997724906331436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,-0.475379905546666,0.128133815484362,-0.497508370791104,-0.714667736672102,-0.151617109836959,-0.255886240436975,0.0464454960969034,-0.49916464085648,0.010122257744063,-0.128433520904676,-0.254752015683008,0.194582124155899,-0.383314147259997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.291169643248054,-0.113329603067274,-0.815071855808741,-0.441407266182933,0.072215940931362,0.20809339242189,-0.0085556244668127,-0.199630541349626,0.02021235301607,-0.193480868419217,-0.161007603161227,-0.0037193571268269,-0.401767016908456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0.410646542448735,0.0121431951429799,0.0357633691913356,-0.162202148746363,-0.0097095313975956,0.0199265256201423,-0.0013940065643357,0.175782593375648,0.0152697652745353,0.0035452090174867,0.0530328984471857,-0.0733814723426302,-0.132947050552229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.378880233263987,0.0379086375319001,-0.507807869462668,-0.45359843163336,-0.0290534143417209,-0.049921089068665,0.0432949355794827,-0.0002844913258424,-0.0392015389769727,-0.0821270996453799,-0.0791601388547945,-0.0490840263597967,-0.584688570917223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,0.121435385341615,-0.001176611071257,-0.138880220650072,-0.622364852557288,-0.162978639159782,-0.170685650193456,-0.0468339323421644,0.457545890405039,0.15421259025566,-0.0990267630807667,-0.114916625320887,-0.353385203678661,-0.280263637513736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,-0.207683003959713,0.0436573055184298,0.35472579012342,0.185038661081131,0.0006356807560246,0.0708370384912412,0.0314951629426277,0.232627323462304,-0.164035385090517,0.057493048389006,0.203330839122274,-0.0452756643482731,0.665062220887452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0.465047651844751,-0.092909706337106,0.871865269449448,0.630575825105504,-0.067001678813078,-0.0809663232528758,-0.0228935574783621,0.403218820328531,-0.23751506089147,-0.119384248712978,-0.0452014035150184,-0.0306421993906059,-0.426809474567885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0936666553247949,-0.0046619043080943,0.273605390330941,0.0243577029366913,-0.0771228526101436,-0.13306240374364,-0.0294528279612164,0.0056126950983363,-0.405504369017557,0.0113233762455891,-0.0919839655089156,-0.0088219929409336,0.0591136037244536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0.240474811755616,-0.0019274264169455,0.199267156165924,-0.512400133733987,-0.0560562209224192,-0.008082936753459,-0.0571368083902892,0.140615736121233,-0.1765218507746,-0.196005550059268,-0.205796406843352,-0.0847740232309741,-0.850346727583717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,-0.242953538497339,0.0059349718701445,-0.0593058589599919,-0.199321490982748,-0.101949511290484,0.100476804954218,-0.0045266055516015,-0.156555230896144,-0.0023153323405443,-0.0815582316923055,-0.03135841479693,0.0143437015059989,0.216775288550908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0.832623748568698,0.0341551363905693,-0.52076311171076,-1.30044686546642,-0.208001995804527,-0.251817174551426,-0.0012037624851547,0.561649691754843,-0.0073568424466774,-0.313291084192117,-0.151170373036427,-0.348681471095159,-1.11924554944851,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.131841623842634,-0.0260411126601167,0.0713932285035941,-0.353276256157251,-0.0830051823685325,0.0916842937599125,-0.0299660532504258,-0.0130914255460974,0.128730742313333,-0.0700201497557045,-0.0333050686271304,0.061189058309008,-0.219088491859492,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,0.0046040214536762,0.0476519329502691,0.258586063817815,-0.311134536831957,-0.0750472462091311,0.0560518285347802,0.0484437305321756,-0.0195402054262678,0.148983816543145,0.0226541671131351,0.139811760872322,0.211728438172487,0.389438358917432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,0.294474915426399,-0.0285186136570213,-0.570431136200458,-0.656994510965107,-0.0923821204777306,-0.0991624931601767,-0.0443071111924633,0.324931500470926,-0.272787237314777,-0.232155868817053,-0.21943088923213,-0.193064110986769,-0.384685292557601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-0.191404472854787,0.0154016837830443,-1.29818965589211,-0.212428169597642,0.0731877619305807,-0.0360900125691019,0.0324369563500681,-0.387011123734765,0.120713340863221,0.0721398427518163,0.0544676068673544,-0.185579398520442,0.0082188336550777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,-0.708091054603425,-0.0140649969828711,0.119426240478266,0.115263656942153,-0.0872132586051136,-0.143375729928378,-0.0140272930827267,-0.231049701320147,-0.301288518926642,-0.0204936477520632,-0.0667594740946601,-0.0125538789424235,-0.471384458831237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0.782181649788393,0.068216159106408,-0.291031670888433,-0.952070223333469,-0.0719924745038827,-0.190826985572089,-0.0470491891838685,0.342874745869725,-0.0176132999323732,-0.112582339259728,-0.167435931640014,0.200768522468939,-0.691701284774796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,-0.42526024563819,-0.0649378552084081,0.426123784454144,0.217302172919903,0.155217209423181,0.0778937115714951,-0.0594786496440343,-0.0491519502234991,-0.0319514364984906,0.198376608520743,0.280770665169375,0.253982869204183,0.939230434135535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.72705219553685,0.035576563847091,0.382953468675365,-0.707396482854958,-0.0238626481340116,-0.075628099477418,-0.0389047374855123,0.462200001772001,-0.0337184041741571,-0.0891258730386911,-0.171058616985811,-0.294936525265891,-0.497242190706364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0559746707949669,0.0641090376466373,0.0365125896405864,0.184938409969473,-0.0812598422963806,0.0183302716605958,0.0132258952977735,-0.134221709468021,0.12536461445551,0.0282758330079331,0.0602697136527205,0.0636861171201354,0.0517537010342064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.232636015261079,-0.0865805961789655,0.0696397450775686,-0.367647667433984,0.0763381724891503,0.0485531108485533,-0.0865074274388052,0.0193925688836879,0.0906986033831056,-0.154372123532775,-0.0581362384152884,-0.273574800808443,-0.311551265037015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
