target,Acid,Anthoc,Brix,BunchN,GrapeW,NDVI06,NDVI08,pH,Polyph,SPAD06,SPAD08,SproutN,WoodW,Treatment_T1b,Treatment_T2a,Treatment_T2b,Treatment_T3a,Treatment_T3b,Treatment_T4a,Treatment_T4b,Treatment_T5a,Treatment_T5b,Treatment_T6a,Treatment_T6b,Treatment_T7a,Treatment_T7b,Treatment_T8a,Treatment_T8b
9,-0.198747739628382,-0.370426337057286,0.0198795209549511,0.475764596085064,0.634018486292504,0.0244049869678655,0.242644318325027,0.0991111556037364,-0.182045154339641,0.282143965724321,0.248460014710639,0.289941615067619,1.29698181362055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0.0094886278230605,0.0466386456581427,-0.0975167863333768,0.114024529980798,-0.266941061417574,0.13824620407352,-0.296993657571704,-0.0066901290442904,0.0133183679625002,-0.0556575587783518,0.049444755896804,-0.187542919381417,-0.0932968996264399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-0.0551189859696271,0.197022865820593,0.0157800854167292,0.567209627920126,0.493369883164854,0.132041427443465,0.0356936469078433,0.0123950825053748,0.132737771446229,0.0246099141369789,0.0920282602437305,-0.129608220831383,0.0173371284098806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0738455242134013,0.524007128287631,0.0897915052491446,0.219994616424257,-0.479816208218268,0.0222019857326788,-0.216425811430726,-0.0215304969802153,0.128657855540408,-0.106828192756851,0.0125127223150344,-0.0458986076786909,-0.231680903405268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-0.131382024596044,-0.582125817097872,-0.137254514574559,0.719699611648225,0.944193038007065,0.0444375526814186,0.135518259213599,0.0132996306994089,-0.409416129405181,0.160905593827493,0.0949323760969895,0.244959947783512,0.822477078530408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,-0.206680530176699,-0.0673952850984869,0.0192936133936973,0.0097880464382683,0.242041683403658,0.0751182644778157,0.0096379320923011,0.0725714723118177,-0.0163649873760711,0.167871441048107,0.0483022633405397,0.0124475219689075,0.239012956589803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.156508477845902,0.168738104520477,-0.0494904674762858,-0.378768923614279,-0.741684734122103,-0.120875847329369,-0.0534133219710557,-0.0532114945345312,0.14279986770949,-0.160009196878775,-0.195650517234007,-0.164738241188254,-0.0493203179060153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.195079128708363,-0.235616421077196,-0.0376749495966302,-0.0967416526040258,-0.100125028310285,0.0638366823191018,0.0875792931515382,-0.0383225514672585,-0.0392898358046939,0.0149933222360087,0.0847661683296933,0.214873227127079,-0.0094334544100191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0.148193701207332,0.155979800460621,0.0242118437471663,-0.0763388219737572,-0.27177914807734,-0.0925846998296079,-0.0640263977491159,-0.027890469502485,0.215453292088984,-0.154813383344604,-0.0909905771044029,-0.149322746332387,0.324174276675724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.183634909115699,0.339164594884961,-0.0050321112469638,-0.341603363845996,-0.0293580425526698,0.182003202773713,-0.113875246592487,0.0496795975926199,0.0216291811190985,0.135847453291389,0.0648478583299541,0.213593234378761,-0.115659630293333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0.251650003438764,0.269045185057216,-0.0059526150367195,-0.0822757957496513,-0.750270011007436,-0.160537141398905,-0.248677300900013,-0.0780321693781257,0.154023431688612,-0.230876563505986,-0.231356815955106,-0.337946931385206,-0.946704005744448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0.0527155704995723,-0.236881266740864,0.0242408997354199,0.44045675361508,-0.180606145147564,0.117033992246703,-0.0344285191407114,0.0086733210080804,-0.3343452630704,0.0777004430580243,0.178015076654413,0.269778374680836,0.591905517525064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0155301448247022,0.264027874218203,-0.0372904570951615,-0.293710427741346,-0.253033669704829,-0.113518627118319,-0.171945180620571,-0.021307359610017,-0.159319547229548,-0.179473537294012,-0.225709558024029,0.0158680940515466,-0.618499229693286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,-0.180718150815087,0.181154311469538,-0.0457603040749163,-0.792964858151409,-0.320990997757995,-0.11433702181555,0.0244054221585986,0.0373596854526847,0.0998668575788466,0.0275617371786282,0.118739484592265,0.105839193004715,0.606140856787021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0.424503551121204,0.0492580376495176,-0.0364577787809339,0.154664706860645,-0.28318839486398,-0.141156289641325,-0.0582398265030161,-0.0851519604132554,0.228186339981793,-0.0931955828152224,-0.0869597789587844,0.105353793858487,-0.572016458115261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0.187243290956471,0.101255462846941,-0.0501893565977904,-0.480486311449754,-1.14290495301889,-0.145786404409869,-0.14240432892797,-0.0224815150249075,-0.0892037096891531,-0.0613973335086502,-0.213914363685545,-0.178564418000304,-0.731376736324685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.172207508228491,0.230095704067701,0.150244943821464,-0.548952958422451,-0.999135748302974,-0.146986707432513,-0.182832740756088,-0.0479181267497909,0.370213285387002,-0.213467371722087,-0.267291378506262,-0.251929135106207,-0.757426927644037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0.0492628922141511,0.195195643405024,0.0327483513080038,0.406277713133727,0.0586451869238688,0.0779084785810194,-0.255867969825818,0.0009767618396982,0.142729193687511,0.0192684467205581,-0.0482392680172807,-0.0233319324880297,-0.561305355408072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,-0.0616179012554181,-0.182986595337943,0.0042762027768343,0.599040039134684,0.360432606050363,-0.145695523079139,0.0411872342813571,0.0287503177561499,0.0810168900398622,-0.0042705805247698,-0.0881275545111214,0.429972252914543,-0.383691801453365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.0221950409890892,0.553858750288234,-0.0337888989681023,-0.432086230189655,-0.614412147620609,-0.0356092794702656,-0.0398739262082722,-0.0315769426183126,0.129564102943145,-0.0309934294069826,0.08948566849716,-0.0295745486947367,-0.531333588238978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,0.0377482897520988,-0.167590090213363,-0.0552383717452632,0.988729811003056,0.635120271323739,-0.0251274245648257,0.0189571223639976,0.0042730146704906,-0.118589933455349,0.0248321340762802,-0.000230320799513,0.480073284923292,0.127428617695473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,-0.0654409721842386,-0.219870483925768,-0.0747885147574541,0.540403183541685,-0.0277659573152452,-0.112554760990722,-0.201224376207093,-0.0218678902927231,-0.184104303903447,-0.0944432147089484,-0.194255795536428,-0.239889766627845,-0.699052093335563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,-0.0661593788167784,-0.431637104342807,-0.0202168762159101,-0.141746311727328,-0.267570442430841,-0.0638144275912463,0.0712554277433604,0.0253919134123106,-0.313189332233549,-0.0330134171648292,0.0591556936378168,0.0604809849724398,0.0686369302917154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.17151407304073,-0.194600369956996,-0.0477542249259716,0.455262866883002,0.197327245895197,-0.106894945973377,0.288412267417974,-0.0543984281884546,0.0813734651382524,-0.15584775581058,0.0146347952953611,-0.0969792029137644,0.395366666738388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,-0.157647261540791,0.0028883869159773,-0.020420924654391,-0.261789231050427,1.14401479633229,0.159824938130919,0.198028233313313,0.033695158055938,-0.0259069711303576,0.0609656300111319,0.20691522468888,-0.126650807362964,0.371278168481726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,-0.0997192127649579,0.317793773284479,0.0658134321214387,-0.709329238870212,-0.606587033483236,0.0540046147884082,-0.037376860762672,0.0363644133687692,0.25012133599916,-0.156418006766569,-0.105253092879973,-0.0950207533179592,-0.385753933463881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,-0.369364816368681,0.473984100946492,0.0996942372003951,-0.816952097355262,-0.534195190047921,0.0880634240879277,0.116655936642729,0.0921356674814824,0.356832079153829,0.0446629834199572,0.0886331437105119,-0.298254660640662,-0.0805190475713864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.283163006840092,-0.0363964758175919,-0.0623267273904312,0.0954439011475255,0.120681868116881,-0.0687956440376776,0.0335674921108085,-0.0685213923990881,0.0327347279091856,-0.0819300288829136,-0.0279348430549611,0.168328199765907,0.14127985991958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.0916884768965225,-0.368015880002505,0.0317507476387206,0.527685513370514,0.421179690827038,0.110993617578092,0.0783047413464315,0.0268367538468713,0.18718462983289,0.149706111459969,0.242203473664785,0.219622587054946,0.793590936340965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.013567331447468,-0.515405576535286,-0.0361187125819853,0.31633144877963,1.07603401036464,0.0566475196411843,-0.0759470941775303,0.0235894413386865,-0.278334030921963,0.121666258453216,0.162709545541389,0.47170538746315,0.856277775866268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.157878380686513,-0.132515342559005,-0.109073232086869,0.528069090409339,1.49733141897111,-0.0187488796369244,0.107298236976922,-0.0030642282620483,-0.119187914709807,0.138613441073979,0.0516399796345657,0.198310731007442,0.672402491515389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,0.315149302306941,0.619594363096005,-0.0012129233306743,-0.287371688378284,-0.878007950377291,-0.123189915638789,-0.182535249605672,-0.0767261426233963,0.226672885348473,-0.16298969746749,-0.188871426523825,-0.363330881623386,-0.790286113073926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0982117352580345,-0.206372003636405,0.0944966680405666,-0.230867782850232,-0.951796443921598,-0.102428571863823,-0.137923765927942,9.76793468614118e-05,-0.304428650881478,-0.0870879684637163,-0.100603195145991,0.0656362486321375,-0.485725679061491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,-0.0912261001904645,-0.0847947045731397,-0.0760009420044465,0.0404233529583018,0.838443497409505,0.0741466252115533,0.0293589607469659,0.0059090260450249,-0.0408269828873396,0.0820167506136332,0.0710217484491016,-0.0526872729850226,0.592150603337881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0.112905463154544,-0.182089462684841,-0.125180700214069,0.0030601889392196,-0.175736639720257,-0.0670712119879578,0.271961222032783,-0.0262318440943429,-0.0353075228586358,0.0034414822813897,0.0388844178491706,0.126571442720298,-0.0864536600828686,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.0765796031623377,-0.392263086696191,-0.123700086621426,0.583316735064369,0.6535361846144,-0.0058840185067685,0.0360319339697404,-0.0137249943371416,-0.327770519022467,0.0666040679552892,0.0441446774322348,0.250329569454914,0.551577190029648,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.285671833403726,-0.38380757041806,-0.0271673257130353,0.354853732485677,0.0670943695311163,-0.0054350259896519,0.060353531905951,-0.0965820639180711,-0.251864996908189,-0.0838090270557554,0.0239573664363419,-0.1716957740405,-0.0502668521758869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.137210331000336,-0.438992522267909,-0.0936870270129105,0.0347274778896583,0.524505601129725,0.0953644451601608,0.101289948973307,-0.0316230430166321,-0.150893051120178,0.0233127281783201,0.158527307245754,-0.0762106585216898,0.116232325087395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-0.0662874879690054,0.0109911183564603,-0.0220744203901913,-0.0199513022092757,0.137873545517353,0.123092795098264,0.0271439911061905,0.0086221541298408,0.113904864886349,-0.021413447938478,-0.0433474460323491,0.139096964850487,0.217659313494767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,-0.0573278156410746,0.589310660407023,0.0601408322035295,-1.31783670428852,-1.26661137962235,-0.110823446501631,-0.0045436280562241,-0.0008126249218512,0.524885326172234,-0.139898634425824,-0.182079905704175,-0.360732872349984,-0.705382222118631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.210360276502348,-0.193220033611427,-0.0704380233598254,0.113076739877334,-0.106449950621393,-0.0637039300371511,-0.0565523261379811,-0.0591755090724746,-0.215427454789238,-0.0202072583378282,-0.113922658771045,0.261447145742468,-0.15407814594171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0.187158063334251,0.275264786653854,0.0030571614792751,-0.104803672108587,-0.258222085323472,-0.0614718437817236,0.0074670957478071,-0.0092050935797332,0.314576296534633,-0.0439472929543036,-0.064811145512827,-0.142704449091201,-0.329438765565311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.185679395126203,-0.493059565475219,0.012602231024606,0.0532162399245537,0.0646636896066218,0.0129452464521216,0.0792271304521109,0.0562457331222936,-0.250211419757205,0.11205298439509,0.0572072576035554,-0.299166289362019,0.415007140768563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-0.231453813720401,-0.183437401428364,-0.0776948909481514,0.171479076328387,0.576199362711005,0.0085659205906537,0.181889199042307,0.0517054514412003,-0.0223790783924779,0.214417784440882,0.114774883842736,0.298051722006576,0.728568238838403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,-0.119939643780036,-0.123100902594042,0.0255270970423902,-0.127468962861082,0.0663072541508622,0.067138811664528,0.0319266601972276,0.0227007394443369,0.0758526135547982,-0.170310315307446,0.0490357086051353,-0.0118772277582985,-0.283794809764417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.158106239133132,0.148879269207812,-0.0365514038144985,-0.309269680037918,0.0444364027593107,-0.063874872773809,-0.0850005670918303,-0.0699693406636042,0.149791947811404,-0.0733196528075395,0.0164854576329316,-0.273890152124641,0.24978632120255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,-0.164165016181025,-0.1808985143005,-0.0112425061531468,-0.627333267184771,0.302403838201089,0.152627481181851,0.27825545474879,0.0763187167103735,0.193089382967432,0.162888393227638,0.257831253567064,0.344868278821721,1.00203509346518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,-0.0959174218350639,-0.295360183642954,-0.036813852982027,0.306890415525832,0.432945542844228,-0.0501016028439186,0.0542346198223489,0.0112093450634988,-0.0164780472810334,0.138349010220678,0.0896549447175214,0.246630418380995,0.379791772117126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.299195238364976,-0.294293848943563,-0.142055006934045,0.0981778328098158,0.488933998312046,-0.0099033756114302,-0.0271463301151829,-0.062297422603295,-0.527047570848232,0.0885462189757678,0.132941616424489,-0.115903975931157,0.41413184994833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.248481712157397,-0.131287989650924,-0.0685048066198961,0.0475877328175661,0.252901556693423,-0.176840173543171,-0.240127009325329,-0.0776563083993077,-0.115383466836904,-0.00371137101823,-0.0064474357565838,-0.0744042465991309,-0.208344190532822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,-0.22199496480963,-0.00874168651551,0.0838234240938646,-0.0903031649979969,0.526522516769379,0.090207729509204,0.0601794310866723,0.0567085350046649,-0.253200583616919,0.289498659962164,0.106259169483369,-0.0334744762640156,0.254761059970236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.201745600713019,-0.115014719891488,-0.0778607110728231,-0.200443386577706,-0.546593896190429,-0.0601894517769746,0.0099905541283354,-0.0511154364651551,0.104265485158944,-0.120400962990258,-0.0909287487828775,-0.131013784248995,-0.53195928019146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0546071436019098,0.275587658479727,-0.0661682232713814,0.257751772917496,0.280168270913221,-0.0615725799348182,-0.293747557832668,-0.0539617511551242,0.0032835272354327,-0.210197846840434,-0.0355145869198077,-0.314953889665438,-0.415552970159283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0661373331350803,0.32808860748763,0.0438232933878827,-0.381698884025211,-0.91096296368387,0.0044058624804462,-0.052656371776112,-0.0055345338363787,0.306273517537422,0.0082392609955584,-0.0947271442060122,-0.0921715065809329,-0.488344651312054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.10632889786052,-0.493675434211906,0.006380763286197,0.191579937449987,0.0884842953336488,0.0244117675850541,0.0166651133702955,0.0142419332851362,-0.32721190560913,0.0402228401051867,0.0121914903472518,0.0060320420508579,0.328114742152401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
